SED_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
SED25905,1482,1628,3107,1427,1799,3224,3,5,8,563,626,1182,8,8,17,7094,7718,14809,34,64,102,1387,1449,2836,104,155,260,137,112,253,63,64,129,272,290,570,135,135,268,560,597,1164,385,447,839,27,46,78,109,123,224,444,622,1069,1248,1280,2537,25,23,48,14042,15566,29604,1149,1083,2231,4321,4129,8457,25,27,48,4,0,0,514,479,991,172,199,369,690,676,1369,9694,8864,18557,78,49,122,35,58,93,9808,8966,18772,2273,2132,4404,33780,34213,67990
SED26005,2549,2699,5243,1793,2184,3977,6,4,12,586,617,1206,20,16,41,8731,9315,18049,52,67,119,906,945,1853,68,86,153,217,245,462,57,74,130,258,278,537,242,248,492,694,766,1461,474,548,1015,20,32,49,181,218,405,476,630,1102,1547,1701,3244,37,46,85,16355,18022,34374,2388,2241,4629,5909,5442,11346,28,37,67,9,8,12,941,854,1793,192,198,386,1136,1053,2188,12431,11110,23544,84,61,140,39,66,106,12554,11234,23788,2531,2325,4861,43457,43046,86498
SED26102,171,312,481,3585,4549,8137,3,3,4,312,378,687,0,0,0,5675,6350,12024,61,67,125,756,697,1452,172,209,385,42,43,88,76,94,169,20,16,31,68,85,152,62,90,155,610,716,1329,37,65,102,10,18,28,867,1233,2093,447,557,1005,15,27,43,12818,15191,28014,70,65,135,75,65,136,84,71,149,3,0,0,20,23,41,50,101,147,73,120,200,16095,15310,31410,97,106,204,46,125,170,16242,15541,31778,3020,3046,6067,32547,34406,66960
SED26207,643,932,1571,1282,1634,2914,15,12,32,187,255,444,0,5,7,12996,14306,27302,21,27,48,2308,2414,4724,58,68,129,6,11,23,38,78,118,165,167,329,42,73,121,184,206,389,245,317,563,8,18,31,16,18,38,465,631,1099,551,675,1225,19,13,25,18613,20928,39537,480,439,921,759,704,1468,11,14,22,0,0,0,110,103,214,45,67,120,163,174,334,7948,7066,15015,63,53,110,22,45,67,8029,7166,15195,1376,1367,2748,30081,31722,61796
SED26303,457,726,1186,919,1062,1982,0,0,4,116,135,250,0,0,0,4966,5950,10906,24,29,55,2831,3111,5945,35,64,106,12,10,25,45,63,112,31,31,67,40,58,99,55,76,133,137,173,317,17,29,50,8,13,18,253,404,657,390,539,928,11,14,30,9903,11770,21680,366,285,651,495,482,977,123,178,297,6,3,7,56,47,96,107,131,249,167,180,350,18425,19592,38016,263,253,518,79,156,232,18767,19996,38767,1747,1611,3361,32028,35242,67269
SED26406,1452,1767,3219,1298,1578,2878,0,0,3,275,342,610,0,0,0,6260,7225,13485,32,35,67,3352,3712,7060,67,92,160,17,24,39,45,83,123,106,120,227,138,132,273,201,224,426,295,344,639,10,8,13,30,37,68,441,577,1014,550,738,1289,21,26,43,13135,15282,28421,2851,2314,5162,875,677,1554,879,993,1873,0,0,0,253,196,448,175,173,348,429,375,800,14218,13191,27410,158,142,301,53,67,120,14432,13400,27832,2303,1971,4271,36351,36777,73129
SED26504,239,287,519,3265,3891,7156,0,0,0,180,216,398,51,41,95,6981,7701,14684,48,56,106,102,100,204,90,132,218,18,20,39,101,108,210,0,0,4,99,135,232,164,235,401,685,710,1391,41,54,96,33,44,75,1175,1632,2808,469,538,1011,11,6,17,13513,15626,29140,163,147,305,174,114,289,9,18,29,4,0,4,97,99,194,52,91,146,152,192,344,12503,11693,24197,61,55,114,40,43,85,12606,11793,24398,2397,2299,4692,29246,30468,59712
SED26603,811,1055,1870,979,1345,2320,38,42,82,170,229,396,0,0,0,9828,11328,21156,23,23,38,2426,2631,5061,84,113,196,34,37,66,54,56,115,97,102,202,82,103,181,124,167,295,201,228,425,25,31,56,14,16,30,330,481,814,553,702,1259,11,3,14,15083,17630,32710,2352,1801,4151,3966,3727,7697,37,39,70,12,3,15,168,139,311,125,127,244,299,275,570,13620,13498,27124,162,119,282,45,99,145,13826,13723,27549,2536,2330,4868,38903,40578,79479
SED26708,170,187,350,2632,3166,5794,0,0,0,358,391,751,3,0,3,6632,7020,13653,19,33,52,165,151,313,66,75,139,10,19,26,147,184,333,7,3,15,37,44,87,172,201,377,1028,1114,2142,32,55,82,40,33,70,1606,2025,3629,541,590,1134,12,19,30,13513,15126,28636,82,64,146,94,74,164,29,25,58,0,0,6,41,19,65,60,87,144,107,105,210,15896,14218,30113,69,78,143,28,50,83,15988,14345,30333,2821,2569,5389,32793,32505,65296
SED26806,717,1006,1731,2126,2485,4610,0,0,4,171,197,372,0,0,0,5071,6020,11091,15,11,28,1190,1413,2610,41,40,83,3,8,15,70,79,146,47,46,93,86,111,205,115,166,281,300,322,625,4,9,12,18,31,52,379,478,850,467,635,1096,17,12,31,10123,12060,22184,906,779,1685,561,564,1126,1311,1451,2757,0,0,0,65,58,128,114,106,216,180,161,346,18358,18373,36735,272,213,484,71,149,219,18707,18733,37436,3106,3184,6289,35623,37937,73559
SED26903,949,1257,2211,792,1078,1869,10,11,16,148,191,336,0,6,3,7675,8699,16380,27,34,53,3120,3299,6424,64,121,185,14,15,29,27,49,79,57,72,128,59,73,138,122,142,263,216,265,482,19,40,67,17,23,43,245,325,569,712,798,1511,15,14,32,13349,15265,28606,1469,1066,2536,2166,1960,4127,35,44,74,4,3,7,267,205,468,134,147,276,402,348,757,13184,12811,25988,160,132,298,57,83,138,13396,13032,26424,2374,2234,4606,34135,35203,69342
SED27003,1120,1690,2806,1383,1579,2957,3,6,3,151,189,341,0,0,0,4877,5671,10550,24,23,46,1179,1398,2579,14,29,43,15,16,27,79,82,156,48,68,114,65,79,142,119,150,268,208,191,399,14,16,32,9,21,29,272,417,685,380,535,920,22,24,42,8867,10476,19343,302,280,583,956,1019,1977,261,281,543,4,4,5,21,12,37,124,137,263,148,156,305,22306,21817,44119,296,267,560,80,115,199,22684,22193,44876,2762,2474,5230,37102,38572,75675
SED27101,969,1331,2295,1767,2264,4029,0,0,0,1189,1278,2465,0,0,6,5034,5932,10962,177,219,395,589,672,1267,54,64,123,38,40,75,169,191,360,59,70,129,144,151,300,410,449,853,470,492,963,57,98,155,121,121,242,769,1046,1817,1165,1371,2537,65,120,187,12274,14588,26860,1005,911,1913,518,491,1002,42,36,75,0,6,4,263,252,515,153,201,359,416,459,875,14836,14033,28867,139,103,241,46,92,141,15030,14222,29252,1679,1595,3274,31921,33629,65551
SED27208,152,240,393,3417,3944,7360,0,0,0,219,244,466,44,52,98,5545,6125,11670,135,170,302,127,117,248,86,122,203,28,36,63,158,173,333,17,13,25,69,51,121,154,188,342,746,761,1512,88,127,217,51,67,117,2095,2532,4623,533,593,1127,32,32,60,13543,15344,28891,197,135,336,155,138,291,18,14,36,0,7,6,94,79,174,107,156,266,199,244,450,15768,14454,30224,93,57,142,47,89,136,15908,14594,30503,4154,2905,7065,34336,33616,67957
SED27305,1192,1354,2544,1717,2074,3789,6,6,13,480,554,1033,51,55,111,6313,6829,13142,57,79,132,932,921,1850,53,69,125,38,50,89,80,76,159,226,222,450,124,147,274,431,476,907,366,459,830,45,54,93,68,58,128,532,697,1236,858,1004,1860,20,29,45,12416,13868,26283,938,921,1859,628,652,1275,24,33,57,0,0,0,174,159,331,135,161,295,310,320,628,10699,9658,20356,58,50,105,47,48,92,10801,9750,20549,1165,1088,2254,27464,27986,55451
SED27406,288,443,736,2970,3911,6883,0,0,0,177,211,388,7,0,8,6281,7397,13672,17,24,45,1113,1307,2418,31,47,73,19,20,42,95,142,231,30,47,79,85,91,177,119,154,274,407,511,917,10,15,22,17,18,38,722,980,1700,482,585,1065,24,21,44,12613,15484,28092,320,308,623,234,278,514,331,331,664,0,0,0,42,42,84,73,84,161,118,124,244,14781,14754,29532,133,98,227,50,79,127,14965,14923,29883,1540,1610,3151,30401,33504,63903
SED27504,308,406,714,2981,3627,6611,0,0,0,291,318,607,113,111,219,7983,8721,16701,52,85,140,418,390,808,114,160,275,64,73,135,68,96,169,38,44,77,111,105,221,321,351,670,828,963,1791,43,63,102,38,52,92,1557,2077,3632,809,928,1736,9,24,30,15835,18179,34017,519,466,984,2274,2067,4343,10,13,24,7,8,16,793,658,1446,96,136,230,888,796,1681,13679,12487,26169,78,49,125,38,63,103,13795,12593,26390,3308,3134,6440,36941,37654,74598
SED27608,417,503,919,3129,3970,7101,0,0,0,778,903,1686,51,50,103,8824,10368,19193,49,73,122,382,403,788,123,163,292,32,44,77,277,351,626,44,45,87,96,118,208,275,323,592,644,851,1500,78,96,174,31,31,60,1546,2185,3728,1063,1277,2339,25,39,55,17442,21283,38734,859,572,1425,504,388,891,34,25,59,0,0,4,369,314,682,111,148,260,483,459,944,22452,21553,44004,164,119,286,50,131,185,22670,21804,44473,2612,2401,5016,45016,47440,92460
SED27708,190,256,449,2227,2931,5158,0,0,0,444,473,917,32,37,64,7059,8052,15109,78,85,164,109,75,183,52,97,151,25,23,54,335,446,786,9,17,29,44,42,87,218,244,461,1239,1406,2643,57,89,141,39,54,94,1294,1649,2943,672,777,1451,11,9,20,13960,16503,30453,130,105,236,72,79,149,16,23,42,0,6,9,33,33,70,48,88,140,87,129,214,14924,14073,28997,92,62,153,23,62,86,15035,14199,29238,2665,2445,5110,32158,33739,65902
SED27807,4583,5750,10329,649,744,1386,9,20,32,606,536,1135,0,0,0,9746,10625,20374,13,24,28,1898,1958,3858,97,138,235,95,104,200,67,93,157,196,210,409,198,207,409,288,337,621,175,220,396,18,17,31,64,62,129,221,285,506,1214,1303,2518,17,25,46,15558,16904,32459,1682,1051,2732,2514,1890,4406,22,19,40,0,0,4,922,705,1629,76,99,172,997,809,1807,8858,7739,16599,70,51,120,26,45,73,8958,7835,16795,3633,3187,6821,37942,37447,75388
SED27907,404,563,972,2082,2767,4846,111,97,205,258,304,562,89,89,181,9677,10628,20305,37,50,84,1115,1131,2241,109,127,232,93,103,196,92,112,200,90,85,177,101,111,209,249,267,517,386,432,818,33,62,92,33,31,65,614,937,1550,747,921,1668,26,18,42,15930,18267,34200,505,487,997,839,761,1601,28,26,59,0,0,0,293,296,586,72,94,167,365,392,754,12495,11328,23825,83,70,149,36,48,85,12613,11443,24059,1930,1752,3686,32626,33699,66327
SED28007,1556,1826,3381,1063,1295,2357,19,24,47,295,313,609,0,0,0,14218,15093,29313,35,38,69,3255,3293,6546,156,211,367,81,81,161,54,77,135,618,657,1274,153,181,334,410,471,881,203,235,438,31,46,76,79,97,174,313,403,716,1645,1886,3529,19,15,37,22664,24412,47073,1634,1537,3173,2632,2597,5230,5,8,19,0,0,0,1377,1235,2613,76,75,151,1451,1312,2770,7639,6781,14424,62,33,91,31,37,71,7732,6852,14587,2005,1878,3883,39675,40433,80110
SED28107,1530,1822,3351,1749,2067,3809,0,0,0,987,997,1981,9,3,7,10269,11133,21401,79,92,178,1144,1129,2274,141,173,314,260,286,544,165,154,311,486,492,981,536,584,1116,830,953,1782,422,498,921,45,56,96,84,102,187,624,694,1325,2244,2469,4715,36,37,73,20100,21928,42021,12124,10787,22918,10001,9577,19578,20,20,47,0,0,0,7218,5703,12915,227,296,529,7445,5998,13443,11653,10577,22233,105,59,165,55,69,121,11815,10708,22517,5919,4511,10432,68954,65349,134306
SED28203,1772,2095,3866,603,695,1302,50,70,119,197,209,407,0,0,0,9206,10052,19257,7,15,23,4569,4743,9311,88,106,190,60,63,122,21,38,63,232,239,470,109,90,201,305,344,649,222,251,472,14,22,36,49,67,122,155,203,360,1747,1893,3639,7,14,23,17658,19109,36762,3471,2990,6461,6442,6171,12613,17,11,27,5,9,15,2633,2258,4882,108,105,213,2744,2370,5118,6578,5906,12482,65,53,117,24,37,62,6668,5992,12662,2609,2394,5000,41379,41131,82511
SED28301,967,1364,2323,1878,2364,4239,0,3,3,841,1037,1876,10,10,20,5422,6020,11442,59,68,131,1687,1773,3460,50,74,124,29,35,68,166,205,369,159,157,312,174,187,364,426,458,886,515,554,1072,28,31,56,48,67,120,626,894,1519,944,1155,2097,16,19,33,13072,15107,28175,564,538,1100,1024,986,2008,57,68,128,0,0,0,167,165,338,138,163,300,304,326,638,13288,12468,25759,59,52,109,39,56,93,13387,12575,25964,1460,1491,2954,30841,32445,63284
SED28408,231,291,525,2203,2926,5131,0,0,0,235,259,492,63,52,112,6288,7660,13946,192,251,449,143,141,283,62,81,143,22,44,68,119,147,263,25,22,50,72,102,170,183,217,396,523,697,1216,48,78,125,32,49,85,1270,1805,3082,463,581,1045,4,9,13,11941,15114,27056,410,347,765,218,170,389,15,21,37,6,7,9,156,158,312,90,155,246,252,314,567,14776,14371,29152,97,96,196,39,65,108,14915,14535,29450,2068,2013,4088,30052,32813,62869
SED28507,1089,1224,2310,2482,2857,5335,0,0,3,1219,1250,2474,94,91,176,9082,10200,19281,38,39,78,783,841,1632,139,182,319,161,202,360,128,160,282,130,143,273,269,307,581,501,601,1106,421,601,1020,38,65,103,110,126,240,635,820,1454,1451,1645,3098,44,34,76,17726,20159,37891,4504,4263,8772,2472,2445,4919,19,11,32,5,0,5,1719,1524,3244,200,245,444,1923,1771,3688,13643,12574,26214,110,79,190,34,73,109,13783,12725,26515,3484,3298,6779,45000,45900,90901
SED28607,672,1006,1678,1535,2030,3565,0,0,0,183,230,413,0,0,0,7517,8768,16290,39,27,68,2200,2411,4615,56,69,118,13,14,35,78,126,201,64,70,130,91,87,176,121,157,276,262,354,615,16,23,43,29,31,59,446,601,1051,717,806,1525,20,17,36,13384,15827,29212,485,342,829,1756,1601,3359,59,68,123,3,0,6,58,55,116,97,119,215,160,175,334,17544,16803,34349,197,113,309,62,75,139,17796,16990,34791,2124,1855,3977,36433,37868,74303
SED28704,699,899,1607,3023,3800,6826,15,14,31,477,521,998,147,141,289,11465,12734,24192,26,42,66,1870,1933,3800,121,139,264,100,97,197,97,121,220,173,190,364,159,178,341,618,649,1261,581,729,1312,57,80,139,91,91,183,725,1010,1736,1444,1607,3051,11,16,27,21193,24097,45295,2158,1911,4072,1447,1383,2824,28,27,53,0,0,3,1472,1305,2776,153,235,384,1626,1542,3166,20572,19257,39825,128,102,232,51,108,164,20747,19462,40213,2677,2498,5176,50577,51825,102403
SED28803,1862,2070,3932,1322,1708,3033,836,839,1681,311,305,613,4,0,4,18874,19812,38685,31,44,74,2035,2040,4071,179,178,358,264,329,585,37,58,96,580,586,1168,233,253,483,484,543,1033,338,383,716,47,50,97,98,106,204,470,595,1063,2075,2168,4245,24,24,50,28231,30019,58257,4700,4376,9071,11289,11349,22636,10,22,34,0,0,0,5492,4790,10283,180,194,374,5677,4987,10662,10078,8991,19067,89,63,154,44,59,99,10209,9105,19319,3849,3702,7552,65825,65635,131466
SED29494,64,63,128,160,162,322,0,0,0,21,25,46,0,0,0,401,371,772,6,9,12,40,35,74,3,11,17,16,7,22,0,9,16,4,6,10,13,15,30,13,20,30,45,29,68,9,5,21,0,6,3,62,66,129,114,101,212,10,4,11,922,872,1797,49,29,78,104,100,211,15,8,21,0,0,4,13,3,15,25,23,48,39,24,68,1584,1297,2880,18,12,28,15,14,25,1614,1323,2937,2361,1494,3854,5170,3915,9089
SED29797,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,7,0,7,24,3,27,36,6,38
SED30001,1106,1384,2491,1874,2172,4044,3,0,0,498,574,1071,0,4,6,4888,5539,10430,48,68,110,342,366,701,132,166,299,207,245,452,147,205,347,146,136,283,214,231,448,493,593,1090,590,670,1263,24,27,52,121,138,254,597,863,1463,1083,1233,2312,38,45,83,11444,13289,24727,1631,1575,3211,1789,1808,3600,15,20,38,7,4,11,940,817,1753,156,186,341,1100,1005,2108,11685,10531,22221,72,60,136,48,62,104,11807,10654,22463,2033,1880,3911,30935,31612,62550
SED30002,290,419,708,2450,2983,5439,0,0,0,671,797,1466,3,0,8,6763,7832,14596,23,28,51,170,206,377,88,126,212,45,46,94,147,199,344,55,54,111,117,132,252,360,461,814,526,589,1115,36,40,76,53,54,106,913,1303,2215,692,858,1548,35,39,73,13139,15755,28902,1073,1063,2143,268,275,546,10,9,25,0,0,0,263,228,496,101,105,208,370,336,704,9824,8960,18787,80,71,151,29,48,71,9932,9081,19010,1390,1248,2634,26479,28186,54666
SED30003,202,332,539,2877,3671,6548,0,0,0,684,759,1442,16,18,35,4467,5265,9733,24,32,56,128,143,272,145,190,344,152,193,342,195,256,452,19,26,44,241,278,518,512,577,1092,561,664,1226,65,89,156,136,177,313,861,1156,2017,1169,1331,2504,46,58,104,12307,14884,27191,530,510,1040,170,171,345,17,19,33,3,8,10,252,212,463,114,152,264,371,372,738,12959,12375,25338,103,88,193,49,85,133,13114,12543,25663,1933,1866,3797,28638,30706,59341
SED30004,278,508,785,2565,3000,5566,0,0,0,225,229,455,3,0,5,4793,5522,10312,19,35,58,120,152,271,79,125,206,42,52,95,162,241,398,38,40,79,70,103,172,292,360,650,441,571,1017,19,24,45,199,233,434,538,760,1294,648,742,1385,15,10,28,10262,12197,22460,147,166,317,109,118,223,41,52,91,0,6,9,97,94,195,87,127,223,188,236,420,13984,13146,27132,85,85,165,63,98,163,14132,13327,27454,2604,2290,4891,27758,28889,56646
SED30005,440,710,1148,2571,3293,5865,5,7,8,240,310,551,3,0,6,4403,5387,9789,51,64,112,280,359,640,143,181,323,88,88,172,138,179,314,63,58,122,129,156,280,202,280,482,557,616,1174,31,41,78,57,64,121,606,843,1448,701,930,1630,35,41,72,10283,12908,23186,523,427,953,911,806,1718,48,62,107,0,6,6,142,102,247,128,135,263,269,243,511,11939,11650,23587,102,56,160,64,101,167,12103,11812,23915,2450,2482,4931,27024,29446,56471
SED30006,254,415,666,4003,4820,8815,0,0,0,237,292,530,3,0,3,4543,5427,9970,43,53,100,302,306,610,79,116,199,38,43,83,135,182,315,34,31,65,105,121,222,170,211,379,568,711,1281,22,28,50,33,36,70,774,1027,1804,534,659,1199,31,33,64,11656,14100,25756,119,123,243,267,279,550,76,75,151,0,0,0,46,36,79,42,67,110,86,105,192,9311,8607,17922,51,50,99,35,66,97,9396,8726,18119,1844,1874,3716,23700,25699,49398
SED30007,229,338,570,2843,3899,6744,0,0,0,562,627,1190,3,9,12,4076,5057,9141,26,20,44,90,85,183,113,139,254,101,84,184,280,353,632,0,8,11,82,81,161,383,487,864,528,672,1200,19,19,40,20,35,59,758,1141,1894,841,1030,1871,22,25,40,10749,13778,24527,320,311,624,100,87,188,47,38,83,0,0,3,130,102,234,58,105,162,187,214,401,12641,12782,25420,111,92,205,58,104,163,12812,12977,25788,1770,1796,3573,26214,29539,55756
SED30008,281,415,702,2863,3195,6058,0,0,0,264,271,535,36,45,80,6612,7770,14384,15,21,34,363,399,764,41,55,95,68,72,137,114,168,283,8,14,22,91,87,177,171,231,398,386,466,851,23,19,48,52,62,116,698,995,1697,484,619,1106,27,25,53,12317,14515,26838,423,355,776,210,211,425,39,46,80,0,5,6,82,72,157,83,95,176,173,166,342,12748,12209,24959,140,126,262,38,87,119,12930,12414,25339,1635,1538,3170,28007,29666,57671
SED30009,241,321,562,3033,3732,6764,0,0,0,430,495,925,101,100,200,3410,4306,7711,52,71,123,27,29,60,113,182,296,90,98,188,413,534,947,17,15,28,166,164,333,242,286,535,608,670,1277,65,108,175,100,113,215,1287,1860,3149,734,811,1547,66,72,140,10968,13638,24609,179,153,331,169,146,319,10,7,9,8,4,12,38,26,59,55,117,167,98,150,244,10538,9795,20332,48,43,90,43,42,88,10625,9885,20510,2039,1918,3958,24330,26223,50553
SED30010,486,689,1174,2593,2935,5530,0,0,0,701,719,1417,10,4,16,4880,5573,10454,44,58,102,123,145,268,203,284,482,875,937,1809,186,245,437,87,70,160,310,298,615,869,965,1839,619,688,1310,105,147,257,233,268,499,836,1049,1881,1965,2297,4263,68,100,170,14722,16776,31502,574,552,1126,551,554,1102,8,11,23,5,12,17,242,212,450,138,180,320,389,398,786,15066,13883,28953,104,72,176,43,62,108,15220,14026,29237,3378,3172,6546,35324,36173,71499
SED30011,135,194,326,3441,3480,6922,0,0,3,246,220,469,0,0,0,6498,6442,12944,18,18,36,87,94,178,112,139,244,30,41,69,134,140,278,0,0,0,82,73,157,353,377,734,740,713,1460,49,57,114,112,116,227,1366,1583,2950,560,602,1167,20,16,39,13858,14120,27977,97,79,172,103,64,168,7,11,13,3,0,3,26,17,46,62,76,137,90,92,180,9831,8158,17987,51,48,97,21,48,66,9894,8253,18148,5673,3286,8959,29853,26096,55948
SED30012,223,357,580,2562,3279,5838,0,0,0,248,291,538,0,0,4,4583,5590,10173,30,40,67,194,192,384,77,115,186,48,55,101,125,174,298,7,5,18,76,84,162,270,333,601,412,481,894,24,31,58,44,61,102,643,877,1523,586,698,1281,21,22,39,9954,12319,22268,110,93,202,96,84,187,43,55,99,4,5,3,17,17,32,49,98,144,66,114,178,11380,11432,22809,74,44,122,36,75,111,11486,11551,23041,1860,1909,3769,23835,26487,50324
SED30013,159,243,402,3629,3954,7588,0,4,4,378,437,811,25,30,53,3721,4004,7721,36,35,75,51,44,98,157,184,339,51,55,103,369,390,763,3,5,11,151,168,325,231,264,493,721,705,1422,51,59,104,105,103,205,1235,1489,2725,716,815,1532,64,62,127,11689,12797,24485,41,28,67,62,49,107,12,12,23,4,4,5,6,8,15,50,92,145,55,107,163,10562,9328,19891,54,47,102,44,83,126,10665,9457,20121,2595,2137,4726,25278,24825,50105
SED30014,555,854,1409,2634,2936,5578,0,0,0,274,292,567,3,3,5,5033,5793,10826,32,37,73,118,123,241,131,176,303,46,90,138,148,161,313,18,17,37,126,151,281,450,578,1033,589,669,1254,22,44,70,126,149,268,709,849,1555,780,886,1667,13,25,36,11265,12982,24241,510,502,1011,212,187,406,27,28,61,8,6,14,240,188,429,139,150,295,383,348,732,11978,10974,22946,100,75,171,56,77,130,12131,11112,23242,4243,3597,7839,29325,29618,58940
SED30015,102,157,258,4222,4403,8617,0,0,0,395,405,804,6,14,23,4148,4306,8452,63,84,144,27,17,45,94,124,219,40,32,72,473,551,1031,0,0,0,125,110,240,296,318,618,899,982,1880,42,53,98,83,102,186,1221,1287,2509,716,746,1470,58,65,124,12917,13593,26512,121,115,236,101,59,156,3,10,13,5,5,3,16,18,29,54,80,137,74,100,172,9063,7870,16932,57,53,114,21,34,51,9139,7957,17102,3607,2985,6596,26064,24978,51039
SED30016,189,302,488,3282,4101,7379,0,0,0,543,609,1150,17,8,29,4428,5351,9780,52,75,131,70,77,151,130,168,298,43,62,112,239,301,535,17,10,25,75,105,183,334,393,724,567,656,1224,39,50,89,33,28,59,1039,1349,2391,735,898,1636,40,45,88,11690,14300,25987,210,206,419,61,52,111,17,26,41,3,0,3,119,108,227,50,77,130,178,193,367,12549,12268,24819,92,62,153,45,96,138,12685,12428,25115,1919,1759,3675,26948,29266,56213
SED30017,159,272,433,2777,3496,6269,0,3,4,564,578,1139,42,47,92,4556,5296,9855,26,41,70,214,236,447,101,132,240,76,83,164,146,204,352,0,0,0,93,105,206,262,337,603,605,637,1236,66,88,155,57,63,128,906,1188,2093,681,839,1516,87,76,161,11279,13449,24727,217,229,449,108,112,223,20,16,34,0,3,8,118,109,230,78,128,204,198,238,440,11737,10344,22077,83,59,140,40,74,116,11861,10475,22338,1447,1414,2860,25291,26208,51498
SED30018,353,468,821,2583,2886,5466,0,3,3,419,486,903,102,117,217,6015,6945,12960,5,18,22,808,847,1653,90,118,207,50,51,98,149,157,305,29,32,58,80,112,192,329,410,733,553,605,1158,52,51,102,60,68,122,793,1087,1879,796,927,1723,21,28,48,12932,14925,27862,572,588,1160,300,291,596,36,45,82,0,0,4,83,89,176,60,80,140,150,170,318,9436,8879,18317,87,70,156,25,47,68,9550,8993,18537,1188,1146,2332,25080,26633,51712
SED30019,366,590,957,3024,3666,6688,0,0,0,247,313,565,0,0,8,6842,7806,14651,17,17,32,253,303,554,54,69,127,35,38,72,113,137,250,15,14,28,61,90,153,169,201,372,463,515,979,18,27,45,39,41,83,591,814,1406,433,506,939,15,22,38,12396,14590,26985,867,749,1617,279,239,518,52,52,99,3,4,6,88,89,175,115,133,239,201,220,424,11971,11467,23439,160,119,282,44,98,145,12169,11692,23861,1999,1677,3674,28339,29804,58142
SED30020,90,154,244,4220,4849,9075,0,0,0,347,349,694,53,45,95,5647,5966,11612,184,206,393,40,39,81,113,130,238,44,49,95,1222,1292,2518,9,3,10,123,105,233,293,318,613,788,786,1574,52,63,110,105,127,230,1286,1493,2784,1344,1486,2829,27,34,66,15903,17348,33249,132,128,260,79,65,144,3,7,13,4,6,11,55,66,124,66,105,169,127,177,298,8778,7842,16619,52,45,102,15,38,59,8850,7936,16781,2296,2007,4308,27484,27819,55300
