SED_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1951,Korea_Rep_Sth_1951_1960,Korea_Rep_Sth_1961_1970,Korea_Rep_Sth_1971_1980,Korea_Rep_Sth_1981_1990,Korea_Rep_Sth_1991_2000,Korea_Rep_Sth_2001_2010,Korea_Rep_Sth_2011_2015,Korea_Republic_South_2016,Korea_Republic_South_2017,Korea_Republic_South_2018,Korea_Republic_South_2019,Korea_Republic_South_2020,Korea_Republic_South_2021,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_NS,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_NS,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_NS,Pakistan_Tot
SED30016,0,0,0,0,0,0,0,17,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,7,17,14,24,13,34,24,0,8,3,4,0,0,0,154,3,33,24,5,3,0,17,11,3,3,0,6,0,0,3,107,0,0,0,3,0,9,25,8,6,0,0,5,0,0,0,66,0,0,0,0,0,5,23,22,0,7,0,0,0,0,0,58,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,3,12,17,14,5,5,8,5,0,4,0,0,0,9,73,0,0,0,0,0,0,42,56,14,15,33,21,3,0,6,190,10,78,33,7,13,6,23,4,0,4,0,0,0,0,5,190,3,14,87,312,456,423,667,323,53,62,53,55,32,24,84,2654,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,11
SED30017,0,0,0,4,0,0,0,41,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,6,10,11,12,12,75,50,0,0,0,0,0,0,6,188,3,32,17,9,0,4,10,3,0,0,0,0,0,0,10,93,0,4,0,0,4,9,27,11,3,0,6,0,0,0,4,62,0,0,0,5,0,7,30,11,0,0,0,0,0,0,0,53,0,0,5,4,8,0,4,0,0,0,0,0,0,0,0,20,0,0,13,16,26,6,12,14,0,0,0,0,0,0,4,96,0,0,0,0,0,0,10,11,3,0,0,3,6,0,0,37,8,102,29,18,23,5,6,6,3,0,9,0,0,0,44,242,4,3,64,254,560,512,793,328,48,31,24,24,10,24,55,2734,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,14
SED30018,5,5,11,3,8,0,4,252,0,0,0,0,0,3,23,0,0,0,0,0,0,0,0,27,0,4,14,12,25,18,113,85,0,0,12,4,0,0,0,292,12,118,96,21,3,3,17,11,0,5,3,3,0,0,6,299,0,0,6,3,17,21,35,19,4,7,3,0,0,0,0,111,0,0,0,9,21,46,162,53,13,13,13,14,3,0,6,355,0,0,7,15,3,10,10,5,0,0,0,0,3,0,0,47,0,0,11,33,59,26,78,36,10,7,0,0,3,0,4,279,0,0,0,0,0,0,14,4,0,4,5,3,0,0,0,39,3,35,11,7,4,10,13,7,0,0,0,0,0,0,0,93,0,9,52,168,360,313,569,239,25,31,30,37,16,8,39,1910,0,0,4,9,0,5,0,0,0,0,0,0,0,0,0,19,0,0,0,0,5,0,15,12,4,4,5,0,0,0,0,51
SED30019,15,16,16,15,3,0,25,225,0,0,0,0,0,5,10,3,0,0,0,0,0,0,3,20,3,12,12,26,32,26,67,26,3,6,6,4,0,0,3,230,18,101,96,30,10,4,16,47,12,14,8,11,3,0,20,396,0,0,6,8,10,36,57,45,9,12,11,20,9,0,6,229,0,0,0,0,17,27,84,59,15,20,27,15,3,0,3,277,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,17,0,0,11,14,37,32,61,34,5,4,7,3,6,4,0,231,0,0,0,0,0,7,49,97,57,133,225,189,46,3,5,811,0,21,7,5,13,9,16,9,3,0,0,8,0,0,0,98,0,14,70,185,363,366,477,234,19,23,42,44,32,28,66,1972,0,0,0,0,0,7,3,3,0,0,0,0,0,0,0,16,0,0,0,0,0,3,12,12,6,7,0,8,4,0,6,62
SED30020,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,5,0,7,5,4,0,0,0,27,0,0,7,3,6,3,7,12,0,0,0,0,0,0,0,50,0,12,8,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,12,8,0,0,0,0,0,0,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,9,10,9,19,5,0,0,0,0,0,0,6,53,0,0,0,0,0,0,22,38,4,5,10,7,0,0,6,92,5,51,16,8,16,4,7,0,0,0,0,0,0,0,5,114,7,9,43,124,165,136,127,83,3,6,0,4,6,0,30,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,4,0,0,0,0,0,22
SED30021,0,0,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,3,3,15,12,26,7,0,0,0,0,4,0,0,78,20,198,134,18,8,3,12,28,0,4,15,13,12,0,28,500,0,0,0,0,10,15,29,21,0,0,9,7,9,0,3,100,0,0,0,0,0,0,9,10,4,0,4,8,0,0,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,4,3,5,11,11,17,15,7,7,0,0,93,0,0,0,0,0,0,16,13,0,5,0,3,0,0,0,37,7,34,11,10,16,11,10,9,0,0,3,3,0,0,0,129,8,7,62,151,212,140,202,91,19,15,11,7,3,4,73,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7
SED30022,0,4,4,5,3,0,0,113,0,0,0,0,0,3,21,3,0,0,0,0,0,0,0,38,0,0,11,10,10,5,38,40,0,3,4,4,0,0,0,135,3,18,25,3,3,0,9,7,4,0,0,0,0,0,5,88,0,0,0,4,15,38,62,28,6,12,5,9,0,0,3,181,0,0,0,3,16,56,236,101,16,9,12,11,3,0,9,480,0,0,3,4,6,0,3,6,0,0,4,0,0,0,0,27,0,0,9,12,20,18,63,30,7,6,3,8,0,0,0,176,0,0,0,0,0,3,39,31,3,0,8,0,0,0,3,96,5,62,22,11,10,15,14,0,0,6,0,0,0,0,0,151,0,10,72,340,854,1185,2817,1647,207,235,249,240,94,79,203,8230,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,0,0,0,0,3,8,24,22,11,9,8,6,7,0,0,85
SED30023,3,8,3,0,0,0,0,129,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,9,0,5,12,14,73,32,73,56,4,0,7,3,0,9,0,293,8,48,51,29,9,8,26,24,10,6,3,6,3,0,5,218,0,0,3,0,13,34,37,22,3,9,9,7,5,0,0,150,0,0,0,0,5,16,63,21,7,10,15,11,3,0,7,161,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,14,0,3,26,29,37,26,30,20,10,5,5,0,3,0,9,199,0,0,0,0,0,0,15,13,6,5,13,9,7,0,0,65,6,34,7,5,20,11,27,6,3,0,4,3,9,0,5,141,8,3,61,189,256,260,353,158,15,26,18,17,6,10,20,1403,0,3,12,17,0,4,5,0,0,0,0,0,0,0,0,40,0,0,0,0,3,0,7,7,0,0,4,0,0,0,0,23
SED30024,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,16,15,20,18,25,18,0,0,0,0,0,0,4,125,4,27,25,3,0,4,10,21,4,4,0,3,3,0,9,116,0,0,0,0,11,38,78,24,6,3,8,8,0,0,6,182,0,0,0,0,3,3,8,0,4,0,0,0,0,0,0,19,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,11,9,22,9,5,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,4,4,5,3,4,0,0,0,20,10,58,18,11,10,9,10,6,0,0,0,0,0,0,3,138,4,15,76,307,440,380,459,167,32,38,30,30,8,16,74,2078,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8
SED30025,13,3,11,5,3,0,0,134,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,4,12,17,31,18,66,49,0,0,0,3,0,0,0,206,12,60,62,12,8,4,17,15,4,0,0,0,0,0,0,201,0,0,0,0,8,23,24,12,0,6,0,4,5,0,6,81,0,0,0,4,3,4,48,6,9,3,0,0,0,0,7,88,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,14,0,5,16,26,27,11,41,9,0,4,7,0,0,0,9,158,0,0,0,0,0,4,19,12,0,6,12,7,0,0,0,68,9,40,19,10,10,4,11,10,0,4,0,0,0,0,0,114,7,4,39,173,344,294,384,152,14,18,24,30,12,6,23,1525,0,0,0,4,3,0,0,3,0,0,0,0,0,0,0,15,0,0,0,0,0,4,3,3,0,0,4,0,0,0,0,18
SED30026,9,6,4,0,0,0,0,101,0,0,0,0,9,19,13,4,0,0,0,0,0,0,0,46,0,5,3,14,33,22,71,52,0,7,0,0,0,0,3,209,3,33,35,4,0,11,21,21,0,4,0,0,0,0,8,140,0,0,0,0,7,26,39,14,5,0,4,0,0,0,0,104,0,0,0,0,5,9,49,16,0,0,0,3,6,0,0,92,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,7,0,4,21,26,28,18,27,17,0,4,0,0,0,0,5,164,0,0,0,0,3,16,23,18,6,17,16,21,3,0,3,117,3,39,20,10,15,11,26,10,0,0,0,0,3,0,0,140,6,7,50,181,252,228,304,139,10,20,16,19,0,9,17,1260,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,12,0,0,4,0,0,0,0,17
SED30027,0,3,3,4,0,0,0,55,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,19,0,6,10,9,10,3,16,14,0,0,4,0,0,0,6,90,3,32,24,7,4,0,6,6,0,0,0,0,0,0,8,88,0,0,0,3,56,95,112,35,8,0,5,5,0,0,0,313,0,0,0,11,18,42,90,33,4,9,7,4,0,0,9,214,0,0,10,6,3,7,3,0,0,0,0,0,0,0,3,36,0,4,8,23,22,18,37,9,4,0,0,0,0,0,0,125,0,0,0,0,0,0,18,27,0,0,3,10,0,0,0,54,7,61,25,9,26,7,4,8,0,0,0,0,0,0,0,164,0,9,97,364,690,792,1212,510,63,39,34,40,19,23,100,3998,0,0,4,4,0,4,0,3,0,0,0,0,0,0,0,16,0,0,0,4,6,5,24,18,3,6,3,4,0,0,0,82
SED30028,0,3,0,0,0,0,0,24,0,0,0,0,0,0,4,6,0,0,0,4,0,0,0,14,0,0,11,9,6,5,10,29,0,0,0,0,0,0,0,69,4,7,11,4,0,4,9,12,6,0,0,6,0,0,3,57,0,0,0,0,5,6,5,6,0,0,0,0,0,0,0,16,0,0,0,0,0,4,3,3,3,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,3,7,8,10,0,4,0,3,0,0,6,55,0,0,0,0,0,0,4,3,3,0,8,3,0,0,0,23,3,35,15,10,5,0,6,3,0,0,0,0,0,0,4,87,0,3,52,182,303,243,395,242,21,26,28,19,12,6,43,1575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,0,17,4,0,0,0,0,47
SED30029,0,6,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,13,19,11,7,21,10,6,0,0,0,0,0,5,86,9,33,14,11,10,0,8,5,0,0,0,0,0,0,7,103,0,0,0,0,0,4,12,3,0,0,0,4,6,0,0,48,0,0,0,0,0,0,21,4,0,0,0,3,0,0,6,37,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,8,0,3,14,17,9,3,5,6,0,0,0,0,0,0,9,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,77,18,19,33,4,45,12,5,0,0,3,0,0,9,238,3,14,92,263,422,255,327,96,18,12,16,14,4,3,117,1657,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11
SED30030,3,8,9,9,3,0,0,144,0,0,0,0,0,7,7,10,0,0,0,5,0,0,0,23,0,3,11,13,37,22,62,60,3,6,5,4,3,0,0,230,9,59,33,16,6,6,16,29,3,8,3,0,5,0,15,210,0,0,0,0,12,41,89,45,5,9,8,10,0,0,0,221,0,0,0,3,16,50,105,60,0,13,12,20,0,0,9,276,0,3,4,7,13,8,7,7,0,0,0,0,0,0,0,55,0,0,19,13,46,30,66,49,4,7,18,15,10,5,5,288,0,0,0,0,0,5,30,86,32,59,104,112,6,0,4,449,5,17,13,8,3,9,16,4,3,0,0,0,0,3,5,88,0,3,41,173,287,251,350,182,28,14,25,30,3,15,37,1442,0,0,0,7,4,8,4,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,12,15,6,3,11,0,4,0,0,54
SED30031,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,5,9,16,0,0,0,0,0,0,0,44,0,0,3,0,0,3,0,3,0,0,0,0,3,0,0,15,0,0,0,0,0,4,0,0,0,0,0,4,0,0,3,11,0,0,0,0,0,0,9,6,0,0,3,4,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,5,9,6,8,7,0,0,3,51,0,0,0,0,0,0,6,10,0,3,0,4,0,0,0,27,3,5,8,5,5,4,0,4,0,0,0,0,5,0,0,34,0,4,29,118,168,167,308,179,16,14,23,19,12,14,44,1109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SED30032,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,7,6,5,4,4,0,4,6,5,0,0,6,53,0,10,23,4,8,0,6,3,0,0,0,0,0,0,0,50,0,3,0,0,0,4,4,9,0,0,4,0,0,0,0,29,0,0,0,0,0,0,5,3,0,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,12,8,6,7,0,0,0,0,0,4,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,86,34,20,12,5,19,0,0,0,0,0,0,0,8,203,0,16,117,297,393,230,171,75,6,5,17,7,13,0,62,1408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,11
SED30033,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23,13,14,11,17,10,3,0,0,0,0,4,3,107,5,29,29,16,0,6,10,5,0,0,0,0,3,0,0,96,0,0,0,0,4,8,9,6,0,0,0,9,0,3,5,32,0,0,0,0,0,0,17,3,0,3,0,0,0,0,0,27,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,13,0,3,20,14,11,13,8,3,7,0,0,0,0,0,4,83,0,0,0,0,0,0,15,16,5,8,12,0,0,0,0,62,23,145,36,18,16,13,10,0,0,0,0,0,0,0,11,275,6,15,117,354,441,371,345,126,23,9,24,24,12,12,80,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,10,0,3,0,0,3,3,0,26
SED30034,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13,8,6,6,17,14,0,0,0,0,3,0,0,74,62,173,82,12,0,11,13,10,0,0,8,12,3,0,43,427,0,0,0,0,0,14,16,16,0,6,9,3,0,0,3,70,0,0,0,0,0,6,4,9,0,0,8,4,7,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,9,7,3,0,3,0,3,4,0,0,0,53,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,13,7,60,31,19,10,11,17,6,0,0,0,3,0,0,7,160,5,15,129,250,241,144,132,62,11,10,13,6,5,3,65,1081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10
SED30035,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,9,8,12,0,26,9,7,0,0,0,0,0,0,86,47,140,50,7,0,5,3,0,0,0,0,0,0,0,40,299,0,0,0,0,0,5,4,5,0,0,0,0,0,0,0,11,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,3,7,7,3,0,0,0,0,0,0,5,44,0,0,0,0,0,0,8,3,9,0,0,0,0,0,0,15,3,48,16,10,9,9,16,0,0,0,0,0,0,0,7,115,0,4,50,145,223,177,201,106,15,3,7,21,5,5,37,1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10
SED30036,11,9,3,7,0,0,9,226,0,0,0,0,0,21,96,42,15,4,0,3,0,6,4,192,0,7,3,11,7,5,19,8,0,0,0,0,0,3,8,83,8,34,18,6,0,9,3,13,0,4,5,0,0,0,11,105,0,0,0,0,8,16,29,11,0,0,4,4,0,0,6,71,0,0,0,4,13,30,94,44,0,0,0,4,0,0,5,196,0,0,0,4,6,0,5,0,0,0,0,0,0,0,0,19,0,0,9,12,66,24,79,34,8,6,9,0,0,0,11,260,0,0,0,0,0,3,67,53,4,11,15,16,0,3,5,181,4,61,16,4,14,5,4,0,0,0,0,0,0,0,4,116,0,10,50,128,315,564,951,529,65,72,93,82,24,23,274,3192,0,0,0,0,10,8,5,0,0,0,0,0,0,0,0,22,0,0,0,3,3,13,39,75,37,14,18,13,3,0,7,219
SED30037,0,0,0,0,0,0,0,11,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,3,10,13,9,0,20,12,0,0,0,0,0,0,0,75,0,7,9,0,0,4,0,3,0,0,0,0,0,0,7,27,0,0,0,3,3,6,9,8,0,0,0,4,0,0,0,34,0,0,0,0,0,4,16,10,0,0,0,5,0,0,0,48,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,20,35,14,7,7,9,5,0,3,0,0,0,0,100,0,0,0,0,0,0,10,4,0,0,4,0,0,0,0,25,6,57,13,13,14,5,5,3,0,0,0,0,0,0,3,116,0,3,31,137,250,285,467,214,33,16,54,41,12,19,55,1619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,10,6,0,0,0,0,0,0,32
SED30038,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,8,12,10,0,13,8,0,0,0,0,0,0,0,55,9,3,5,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,17,3,0,0,3,0,0,0,0,23,0,0,0,0,5,3,23,0,3,0,0,3,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,31,31,27,4,4,8,3,0,0,4,0,0,5,119,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,8,70,19,21,14,8,4,3,0,0,0,0,0,0,3,158,0,7,40,181,316,267,327,186,17,27,25,20,3,14,86,1505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,17
SED30039,7,0,4,0,5,0,0,171,0,0,0,0,0,4,16,22,5,0,0,8,0,0,0,60,0,0,10,16,17,7,31,15,0,0,3,5,0,4,0,117,0,14,7,9,0,3,5,8,0,5,0,0,0,0,3,60,0,3,0,0,0,16,33,19,0,0,3,0,0,0,3,80,0,0,0,0,4,24,85,35,5,3,8,0,0,0,0,173,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,14,0,0,13,26,38,20,69,37,10,4,11,0,0,5,5,238,0,0,0,0,0,10,129,70,13,5,12,11,8,0,0,251,0,46,31,12,28,13,27,10,5,0,0,0,0,0,3,179,0,6,42,203,506,740,1316,911,121,120,127,141,29,46,107,4412,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,5,6,30,42,16,3,0,10,0,0,0,130
SED30040,0,3,4,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,15,16,19,6,25,22,0,7,0,3,0,0,5,138,3,23,27,6,6,4,13,19,3,0,0,0,0,0,7,108,0,0,0,3,3,7,22,7,0,0,3,0,0,0,4,53,0,0,0,0,3,0,24,21,15,6,8,5,0,0,3,82,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,15,8,10,14,12,5,0,3,3,3,0,0,87,0,0,0,0,0,0,10,12,3,4,10,11,3,0,4,58,15,77,15,15,14,11,22,12,0,9,0,0,0,0,0,205,6,14,96,282,522,402,554,218,21,18,22,43,22,14,71,2322,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,15
SED30041,3,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,5,5,12,4,8,5,20,4,0,0,3,0,0,7,68,0,6,7,5,0,0,6,4,0,0,0,0,0,0,0,39,0,0,0,0,3,5,6,3,0,3,0,0,0,0,4,33,0,0,0,0,0,3,14,8,4,0,4,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,6,9,3,3,8,11,0,0,0,3,0,0,0,44,0,0,0,0,0,0,41,21,4,11,13,5,4,0,0,109,9,38,16,4,3,8,0,0,0,0,0,0,0,0,0,93,0,8,56,213,229,146,232,154,9,17,13,31,19,5,33,1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,13,0,0,0,5,0,0,0,26
SED30042,0,0,6,0,0,0,3,19,0,0,0,0,0,4,4,3,13,7,0,0,0,0,0,35,0,4,3,9,15,7,34,18,4,6,4,5,0,0,0,108,4,23,18,3,5,0,3,9,0,0,3,0,0,0,3,77,0,0,0,0,0,4,21,10,0,0,0,0,4,0,4,48,0,0,0,0,3,6,37,15,3,0,7,9,3,0,6,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,12,23,11,6,8,5,0,0,0,0,0,0,4,77,0,0,0,0,0,0,14,13,0,0,5,0,0,0,0,43,5,49,36,14,17,15,20,8,0,0,0,0,0,0,5,163,3,7,45,234,471,468,755,390,32,32,55,57,18,9,76,2658,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5
SED30043,0,0,0,0,0,0,0,16,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,15,0,6,9,12,7,4,32,7,0,0,0,4,0,0,0,80,4,9,3,0,0,0,3,4,0,0,0,0,0,0,5,32,0,4,0,0,0,3,19,7,11,0,13,28,4,0,0,84,0,0,0,0,0,5,23,16,0,3,18,30,8,0,0,108,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,5,10,9,6,3,9,11,3,0,4,0,4,0,4,68,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,8,8,76,16,17,21,7,6,10,0,0,7,0,0,0,11,177,0,4,46,189,311,270,240,98,12,10,3,8,4,14,78,1287,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,11,0,0,3,5,3,0,0,26
SED30044,0,0,5,0,3,0,0,47,0,0,0,0,0,18,11,34,11,0,0,0,0,0,0,83,0,5,20,16,14,0,26,13,0,0,0,0,0,0,0,89,0,14,24,8,8,3,4,5,0,0,0,0,0,0,7,65,0,0,0,3,4,10,13,0,0,0,0,3,0,0,3,45,0,0,0,0,5,8,39,13,3,3,0,4,0,0,4,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,18,20,18,15,20,0,5,0,4,0,0,0,114,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,9,12,99,32,18,26,17,6,0,0,0,0,0,0,0,3,213,4,11,67,310,701,722,1113,532,115,84,109,89,23,37,143,4054,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,22,77,61,6,9,7,14,6,0,3,218
