SED_CODE_2021,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Brazil_0_4,F_Brazil_5_14,F_Brazil_15_24,F_Brazil_25_44,F_Brazil_45_54,F_Brazil_55_64,F_Brazil_65_74,F_Brazil_75_84,F_Brazil_85ov,F_Brazil_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot
SED30029,0,7,0,3,5,0,0,0,0,12,0,9,15,47,37,32,29,6,0,172,0,0,0,3,4,4,6,0,0,18,0,0,0,11,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,3,0,9,21,12,20,31,11,3,106,0,0,3,16,9,3,0,0,0,35,0,0,0,7,9,11,9,4,3,43,0,0,5,3,10,11,11,7,0,41,5,15,20,72,54,67,81,42,9,370,47,166,136,374,228,229,202,120,28,1530,1202,3072,2783,5867,3519,3583,3299,1650,386,25363,0,0,0,0,0,0,0,0,0,0,1079,2704,2018,4226,2502,2700,2372,969,320,18890,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,17,5,5,0,0,0,21,0,0,0,8,0,0,0,0,0,5,0,0,0,18,17,12,15,5,0,61
SED30030,0,6,6,37,9,0,0,0,0,65,0,8,32,123,32,17,13,3,0,220,3,10,8,79,18,14,7,0,0,140,0,5,7,40,5,0,0,0,0,65,0,3,6,28,9,0,0,0,0,51,0,0,0,6,7,0,0,0,0,22,10,13,7,48,14,9,12,0,5,122,0,6,17,39,22,14,18,7,4,113,0,0,3,9,5,10,4,0,0,33,0,0,4,27,4,3,0,0,0,45,11,34,49,396,124,99,62,38,15,820,43,73,101,318,130,97,85,57,30,937,1643,3055,3444,9142,3581,2472,1591,784,347,26052,0,0,4,18,14,8,0,0,0,42,1403,2518,3031,5990,2596,1864,1281,739,445,19865,0,7,3,22,5,0,4,0,0,45,0,0,0,23,22,19,9,5,0,87,0,3,6,82,3,0,0,3,0,99,0,0,0,5,0,0,0,0,0,3,0,3,7,60,7,10,5,0,3,94
SED30031,0,0,0,0,0,0,0,0,0,0,3,21,22,54,40,12,9,3,0,159,0,0,6,11,6,0,0,0,0,20,0,7,0,4,0,0,0,0,0,6,0,4,4,5,3,0,0,0,0,13,0,0,0,0,3,0,0,0,0,4,0,8,6,6,4,5,3,3,0,34,0,0,0,3,0,0,0,0,0,12,0,0,0,0,4,0,0,0,0,9,0,0,8,15,15,7,0,0,0,41,0,6,28,109,23,21,13,9,3,228,99,256,304,837,353,383,223,114,35,2610,1372,3061,2456,5586,2633,2621,1643,740,183,20307,0,0,0,0,0,0,0,0,0,0,1243,2616,1869,4212,1878,1749,1016,514,176,15272,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,21,0,8,0,0,0,28
SED30032,0,0,0,0,3,3,3,0,0,9,0,4,10,33,31,30,24,17,4,146,0,0,0,0,0,3,0,0,0,8,0,0,0,3,0,0,0,0,0,15,0,4,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,6,9,9,5,14,28,9,3,85,0,5,3,11,0,5,0,0,0,23,0,0,5,0,4,4,3,3,0,22,0,0,0,8,4,6,8,3,0,32,0,9,6,26,19,59,56,46,12,247,82,202,192,487,312,371,318,173,49,2188,1261,3313,2774,5008,3407,4268,4347,2140,507,27024,0,0,0,0,0,0,0,0,0,0,1118,2823,2227,4456,2768,3436,3044,1477,499,21854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,5,16,7,0,44
SED30033,0,0,0,4,0,0,0,0,0,12,0,7,14,39,29,41,33,5,10,174,4,7,3,17,4,3,6,3,0,54,0,0,0,5,0,0,0,0,0,7,0,7,9,6,0,0,0,0,0,22,0,0,0,0,3,0,0,0,0,5,0,7,3,24,9,12,22,4,0,82,0,0,0,5,0,3,0,0,0,11,0,0,0,4,0,9,6,15,3,39,0,0,4,6,6,6,10,3,0,36,7,15,4,50,33,59,100,98,35,400,55,164,130,317,215,216,300,239,81,1718,1058,3086,2473,4490,2843,3542,4624,2974,799,25884,0,0,0,0,0,0,0,0,0,0,954,2700,2156,4021,2482,3035,3469,1976,760,21550,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,0,5,4,5,0,0,0,19,0,0,0,4,0,0,0,0,0,3,0,0,0,23,12,17,10,0,0,68
SED30034,0,0,0,0,0,0,0,4,0,6,0,15,10,33,16,14,18,0,0,100,0,0,0,3,0,0,6,4,0,14,0,0,0,8,0,0,0,0,0,8,0,4,4,39,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,3,7,8,10,22,32,16,5,100,0,0,0,5,0,3,0,0,0,13,0,0,0,3,6,4,0,0,4,19,0,0,0,4,7,10,10,3,0,36,4,15,52,337,59,80,85,63,22,721,116,396,313,742,429,475,413,211,92,3193,1404,3722,3004,6348,3630,4400,4143,2082,615,29354,0,0,0,0,0,0,0,0,0,0,1140,2943,2065,4058,2742,3247,2720,1392,545,20848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,3,0,0,0,0,12,0,0,0,6,0,0,0,0,0,6,0,9,0,15,8,8,7,7,0,57
SED30035,0,0,0,3,6,0,0,0,0,5,0,6,13,33,22,18,3,0,0,93,0,0,0,11,0,0,3,0,0,12,0,3,0,0,0,0,0,0,0,3,0,5,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,9,14,3,7,6,3,0,42,0,0,0,0,6,0,0,0,0,6,0,0,0,4,4,0,0,6,0,8,0,4,3,18,17,5,0,0,0,48,0,13,11,58,30,36,36,36,10,237,81,196,183,601,295,260,177,115,30,1934,1875,3933,2902,6710,3139,3250,2620,1245,327,26011,0,0,0,0,0,0,0,0,0,0,1550,3302,2422,5879,2470,2438,1806,821,294,20978,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,10,0,0,3,18,3,11,8,0,0,51
SED30036,0,10,0,13,4,9,4,0,0,47,0,7,20,69,35,29,10,7,0,179,0,5,35,129,52,57,30,12,0,335,0,0,0,29,4,6,6,0,0,47,0,0,7,16,9,6,0,0,0,36,0,0,0,6,4,3,4,0,0,10,0,7,19,27,9,3,7,11,0,90,17,124,245,868,684,641,355,111,35,3089,0,0,0,3,4,7,6,4,0,24,0,0,9,28,8,7,3,3,0,69,52,293,428,801,307,227,123,61,18,2294,134,304,241,503,154,162,99,61,34,1700,2445,4565,4893,10534,4130,3421,2079,1045,359,33473,4,11,23,64,14,10,0,0,0,123,1930,3238,2621,3570,1532,1324,1037,679,303,16226,0,16,30,82,13,4,0,0,0,147,0,0,0,9,17,8,5,6,0,42,0,3,3,30,10,4,0,0,0,44,0,0,3,7,5,5,0,0,0,26,0,3,3,14,4,3,4,3,0,39
SED30037,0,0,0,3,3,0,0,0,0,14,0,3,8,36,9,14,3,3,0,77,0,0,3,19,5,0,0,0,0,27,0,0,0,5,0,0,0,0,0,6,0,0,0,9,5,0,0,0,0,13,0,0,0,4,0,0,0,0,0,4,0,8,11,19,15,13,3,5,0,72,0,0,0,11,4,3,4,0,0,17,0,0,0,5,10,13,5,0,0,26,0,0,0,7,3,4,4,0,0,20,0,20,30,128,44,36,29,29,0,311,77,169,152,387,150,145,118,73,57,1329,1705,3678,3247,6875,2990,2795,1972,1067,361,24681,0,0,0,0,0,0,0,0,0,0,1514,3053,2732,5736,2484,2292,1650,1018,515,20998,0,0,0,11,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,4,0,0,0,12,0,0,3,0,0,23
SED30038,0,0,0,3,4,4,0,0,0,16,0,6,20,47,33,16,14,3,3,144,0,3,0,8,5,0,0,0,0,14,0,0,5,6,0,0,0,0,0,12,0,3,3,12,0,4,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,16,4,14,7,11,4,0,55,0,0,0,8,5,0,4,0,0,20,0,0,0,0,4,4,6,0,0,22,0,0,5,15,5,6,0,0,0,26,0,21,26,101,45,40,38,23,4,304,88,186,293,444,162,142,100,78,11,1503,1761,4015,3791,7193,3327,3079,2248,1157,324,26890,0,0,0,0,0,0,0,0,0,4,1492,3482,3069,5854,2794,2492,1834,1012,332,22364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,3,3,14,5,9,0,0,0,29
SED30039,0,11,7,14,11,11,4,0,0,52,3,18,56,140,81,58,16,3,0,377,0,9,6,61,21,15,9,0,4,132,0,6,4,12,9,0,4,0,0,34,0,0,4,22,8,0,0,0,0,42,0,0,0,4,3,4,0,0,0,9,8,23,15,23,30,11,7,3,0,117,0,12,4,80,72,56,35,4,4,262,0,6,6,12,12,16,6,0,0,56,0,4,24,59,34,9,5,0,0,132,4,62,85,335,192,131,83,48,13,954,80,179,160,444,195,101,66,33,3,1264,2869,6245,4618,10554,4625,2917,1641,638,100,34191,0,0,10,22,6,5,0,0,0,50,2630,5007,3439,6748,2688,1609,939,294,58,23420,0,0,9,37,3,0,0,0,0,56,0,0,0,8,4,7,0,0,0,14,0,0,8,22,5,0,0,0,0,37,0,0,0,13,5,0,3,0,0,26,0,7,4,23,10,3,0,0,0,53
SED30040,0,0,0,3,0,0,0,0,0,11,0,21,23,76,67,31,23,22,0,264,0,0,0,0,3,0,3,4,0,10,0,4,6,12,0,0,0,0,0,15,0,3,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7,3,7,16,26,15,18,13,6,5,115,0,0,4,13,9,0,0,0,0,23,0,3,0,7,10,4,7,4,5,40,0,0,5,14,12,11,3,3,0,55,4,21,23,96,43,43,79,53,22,396,50,141,122,318,177,145,129,105,64,1251,1261,3425,3053,5769,3276,2934,2636,1898,735,24986,0,0,0,0,0,0,0,0,0,0,1134,2850,2412,4594,2623,2489,2261,1597,677,20631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,38,6,3,0,0,0,51,0,4,0,0,0,0,0,0,0,3,4,16,9,57,29,12,5,7,0,139
SED30041,0,0,3,0,4,0,0,0,0,5,0,13,26,49,50,31,9,5,0,181,4,3,4,32,18,4,0,0,0,63,0,3,0,3,0,0,0,0,0,4,0,6,4,3,0,0,0,0,0,17,0,0,0,0,4,0,0,0,0,4,0,3,3,15,8,14,15,3,0,64,0,7,29,36,23,5,0,0,0,97,0,0,0,6,0,8,13,4,0,34,0,3,5,7,6,3,3,0,0,38,3,6,13,52,20,40,40,26,5,208,70,187,195,703,383,366,183,111,53,2262,1529,3852,3132,6309,3315,3617,2935,1516,428,26624,0,0,0,0,0,0,0,0,0,6,1332,3181,2472,5190,2675,3028,2382,1259,410,21927,0,0,3,13,5,5,0,0,0,28,0,0,0,0,0,0,0,0,0,5,0,0,8,15,12,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,3,4,18,6,10,9,0,0,57
SED30042,0,0,3,4,12,0,0,0,0,24,0,31,49,109,79,48,19,15,0,355,3,7,6,15,11,5,6,4,0,43,0,5,0,14,3,0,3,0,0,23,0,6,11,10,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,3,0,4,9,25,14,15,7,3,0,74,0,0,0,3,3,0,0,0,0,12,0,0,3,7,5,8,9,0,4,37,0,0,4,14,13,13,0,0,0,53,0,15,18,110,60,44,43,31,7,335,67,158,141,326,142,119,83,54,16,1105,1934,4588,4032,7462,3765,2989,2131,995,242,28139,0,0,0,5,0,0,0,0,0,4,1764,3901,3218,6171,2869,2144,1649,751,233,22708,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,10,0,0,4,15,4,0,3,0,0,25,0,0,0,4,3,0,0,0,0,7,0,0,9,34,10,9,7,5,0,69
SED30043,0,0,5,8,0,4,0,0,0,19,0,5,10,17,13,20,10,15,4,87,0,0,0,5,4,0,0,0,0,13,0,0,11,110,0,0,0,0,0,118,0,10,0,0,0,4,0,0,0,13,0,0,0,0,4,7,0,0,0,10,0,3,9,7,11,11,14,4,0,52,0,5,5,15,11,10,3,0,0,52,0,0,4,0,10,0,4,0,0,23,0,0,3,7,24,8,4,0,0,45,0,9,30,137,48,58,42,34,11,372,76,194,224,427,259,246,204,111,42,1771,1563,3895,3185,6055,3407,3524,2851,1451,327,26266,0,3,5,4,0,0,0,0,0,15,1333,3225,2779,5138,2756,2648,2035,1025,338,21278,0,0,6,12,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,3,6,12,3,4,5,3,0,34
SED30044,0,0,3,5,4,5,8,0,0,18,0,9,15,79,25,30,16,5,5,180,0,0,6,21,7,6,4,0,0,43,0,4,12,38,22,9,20,8,0,114,0,4,8,48,0,0,0,0,0,67,0,0,0,5,6,0,0,0,0,14,0,6,11,15,4,12,5,0,0,65,0,0,4,31,19,23,11,3,0,95,0,0,0,3,12,0,4,5,0,21,0,0,8,22,11,14,3,0,0,59,3,28,101,263,144,136,108,67,13,868,155,334,243,584,237,191,115,82,22,1959,2593,5074,4372,8932,3847,3491,2535,1222,270,32331,0,0,4,17,4,5,0,0,0,24,2258,4261,3398,6167,2662,2226,1701,754,224,23650,0,0,3,6,0,0,0,0,0,11,0,0,0,11,9,12,0,4,0,32,0,0,0,11,6,0,0,0,0,14,0,0,0,30,31,20,4,6,0,103,0,3,0,9,9,0,0,0,0,30
SED30045,0,3,8,9,3,9,0,0,0,31,0,29,31,125,67,53,23,12,3,330,0,3,13,20,14,11,10,3,0,77,0,3,0,4,0,0,0,0,0,4,5,3,12,8,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,8,0,9,11,32,21,15,14,5,0,100,0,0,0,19,19,13,5,0,0,72,0,0,5,16,6,7,9,4,0,46,0,0,0,12,15,8,7,0,0,38,3,38,27,146,98,91,63,41,9,522,39,105,81,262,150,138,99,81,40,1001,1634,3638,3100,6620,3945,3307,2388,1322,469,26418,0,0,0,0,0,0,0,0,0,0,1497,3010,2329,4880,2780,2317,1871,1200,575,20459,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,3,3,0,0,14,0,0,11,39,8,0,6,0,0,62,0,0,0,0,0,3,0,0,0,4,0,11,7,40,16,8,11,3,0,88
SED30046,0,0,0,11,3,8,4,3,0,31,0,7,28,69,29,33,18,7,0,192,0,3,3,22,4,3,9,4,3,55,3,0,0,24,0,3,10,0,0,47,0,5,7,10,0,0,0,0,0,25,0,5,5,30,12,6,3,3,0,68,3,8,8,34,11,20,8,3,0,81,0,0,15,25,20,3,0,3,0,72,0,0,0,3,4,10,13,10,0,37,0,0,0,12,5,7,8,6,0,37,6,32,65,213,104,126,90,49,20,708,133,356,269,617,245,177,124,73,28,2020,2121,4379,3983,8318,3585,3084,2543,1369,352,29739,0,12,30,63,13,3,3,0,0,124,1867,3572,2908,5491,2337,1934,1708,915,289,21020,0,0,0,3,0,0,0,0,0,13,0,0,5,16,3,10,0,0,0,33,0,0,7,34,12,9,0,0,0,60,0,3,6,10,7,0,7,3,0,36,0,0,0,18,5,4,3,0,0,36
SED30047,0,0,0,5,0,0,0,0,0,12,8,10,43,98,59,42,10,0,4,278,3,5,8,23,10,0,0,0,0,48,0,0,0,9,0,0,0,0,0,12,0,6,13,9,0,3,0,0,0,22,0,0,0,0,0,4,0,0,0,3,0,3,0,18,10,5,5,0,0,43,0,0,3,14,8,4,3,0,0,29,0,0,0,4,0,0,6,0,0,13,0,3,12,24,19,31,11,0,0,106,3,27,19,72,25,52,40,25,5,271,94,236,273,831,394,383,236,138,70,2664,1629,3666,3422,7264,3661,3637,2595,1353,499,27733,0,0,0,0,0,0,0,0,0,0,1387,3071,2691,5212,2694,2719,2052,1315,663,21806,0,3,5,13,0,0,0,0,0,16,0,0,0,0,0,0,4,0,0,3,0,3,3,15,3,0,0,0,0,29,0,0,3,0,0,0,0,0,0,9,0,3,5,30,4,8,0,4,0,57
SED30048,0,22,37,75,9,6,6,4,0,157,4,18,111,162,72,73,42,12,6,484,4,8,30,92,28,11,16,6,3,199,0,13,25,88,22,9,19,0,0,179,0,4,10,30,4,0,0,0,0,57,0,4,0,18,4,5,0,0,0,31,19,41,89,95,40,25,19,14,0,347,7,18,44,77,38,10,5,0,0,185,0,0,5,9,10,8,4,0,0,41,0,0,8,32,10,9,6,3,0,65,17,102,156,536,146,102,59,25,9,1148,31,65,215,364,101,69,74,56,25,1005,1241,3363,6983,9683,3446,2465,1966,1146,330,30618,0,0,3,0,0,3,0,0,0,8,1061,2407,5086,4594,2094,1644,1497,895,346,19615,4,17,8,79,7,0,0,0,0,118,0,0,0,3,3,9,0,0,0,18,0,3,13,94,12,5,0,0,0,134,0,6,0,9,0,0,0,0,0,15,0,20,32,65,30,16,5,4,0,171
SED30049,0,8,13,40,25,9,11,0,0,101,4,31,64,105,85,47,10,15,0,359,0,26,58,93,83,39,24,8,4,328,3,41,32,214,50,24,19,7,0,398,0,11,8,22,6,0,0,0,0,46,0,3,4,7,8,7,0,0,0,34,0,19,20,39,16,18,14,0,3,130,0,11,21,48,49,37,29,9,0,213,0,0,0,0,6,4,0,4,0,13,0,0,6,18,13,9,4,0,0,42,0,51,108,289,126,118,73,57,14,831,37,87,153,305,122,105,57,67,34,967,1669,4124,4162,8247,3774,2667,1811,1180,455,28082,0,0,0,23,10,4,0,0,0,42,1436,3222,2625,3723,2032,1564,1175,870,446,17104,0,3,3,27,11,3,0,0,0,51,0,0,3,25,15,19,10,3,0,71,0,4,3,30,4,7,4,4,0,49,0,0,0,6,3,5,0,0,0,14,5,10,15,33,5,4,6,0,0,72
SED30050,0,8,7,3,5,3,7,0,0,29,0,6,20,84,47,51,47,6,6,269,0,0,0,12,9,4,3,0,0,33,0,4,0,13,0,0,0,0,0,13,0,5,8,8,7,4,0,0,0,21,0,0,0,7,0,0,4,0,0,14,10,12,6,50,20,16,25,9,0,151,0,10,5,15,8,0,0,0,0,37,0,0,3,15,8,10,13,5,0,57,0,0,3,19,7,24,5,5,0,58,0,17,15,144,56,79,70,50,25,456,46,133,155,469,257,220,210,123,50,1669,1072,2363,2488,6160,3172,3482,3315,1745,567,24371,0,0,0,0,0,0,0,0,0,0,902,1818,2163,4169,2376,2877,2428,1355,605,18695,0,0,0,4,0,0,0,0,0,6,0,0,0,9,0,6,0,0,0,10,0,8,11,136,12,6,0,0,0,172,0,0,0,5,0,0,0,0,0,0,3,4,12,74,18,22,12,8,0,144
SED30051,0,0,0,5,3,0,0,0,0,13,0,5,9,18,22,19,12,3,0,97,0,3,0,8,3,0,0,0,0,12,0,0,0,4,0,6,0,0,0,3,0,7,10,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,8,0,0,4,10,6,9,10,4,0,45,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,10,3,4,0,29,0,0,0,3,7,5,7,0,0,23,0,9,11,35,23,53,64,50,11,257,70,155,179,344,247,285,286,188,63,1813,1142,3124,2744,4939,3183,4094,4619,2262,498,26604,0,0,0,0,0,0,0,0,0,0,1005,2658,2093,3991,2675,3418,3376,1529,543,21292,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,7,0,0,0,6,0,0,3,0,0,5,0,0,0,8,11,9,9,0,0,33
SED30052,0,5,31,80,7,6,7,0,0,138,0,4,51,198,53,22,12,5,0,349,0,5,16,70,5,10,3,0,0,118,6,6,31,137,26,14,8,3,0,228,6,8,42,149,7,0,3,0,0,219,0,0,9,42,5,7,0,0,0,65,9,15,31,151,32,31,19,10,0,304,0,16,61,79,33,20,12,3,0,230,0,0,3,25,11,14,9,0,0,65,0,0,11,40,9,7,7,0,0,77,24,79,258,1447,153,89,60,35,9,2155,48,83,317,1315,307,229,155,90,39,2591,967,1443,5273,16992,3855,2991,1908,918,244,34591,0,0,4,9,5,0,0,0,0,19,786,997,3499,7003,1936,1647,1147,560,265,17842,0,9,4,34,3,0,0,0,0,49,0,0,0,22,5,0,0,0,5,29,0,3,66,458,15,7,0,0,0,550,0,0,0,13,4,3,0,0,0,25,5,7,15,127,24,24,9,0,0,204
SED30053,0,6,8,16,8,0,7,0,4,46,0,28,50,133,67,50,38,15,0,387,0,0,5,11,4,4,10,0,0,26,0,4,9,27,11,9,6,4,0,75,0,18,7,20,5,3,0,0,0,57,0,0,0,4,11,9,4,4,0,26,5,9,13,84,27,20,18,4,0,177,0,4,8,4,12,8,4,0,0,43,0,6,3,24,14,5,10,3,0,70,0,0,0,15,15,5,4,0,0,39,0,38,46,288,94,89,82,56,31,729,37,115,151,438,168,124,110,81,26,1250,1388,2972,3288,7727,3421,2729,2354,1376,400,25654,0,0,0,0,0,0,0,0,0,0,1127,2480,2717,4874,2163,1810,1618,874,450,18107,0,0,0,3,5,0,0,0,0,6,0,0,0,7,3,7,4,0,0,23,0,13,40,373,25,5,0,0,0,458,0,0,0,0,0,0,0,0,0,7,0,6,11,102,28,14,9,3,0,179
SED30054,0,14,9,24,3,3,5,3,0,68,0,10,17,97,50,22,8,7,0,211,6,4,13,38,22,16,10,6,0,104,3,5,3,33,3,5,3,0,0,59,3,6,8,16,3,0,0,0,0,34,0,3,0,4,3,0,0,0,0,17,6,22,24,60,28,19,7,6,3,168,0,6,13,65,38,49,19,4,4,203,0,0,4,7,9,10,0,8,0,28,0,0,0,24,8,8,9,0,0,47,9,64,73,382,142,113,60,44,10,899,31,60,79,272,120,122,80,37,22,818,1409,3275,3442,7390,3522,2676,1774,907,344,24735,0,3,5,6,3,0,0,0,0,15,1297,2633,2849,4914,2488,1949,1312,802,482,18724,0,3,0,11,0,0,0,0,0,18,0,0,0,5,9,3,3,3,0,26,0,0,8,47,12,0,0,0,0,66,0,0,0,4,0,0,0,0,0,6,0,9,9,48,13,15,0,5,0,102
SED30055,0,0,0,0,0,0,0,0,0,0,0,12,9,45,23,14,0,4,0,106,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,9,8,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,14,0,0,0,4,6,9,3,0,0,32,0,3,11,32,10,18,22,13,4,113,112,296,267,834,532,540,329,153,34,3093,1552,3499,2941,6370,3538,3806,2868,1222,260,26053,0,0,0,0,0,0,0,0,0,0,1392,3013,2252,4887,2640,2771,1892,814,242,19903,0,0,0,9,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,9,0,0,0,23
