SED_CODE_2021,R_1_74_LT_Real_estate_agent,R_1_74_LT_Ste_terr_hsg_auth,R_1_74_LT_com_hou_pro,R_1_74_LT_Psn_not_Sme_hhd,R_1_74_LT_Other_Lld_type,R_1_74_LT_Lld_type_ns,R_1_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_com_hou_pro,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_com_hou_pro,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_com_hou_pro,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_com_hou_pro,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_com_hou_pro,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_com_hou_pro,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_com_hou_pro,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_com_hou_pro,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_com_hou_pro,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_com_hou_pro,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_com_hou_pro,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_com_hou_pro,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_ovr_LT_com_hou_pro,R_950_over_LT_Psn_not_Sme_hhd,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_com_hou_pro,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_com_hou_pro,Tot_LT_Psn_not_Sme_hhd,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
SED30016,5,33,0,5,9,0,53,0,50,0,0,0,0,56,10,231,3,24,6,0,269,23,67,6,26,26,0,150,13,27,22,43,6,0,110,42,23,11,62,16,0,158,393,20,9,213,28,0,660,1426,14,6,387,53,6,1891,1717,6,5,233,27,0,1992,486,0,0,56,4,0,546,137,0,0,26,0,0,161,55,0,0,11,0,0,67,22,0,0,0,0,0,24,20,0,0,7,0,0,32,66,28,7,53,8,13,178,4432,482,70,1143,180,24,6341
SED30017,0,48,0,4,0,0,55,0,44,4,0,0,0,52,6,272,16,8,6,0,302,8,145,40,31,6,3,229,9,54,14,33,4,0,108,52,40,18,70,24,0,208,258,22,18,134,20,4,455,1212,22,12,311,73,4,1634,827,3,0,133,20,3,989,194,0,0,34,0,0,230,43,0,0,11,0,0,54,9,0,0,0,0,0,12,3,0,0,4,0,0,4,6,0,0,0,0,0,3,53,44,8,34,11,3,155,2677,703,127,801,156,27,4498
SED30018,0,26,0,0,0,0,32,0,35,0,0,0,0,34,0,180,4,8,0,4,196,4,95,8,19,0,0,133,12,38,0,17,8,0,72,15,30,6,30,0,0,80,78,17,9,72,7,3,179,977,28,4,218,66,5,1292,1020,0,0,142,37,0,1193,544,0,0,49,9,0,605,221,0,0,19,0,0,237,98,0,0,8,3,0,114,44,0,0,3,0,0,42,47,0,0,6,0,0,55,38,29,0,32,8,4,114,3093,473,29,627,136,11,4373
SED30019,5,37,0,10,0,0,55,0,43,7,5,0,0,52,20,235,17,33,3,0,306,56,69,39,64,8,0,227,78,27,27,68,12,0,219,402,12,14,135,10,0,572,1787,29,16,393,30,6,2253,3424,9,0,442,78,3,3966,1681,4,0,227,48,0,1962,721,0,0,130,18,3,877,337,0,0,58,5,0,393,179,0,0,39,3,0,224,130,0,0,10,0,0,142,183,0,0,40,0,5,233,103,43,5,63,20,23,252,9108,503,123,1716,242,47,11730
SED30020,0,4,0,15,24,0,46,0,3,0,8,17,0,22,16,32,0,77,31,0,152,77,24,14,105,20,0,252,143,17,6,147,23,0,336,448,6,0,205,39,8,714,857,5,0,253,14,3,1132,659,0,0,128,16,4,804,128,0,0,37,10,0,175,44,0,0,12,4,0,58,6,0,0,0,0,0,9,6,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,3,0,0,13,40,11,3,65,43,12,171,2431,103,34,1052,231,31,3884
SED30021,9,271,102,18,388,5,789,0,217,94,10,55,8,399,11,1027,228,54,102,19,1445,28,653,237,113,89,18,1133,68,81,25,112,31,6,316,205,121,47,169,52,9,601,474,96,21,245,54,9,892,485,36,5,180,45,4,758,194,6,6,64,42,3,317,132,7,0,30,20,0,182,92,0,0,12,22,0,125,50,0,0,6,16,0,70,19,0,0,0,0,0,27,7,0,0,8,6,0,20,29,131,44,79,182,27,495,1803,2661,805,1107,1099,96,7567
SED30022,9,3,0,6,0,0,15,0,0,0,0,0,0,3,5,13,3,16,8,0,49,11,10,9,28,13,0,67,22,7,3,37,12,0,79,32,21,18,42,19,0,130,277,49,37,72,32,0,477,3944,20,17,292,78,8,4360,4290,0,0,210,28,3,4532,570,0,0,70,7,0,650,151,0,3,24,0,0,175,74,0,0,14,0,0,91,22,0,0,7,0,0,36,45,0,0,9,0,0,60,174,10,5,58,23,19,290,9634,132,106,878,215,33,11006
SED30023,0,15,4,6,0,0,28,0,18,0,4,0,0,23,17,81,10,23,6,3,136,41,17,10,41,4,0,117,46,9,8,52,6,0,126,235,16,26,64,22,0,366,510,8,7,142,15,0,677,1143,3,4,275,31,5,1465,1140,5,3,228,21,4,1394,728,0,0,121,5,0,851,376,0,0,51,0,0,430,198,0,0,38,0,0,237,117,0,0,23,0,0,142,136,0,0,28,3,0,169,57,15,8,53,10,11,148,4744,199,82,1146,121,18,6305
SED30024,0,24,0,9,0,0,35,0,28,0,3,0,0,26,0,149,4,21,0,0,181,6,58,4,35,3,0,111,8,21,9,50,0,5,92,51,17,4,67,13,0,143,202,14,0,140,6,0,365,689,4,0,316,76,4,1091,677,0,0,236,89,3,1004,493,0,0,119,23,5,645,264,0,0,57,9,0,332,116,0,0,40,10,0,162,56,0,0,13,0,0,66,57,0,0,10,4,0,80,48,39,0,68,14,9,176,2668,358,22,1182,255,27,4511
SED30025,3,35,0,5,0,0,42,0,28,0,0,0,0,30,0,161,3,12,3,0,187,17,50,9,31,4,0,106,16,22,0,34,12,0,90,48,31,7,42,204,0,328,258,10,3,147,45,0,468,1219,3,0,247,59,0,1537,1168,10,0,132,35,0,1349,465,0,0,49,11,0,527,122,0,0,14,0,0,141,29,0,0,4,0,0,33,13,0,0,0,0,0,13,3,0,0,0,0,0,3,38,31,11,50,12,12,139,3400,385,35,759,400,19,4999
SED30026,4,38,0,3,0,0,42,0,35,0,0,0,0,45,8,211,9,13,12,0,259,18,131,46,39,10,4,243,14,63,10,30,5,0,126,52,78,18,24,295,0,468,279,37,6,110,171,0,616,1224,20,5,219,89,3,1558,983,13,0,118,12,0,1129,390,0,0,43,3,0,430,118,0,0,18,5,0,140,67,0,0,7,0,0,78,15,0,0,0,0,0,15,24,0,0,6,0,0,30,39,42,9,27,16,7,141,3246,670,104,657,629,12,5322
SED30027,3,26,0,0,4,0,36,0,21,8,5,3,0,34,0,145,11,12,18,0,187,7,88,24,25,23,5,165,7,41,38,16,68,4,178,30,31,13,42,47,3,170,157,28,17,134,143,4,475,865,12,6,293,223,4,1400,895,0,3,190,91,0,1172,402,0,0,62,6,0,475,129,0,0,16,3,0,151,46,0,0,14,0,0,57,17,0,0,0,0,0,27,18,0,0,7,0,0,30,43,31,6,41,29,13,170,2621,435,126,852,650,36,4737
SED30028,8,82,8,8,12,4,112,5,53,10,7,7,0,82,89,234,19,60,44,4,452,501,147,60,143,34,9,890,392,47,43,176,36,3,691,780,33,27,211,36,0,1076,1519,10,11,193,20,0,1751,1099,0,5,100,21,0,1222,166,0,0,22,5,0,193,38,0,0,9,0,0,48,15,0,0,3,0,0,20,5,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,4,0,0,3,103,33,6,55,24,17,232,4711,645,179,981,233,39,6785
SED30029,0,8,0,6,10,0,20,0,0,0,8,0,0,8,5,12,0,26,13,0,52,5,6,0,61,12,0,86,7,5,0,71,7,0,92,31,0,0,100,12,0,154,205,7,0,201,15,3,423,518,9,0,243,22,0,782,253,0,0,98,0,0,356,131,0,0,35,5,0,169,46,0,0,12,0,0,63,16,0,0,0,0,0,20,3,0,0,0,0,0,8,0,0,0,5,0,0,11,16,4,3,56,17,16,107,1246,43,3,927,114,15,2351
SED30030,3,78,7,0,0,0,88,0,90,6,0,0,0,108,19,425,9,21,7,0,483,52,124,18,64,6,0,259,51,45,13,44,6,0,161,222,28,13,94,9,0,359,1184,32,5,250,18,3,1490,2462,24,4,431,41,3,2972,1450,9,6,211,21,0,1697,569,0,0,69,3,0,642,229,0,0,33,0,0,264,122,0,0,11,0,0,132,61,0,0,8,0,0,67,73,0,0,13,0,0,83,50,43,7,48,12,17,175,6546,896,72,1307,129,23,8978
SED30031,13,109,13,15,522,0,681,17,112,12,18,111,0,274,58,248,36,109,152,4,602,152,120,29,137,118,5,572,162,21,11,138,46,0,388,405,34,21,125,35,0,627,543,13,0,148,37,0,744,611,5,0,109,14,0,742,150,0,0,31,16,0,197,30,0,0,6,0,0,40,3,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,8,59,36,4,85,219,6,405,2209,698,131,931,1288,26,5285
SED30032,3,12,5,15,3,0,35,4,25,4,7,4,0,37,9,94,15,64,15,3,192,52,67,32,136,36,5,321,154,28,14,166,19,0,376,425,25,15,298,33,4,800,1013,4,12,374,42,5,1451,684,0,9,181,15,0,891,100,0,0,29,6,0,131,15,0,0,11,0,0,20,0,0,0,7,0,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,45,11,4,68,22,13,166,2506,258,99,1354,201,36,4450
SED30033,4,28,0,3,11,0,48,0,29,0,3,4,0,40,16,171,20,19,16,9,250,30,131,32,62,43,0,292,68,28,7,79,73,3,260,364,44,25,202,44,4,681,1279,30,12,441,72,9,1847,1776,6,7,324,93,9,2217,262,0,0,42,6,0,312,59,0,0,12,5,0,72,15,0,0,6,3,0,24,3,0,0,3,0,0,8,3,0,0,0,0,0,7,4,0,0,3,0,0,10,52,35,13,53,36,15,204,3943,506,130,1251,399,42,6273
SED30034,11,32,3,23,49,0,121,0,38,4,19,20,0,81,24,110,24,101,47,6,311,157,111,84,230,60,11,655,222,50,24,274,48,11,620,633,56,45,459,100,8,1295,793,16,3,499,75,3,1394,501,6,0,200,31,0,742,82,0,0,28,9,0,118,3,0,0,8,5,0,19,7,0,0,3,7,0,23,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,0,0,3,0,13,42,32,8,93,52,26,248,2482,448,195,1943,504,63,5638
SED30035,0,4,0,17,37,0,62,0,11,3,7,5,0,37,38,34,15,76,19,0,184,131,53,71,139,27,9,419,141,16,6,119,23,0,310,379,67,16,145,264,5,881,652,19,8,195,57,0,922,1428,0,0,198,13,3,1642,207,6,0,34,10,0,257,44,0,0,7,0,0,47,12,0,0,0,3,0,20,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,58,20,8,46,31,10,172,3093,230,134,990,487,27,4964
SED30036,6,77,3,8,0,0,94,0,111,0,4,0,0,116,11,519,20,32,20,7,611,31,390,21,53,29,4,529,16,154,9,43,32,4,261,62,153,20,92,68,5,392,980,139,32,356,213,10,1728,2966,31,14,411,341,12,3774,618,4,0,68,22,5,715,67,0,0,14,4,0,86,21,0,0,9,0,0,26,8,0,0,0,0,0,10,5,0,0,0,0,0,3,4,0,0,4,0,0,9,86,141,9,73,28,23,365,4888,1730,131,1165,751,74,8737
SED30037,10,31,4,7,11,0,60,4,48,0,5,0,0,56,26,217,19,43,11,4,310,49,86,29,71,11,5,245,116,34,25,80,13,0,276,721,77,44,221,286,6,1361,2116,33,27,435,131,6,2750,1532,6,3,135,23,3,1711,133,5,0,21,5,0,166,32,0,0,7,0,0,43,3,0,0,0,0,0,9,8,0,0,0,0,0,8,3,0,0,0,0,0,4,5,0,0,0,0,0,9,76,56,12,53,26,14,232,4827,601,167,1079,515,39,7239
SED30038,5,22,0,3,3,0,36,0,36,0,3,6,0,49,12,138,4,20,17,0,200,21,113,20,41,16,0,221,119,33,16,74,15,6,272,769,88,30,192,231,3,1308,1928,27,22,279,69,7,2332,1354,0,3,158,27,0,1549,137,0,5,30,4,0,172,45,0,0,4,0,0,56,15,0,0,3,0,0,22,4,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,7,73,37,13,52,22,17,203,4501,505,109,863,401,40,6421
SED30039,7,10,0,3,0,0,12,0,12,0,0,0,0,14,5,43,3,16,7,0,73,15,40,6,21,18,4,97,21,17,0,20,29,0,83,58,35,4,32,110,0,250,539,40,10,130,69,5,793,3118,12,8,227,79,0,3445,1090,0,5,70,11,0,1179,241,0,0,24,0,0,269,75,0,0,10,0,0,91,22,0,0,0,0,0,21,3,0,0,4,0,0,6,9,0,0,3,0,0,11,82,17,3,36,17,12,165,5294,226,33,599,337,26,6519
SED30040,7,6,0,4,0,0,22,0,23,0,4,6,0,32,6,97,9,9,0,0,132,13,55,11,37,13,4,136,12,40,8,26,12,0,95,22,35,4,51,26,0,143,203,42,30,147,26,3,453,967,17,6,296,48,3,1345,1519,0,0,238,35,0,1800,709,0,0,90,5,7,808,274,0,0,40,5,0,316,119,0,0,21,0,0,140,44,0,0,5,0,0,47,48,0,0,11,4,0,61,62,21,6,43,14,6,152,4002,334,77,1026,202,37,5687
SED30041,3,29,0,5,4,0,46,0,45,6,9,4,0,61,12,115,16,40,14,5,202,48,88,40,79,31,8,293,83,46,14,112,8,3,276,352,39,14,170,27,0,601,683,22,3,285,46,5,1055,1165,13,6,217,19,0,1410,459,0,0,73,0,0,533,117,0,0,16,0,0,138,26,0,0,3,0,0,33,5,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,45,31,8,52,22,6,158,3010,428,105,1063,188,29,4824
SED30042,5,29,0,5,0,0,42,0,33,0,0,4,0,42,5,158,8,21,3,0,189,21,84,0,30,12,0,144,13,29,5,27,0,0,73,129,26,11,58,37,3,265,931,39,15,191,43,3,1212,2337,13,0,291,74,3,2720,593,0,0,59,11,0,658,115,0,0,16,3,0,129,37,0,0,6,0,0,45,13,0,0,0,0,0,16,5,0,0,0,0,0,3,8,0,0,0,0,0,11,64,22,4,44,17,11,161,4264,439,35,751,202,25,5713
SED30043,3,11,0,4,3,3,19,5,6,0,3,6,0,21,32,47,8,66,33,8,184,41,16,19,72,18,4,167,85,14,3,117,18,0,240,338,16,11,187,55,8,606,1278,10,0,310,30,5,1636,687,3,0,150,10,3,852,138,0,0,42,3,0,185,37,0,0,9,5,0,47,10,0,0,5,0,0,17,0,0,0,8,0,0,10,7,0,0,0,0,0,3,3,0,0,4,0,0,5,46,8,3,85,21,13,180,2696,131,46,1057,191,37,4166
SED30044,4,8,0,5,0,0,21,0,16,0,3,0,0,18,5,40,5,16,9,0,75,14,33,8,30,21,0,109,8,16,4,25,7,0,65,63,15,10,38,103,3,229,1090,24,3,172,54,7,1350,3083,7,0,275,39,5,3420,442,0,0,88,9,0,536,183,0,0,37,0,0,230,77,0,0,14,0,0,89,20,0,0,4,0,0,30,7,0,0,3,0,0,17,9,0,0,5,0,0,16,117,11,0,64,31,13,235,5139,169,34,786,275,37,6445
SED30045,3,50,0,0,0,0,54,0,85,3,3,0,0,94,8,303,15,17,3,4,347,18,144,6,34,9,4,216,25,55,12,49,9,0,147,116,40,9,69,6,3,245,337,37,26,142,28,0,567,1547,20,21,312,187,11,2098,1122,7,0,143,28,0,1301,432,0,0,46,6,0,488,193,0,0,15,0,0,207,65,0,0,5,0,0,75,23,0,0,0,0,0,26,20,0,0,3,0,0,26,70,55,6,37,13,14,202,3986,790,95,886,294,40,6088
SED30046,10,43,4,0,0,0,63,0,70,8,3,0,0,81,9,256,0,16,5,5,292,27,129,22,34,45,3,259,68,56,11,43,14,3,191,446,42,14,92,12,0,602,1806,30,21,260,97,9,2232,2780,7,10,336,69,9,3209,417,0,0,81,9,0,517,101,0,0,20,0,0,119,41,0,0,9,4,0,52,14,0,0,0,0,0,21,4,0,0,0,0,0,4,7,0,0,3,4,0,17,101,53,6,46,16,21,243,5843,691,88,955,283,47,7906
SED30047,5,94,0,11,5,0,111,0,95,8,10,0,0,113,19,337,19,42,21,0,436,102,209,45,114,38,7,522,165,64,27,153,25,8,443,515,78,31,255,31,10,914,1031,35,29,392,60,4,1550,1471,8,27,375,50,7,1942,596,6,3,96,16,0,708,135,0,0,26,4,0,163,51,0,0,12,0,0,64,14,0,0,4,0,0,18,0,0,0,0,0,0,3,6,0,0,5,0,0,6,65,97,12,77,17,21,295,4172,1038,193,1562,262,60,7286
SED30048,3,13,0,7,0,0,21,0,9,0,6,0,0,19,41,65,4,37,7,0,154,105,9,9,129,8,4,267,71,3,3,114,4,0,197,206,0,3,135,11,0,351,1203,8,14,281,23,6,1525,3092,5,8,474,68,3,3655,1937,5,0,348,54,4,2349,882,9,0,154,27,0,1064,371,0,0,69,8,0,441,198,0,0,36,3,0,234,127,0,0,14,3,0,145,165,0,0,52,0,0,216,77,8,4,65,15,11,179,8474,139,50,1908,233,25,10828
SED30049,0,47,0,0,3,0,57,6,45,4,3,0,0,59,21,266,16,32,0,3,341,15,169,41,35,16,4,279,44,52,14,39,12,0,162,57,56,13,57,14,0,199,219,22,16,108,15,0,378,1660,20,15,356,127,7,2176,1173,7,3,153,64,3,1405,529,0,4,61,12,3,605,229,0,0,22,4,0,258,97,0,0,8,3,0,112,29,0,0,10,0,0,36,24,0,0,6,0,0,31,49,49,4,51,16,14,186,4163,730,135,947,268,30,6280
SED30050,0,39,0,7,0,0,46,0,63,4,4,0,0,72,7,295,6,13,5,0,327,13,98,24,46,9,3,197,33,30,4,62,3,0,137,119,20,17,114,21,5,293,610,15,12,273,26,4,949,1764,9,3,446,73,5,2296,1340,0,4,287,79,4,1716,707,0,0,113,15,0,842,247,0,0,60,5,0,305,108,0,0,25,0,0,141,62,0,0,17,0,0,78,56,0,0,22,3,0,82,67,60,0,61,20,15,222,5148,630,77,1553,255,41,7704
SED30051,4,32,0,7,6,0,51,0,31,7,6,0,0,50,10,166,16,54,15,3,268,92,64,28,119,43,7,351,182,26,13,188,38,11,452,522,37,11,352,44,14,973,789,9,9,321,24,5,1165,523,12,5,136,5,0,672,113,0,0,10,0,0,131,20,0,0,3,0,0,26,8,0,0,7,0,0,13,0,0,0,3,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,30,42,12,52,20,15,165,2297,412,103,1257,195,45,4313
SED30052,7,46,0,5,4,0,69,0,58,0,6,0,0,60,28,257,53,36,11,0,384,133,77,92,94,14,4,407,133,80,154,90,26,0,478,539,68,114,167,36,3,916,1597,42,52,323,50,3,2068,6077,9,23,774,235,19,7141,4421,4,18,627,201,5,5279,1906,3,0,307,88,4,2310,788,0,4,141,30,0,972,335,0,0,68,12,0,419,174,0,3,44,6,0,228,305,0,0,78,13,0,395,161,33,10,106,32,37,378,16596,674,514,2866,762,84,21503
SED30053,8,8,3,0,0,0,19,0,19,0,0,0,0,22,9,90,3,20,0,0,119,19,13,7,43,7,0,87,17,3,3,49,7,0,81,108,6,4,106,49,3,278,217,6,0,118,50,5,393,1174,0,12,339,125,9,1656,1430,0,3,323,176,3,1946,933,0,4,170,57,3,1163,519,0,0,71,36,0,634,294,0,0,33,7,0,331,159,0,0,21,3,0,185,164,0,0,40,4,0,207,92,14,0,74,21,13,209,5128,160,49,1402,543,32,7317
SED30054,0,58,0,0,0,0,66,0,72,0,4,0,0,77,15,289,9,26,0,0,346,40,81,56,63,3,3,251,39,20,14,46,0,0,114,197,20,10,83,7,0,329,825,22,16,224,22,4,1106,1446,8,5,265,19,6,1749,984,0,0,177,26,0,1182,435,0,0,69,0,0,500,179,0,0,42,0,0,221,117,0,0,18,5,0,132,52,0,0,13,4,0,70,86,0,0,15,0,0,99,46,50,3,52,14,8,177,4464,619,128,1094,105,18,6424
SED30055,4,5,0,12,36,0,60,3,4,0,13,11,0,32,19,20,10,73,12,0,134,66,28,9,132,43,4,276,74,12,0,134,21,3,251,136,8,3,145,23,4,316,258,10,16,216,24,4,524,524,0,0,171,19,6,724,312,4,0,68,4,0,396,56,0,0,18,0,0,70,4,0,0,0,0,0,10,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,0,0,89,41,6,170,1484,82,41,1092,245,26,2965
SED30056,3,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,15,9,0,5,24,4,3,45,12,0,5,23,9,0,43,21,0,0,32,7,0,57,40,0,4,63,0,0,110,361,0,4,95,12,0,474,462,0,0,90,6,3,563,296,0,0,48,0,0,344,181,0,0,28,0,0,205,109,0,0,13,0,0,123,43,0,0,5,4,0,48,54,0,0,3,0,0,62,32,0,0,29,6,5,79,1618,4,17,481,43,16,2183
SED30057,6,35,0,6,0,0,48,0,59,3,8,4,0,74,28,253,19,39,20,0,353,27,159,28,33,14,0,269,83,68,33,59,16,4,268,477,70,52,137,91,14,835,2572,39,18,368,93,8,3093,2771,7,12,219,44,6,3052,169,0,0,38,3,0,217,60,0,0,19,3,0,80,35,0,0,13,0,0,42,9,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,7,129,63,10,40,18,15,272,6368,753,176,972,300,50,8617
SED30058,0,14,0,5,0,0,20,0,16,5,0,0,0,19,4,106,6,15,4,0,133,17,22,10,29,4,0,87,7,22,3,36,0,0,68,57,16,4,54,9,5,139,302,14,9,122,14,0,464,1416,5,6,270,84,4,1785,788,3,0,106,21,0,918,305,0,0,57,5,0,362,131,0,0,16,0,0,152,50,0,0,5,4,0,58,10,0,0,0,0,0,10,17,0,0,4,4,0,29,45,26,0,46,11,8,138,3151,234,48,766,163,24,4388
SED30059,0,6,0,4,8,0,21,0,7,0,0,0,0,9,0,36,0,12,9,0,56,9,26,0,26,19,0,74,7,9,0,40,21,0,76,15,11,0,54,14,0,91,29,3,4,91,10,0,138,446,6,16,268,177,0,908,993,0,8,284,224,5,1516,841,0,0,123,79,0,1045,264,0,0,52,29,0,344,117,0,0,23,6,0,144,46,0,0,6,0,0,58,61,0,0,9,3,0,72,46,13,6,70,24,9,162,2870,122,40,1057,615,24,4727
SED30060,4,20,23,10,8,0,62,3,41,40,12,0,0,87,7,165,97,38,9,3,321,35,152,191,74,27,0,478,87,50,20,98,41,5,299,325,57,30,173,97,0,685,512,41,19,283,48,6,907,1664,18,3,363,59,4,2115,460,0,0,51,11,0,526,87,0,0,15,3,0,102,18,0,0,6,0,0,21,7,0,0,0,0,0,8,3,0,0,0,0,0,3,4,0,0,6,0,0,7,40,38,10,58,11,9,177,3248,594,435,1179,316,30,5801
SED30061,3,53,5,3,3,0,68,5,44,0,8,0,0,61,27,230,19,62,45,0,380,93,165,19,109,3,0,387,104,56,6,139,22,3,333,460,56,11,235,131,5,888,1232,34,5,388,145,8,1813,1467,12,16,227,113,9,1841,401,5,3,60,3,3,473,94,0,0,22,3,0,122,25,0,0,6,0,0,37,9,0,0,0,0,0,11,4,0,0,15,0,0,16,7,0,0,8,0,0,15,57,51,11,43,30,9,198,3986,707,85,1322,513,33,6641
SED30062,7,34,0,4,0,0,52,3,46,3,0,0,0,54,9,155,10,26,16,0,208,21,109,4,34,39,0,199,20,57,18,38,9,0,142,254,58,27,93,94,0,519,1550,59,49,254,163,14,2087,4436,20,12,444,444,13,5370,1047,0,0,65,8,0,1132,156,0,3,18,9,0,177,49,0,0,4,3,0,59,10,0,0,0,0,0,9,3,0,0,0,0,0,5,6,0,0,0,0,0,15,113,21,5,39,20,18,226,7681,556,136,1021,797,54,10240
SED30063,11,36,3,27,50,0,127,0,85,10,11,35,0,138,51,238,57,122,44,3,518,232,71,26,192,36,5,562,277,18,9,239,18,4,568,746,11,5,279,38,14,1087,742,5,8,221,26,3,1003,341,0,4,76,8,0,432,34,0,0,17,0,0,55,9,0,0,5,5,0,18,0,0,0,3,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,4,4,0,0,5,4,0,14,37,10,7,88,55,12,222,2493,480,120,1284,335,38,4752
SED30064,3,9,4,11,5,0,32,0,28,9,0,0,0,40,5,124,15,26,3,0,179,19,66,37,46,28,4,198,30,29,7,66,39,5,183,178,31,19,122,82,6,437,353,24,12,201,66,7,657,844,10,3,310,52,3,1224,659,4,4,133,8,0,812,197,0,0,44,3,0,246,53,0,0,18,0,0,70,16,0,0,4,0,0,22,7,0,0,3,0,0,11,8,0,0,3,0,0,11,51,35,3,62,12,7,170,2428,354,113,1050,308,40,4291
SED30065,4,19,0,11,0,0,31,0,24,0,6,0,0,28,4,85,0,15,3,0,105,8,46,3,29,26,4,115,3,15,4,47,18,0,91,33,6,0,58,18,3,125,166,8,7,118,22,0,318,567,8,3,225,23,4,833,1089,8,0,202,15,0,1308,702,0,0,85,12,0,804,253,0,0,26,3,0,288,100,0,0,12,0,0,111,50,0,0,13,0,0,66,43,0,0,8,0,0,52,61,11,5,39,18,8,142,3075,229,22,895,172,26,4414
