SED_CODE_2021,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_North_Macedonia_0_4,F_North_Macedonia_5_14,F_North_Macedonia_15_24,F_North_Macedonia_25_44,F_North_Macedonia_45_54,F_North_Macedonia_55_64,F_North_Macedonia_65_74,F_North_Macedonia_75_84,F_North_Macedonia_85ov,F_North_Macedonia_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Samoa_0_4,F_Samoa_5_14,F_Samoa_15_24,F_Samoa_25_44,F_Samoa_45_54,F_Samoa_55_64,F_Samoa_65_74,F_Samoa_75_84,F_Samoa_85ov,F_Samoa_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
SED30037,0,0,0,0,0,0,9,3,0,10,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,14,0,0,0,0,3,14,16,16,4,56,5,59,99,265,177,112,63,25,8,825,0,0,0,0,0,0,0,0,0,0,0,3,6,6,0,0,0,0,0,16,0,0,9,12,24,9,4,6,0,59,0,15,29,120,58,39,28,5,5,298,0,0,0,0,3,0,0,3,0,12,0,7,18,28,20,10,6,5,0,102,0,0,0,8,7,22,18,14,3,77,0,3,0,4,5,0,0,0,0,17,0,8,12,35,9,12,3,0,0,84,0,0,0,13,5,4,0,3,0,21,0,0,0,18,3,5,0,0,0,24,0,3,4,29,8,9,4,3,0,60,0,0,0,0,0,0,0,0,0,0,0,3,6,23,5,3,10,0,0,59
SED30038,0,0,0,3,0,0,0,4,0,12,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,5,9,8,20,15,0,69,0,41,63,224,167,123,82,31,4,738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,17,8,5,3,3,53,0,8,18,77,51,33,29,8,0,220,0,0,3,3,0,3,0,0,3,13,0,0,0,15,10,12,7,0,0,39,0,0,5,9,14,36,24,22,0,112,0,0,0,5,3,10,0,0,0,21,0,3,14,53,31,24,7,9,0,143,0,0,0,7,4,4,4,0,0,12,0,0,0,8,0,3,0,0,0,14,0,7,5,21,19,4,3,0,0,53,0,0,0,0,3,0,0,0,0,7,0,7,5,24,8,8,9,3,0,63
SED30039,0,0,0,0,0,10,7,0,0,8,0,0,0,5,0,4,0,0,0,9,0,0,0,4,0,0,0,0,0,9,0,0,13,100,3,8,0,0,0,129,0,0,7,10,14,17,26,9,0,82,22,249,325,856,412,223,102,25,4,2222,0,0,0,6,4,0,0,0,0,6,0,12,5,35,8,0,0,0,0,60,0,0,10,25,26,9,7,3,0,83,3,30,60,245,135,71,33,8,0,586,0,0,0,27,8,9,7,3,5,60,0,5,28,59,46,40,16,16,0,206,0,9,7,44,32,35,28,7,3,167,0,5,12,9,11,11,5,0,0,65,0,24,39,157,97,48,18,12,0,390,0,7,12,72,22,16,9,0,0,136,0,0,3,38,12,5,3,0,0,62,0,3,12,72,16,6,3,5,0,109,0,0,0,3,3,0,0,0,0,12,6,19,7,40,24,7,7,0,0,114
SED30040,0,0,0,0,0,6,7,3,0,23,0,0,0,4,0,4,0,0,4,9,0,0,0,0,4,0,0,0,0,4,0,0,6,17,0,0,0,0,0,27,0,5,4,17,9,11,30,24,17,113,6,44,75,287,228,238,191,112,36,1219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,20,16,12,7,0,0,58,0,10,9,81,35,36,10,0,3,195,0,0,0,19,6,4,10,7,5,50,0,0,0,0,0,0,0,0,0,0,0,4,5,28,19,38,43,30,16,190,0,0,0,9,5,0,0,0,0,24,0,15,34,101,76,48,24,13,10,319,0,3,0,11,0,0,0,0,0,16,0,3,4,19,6,0,0,0,0,26,0,0,8,25,23,11,0,3,0,67,0,0,0,5,0,0,0,0,0,4,3,5,8,48,15,16,17,13,0,127
SED30041,0,0,0,0,0,0,4,4,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,3,0,0,8,43,4,4,0,0,0,57,0,0,0,4,0,5,17,4,9,38,3,23,30,137,132,115,92,28,11,570,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,12,0,0,4,10,14,13,5,0,0,54,3,30,42,141,69,41,21,5,0,368,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,13,5,24,16,17,0,73,0,0,0,0,5,6,0,0,0,12,5,18,19,59,44,33,14,6,0,203,3,0,6,19,9,0,0,0,0,42,0,5,0,9,0,0,0,0,0,10,0,0,9,25,12,9,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,3,4,14,5,19,9,4,0,61
SED30042,0,0,0,0,0,0,10,4,0,12,0,0,0,0,4,3,6,0,0,18,0,0,0,6,0,0,0,0,0,7,0,0,3,12,0,3,0,0,0,21,0,0,0,6,12,18,15,11,7,67,8,88,148,453,273,227,110,41,14,1366,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,31,25,24,13,0,0,111,4,14,33,141,71,52,30,13,4,361,0,0,0,13,0,4,3,0,0,23,0,0,0,14,8,12,6,0,0,46,0,7,5,27,25,32,20,16,3,136,0,0,3,7,9,3,6,4,0,31,0,18,58,117,79,36,24,8,6,351,0,0,4,10,6,6,0,0,4,32,0,4,0,34,3,3,0,0,0,47,0,9,3,31,18,6,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,3,10,32,10,14,14,8,0,87
SED30043,0,0,0,0,0,0,3,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,0,0,0,22,0,0,0,3,0,0,0,0,0,3,0,0,0,12,3,12,30,24,3,86,3,18,31,152,169,148,97,24,7,653,0,0,0,0,0,0,0,0,0,7,0,4,0,7,0,0,0,0,0,11,0,3,18,30,35,18,6,0,0,111,0,7,17,67,41,39,28,4,4,204,0,0,0,5,0,0,0,3,0,9,0,0,0,4,0,0,0,0,0,8,0,3,3,6,6,24,19,10,5,84,0,0,15,3,6,0,0,0,0,25,0,10,12,38,22,14,9,9,4,112,0,3,0,9,0,0,0,0,0,12,0,0,13,204,3,0,0,0,0,220,0,6,0,21,12,3,0,0,0,45,0,0,0,0,5,3,0,0,0,6,0,3,5,23,9,14,10,4,0,73
SED30044,0,0,0,3,0,5,6,9,4,22,0,0,0,7,4,0,3,4,0,17,0,0,0,6,0,0,0,0,0,17,0,0,0,5,0,0,0,0,0,8,0,0,0,12,8,12,33,25,10,100,27,157,236,721,344,305,172,69,10,2047,0,0,0,0,0,4,0,0,0,6,0,10,17,43,9,8,9,4,0,101,0,4,5,22,24,20,9,0,0,86,0,14,33,154,67,52,29,15,0,373,0,0,0,11,3,9,0,3,0,22,0,0,12,55,30,29,10,3,0,147,0,0,7,14,14,42,38,23,5,145,0,0,6,5,14,10,4,0,0,40,0,4,24,88,34,43,13,5,3,203,0,3,0,12,3,3,5,0,0,35,0,5,0,61,14,24,19,9,3,132,0,8,6,79,10,5,0,0,0,114,0,0,0,0,0,0,0,0,0,11,0,3,7,22,0,6,15,3,0,53
SED30045,0,0,0,0,0,3,0,0,0,11,0,0,0,3,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,10,0,0,0,0,0,14,0,3,4,8,12,10,18,10,3,60,10,78,126,492,348,253,151,45,15,1524,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,5,0,0,12,0,0,0,24,31,15,10,0,0,86,0,16,44,146,76,76,39,9,4,414,0,0,0,17,5,5,9,6,3,39,0,0,0,5,0,8,0,0,0,14,0,6,7,34,36,24,34,23,11,171,0,5,5,11,6,9,5,0,0,33,0,21,26,123,65,42,20,11,5,317,0,7,3,19,14,9,8,3,0,69,0,0,0,24,0,0,0,0,0,30,0,8,11,47,36,12,3,0,0,106,0,0,0,0,0,0,0,0,0,0,4,0,10,36,18,14,4,0,0,90
SED30046,0,0,0,0,0,0,10,0,0,15,0,0,0,0,0,3,3,3,0,13,0,0,4,11,0,3,0,0,0,19,0,0,0,7,0,0,0,0,0,9,0,0,0,9,7,10,34,23,3,91,12,156,269,810,422,343,222,94,13,2338,0,0,0,3,0,0,6,0,0,10,0,5,7,16,0,0,0,0,0,28,0,5,3,32,32,17,15,8,3,109,3,33,42,197,107,87,40,16,5,533,0,0,0,18,7,10,16,6,0,60,0,3,0,20,15,12,21,4,3,80,0,0,4,17,28,38,43,21,8,163,0,0,3,9,3,6,4,0,0,27,0,10,18,75,49,31,30,8,4,223,0,0,3,24,4,3,15,3,0,56,0,0,0,47,5,11,4,0,0,77,0,8,8,51,12,9,3,0,0,93,0,5,6,22,10,5,9,0,0,55,0,5,11,33,11,16,9,6,0,88
SED30047,0,0,0,4,0,8,22,27,14,71,0,0,0,0,0,0,0,0,0,7,0,0,0,14,0,0,0,0,0,18,0,6,5,26,0,0,0,0,0,34,0,0,0,0,6,0,19,13,4,55,4,32,60,186,135,112,62,34,7,639,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,11,0,0,8,14,16,10,3,0,0,57,0,65,99,309,142,102,56,8,0,778,0,0,0,5,0,3,4,4,0,18,0,0,0,7,0,0,0,0,0,13,0,0,0,5,12,14,20,8,0,71,0,0,0,6,3,0,0,0,0,12,3,29,38,106,52,40,12,4,0,287,0,9,7,24,6,4,3,0,0,47,0,0,0,12,0,0,0,0,0,14,0,6,11,55,32,18,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,3,6,28,13,8,4,5,0,61
SED30048,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,14,0,0,4,6,0,0,0,0,0,16,0,5,70,109,0,6,3,0,0,183,0,0,3,15,7,5,15,8,0,67,9,31,124,197,127,111,62,31,4,695,0,0,0,0,3,0,0,0,0,8,0,11,4,41,4,5,0,0,0,69,0,5,22,33,19,15,9,6,0,110,0,3,47,128,39,23,20,4,0,261,0,0,0,24,6,13,8,0,0,50,0,0,0,6,4,0,0,0,0,13,0,0,26,28,17,31,26,10,6,142,0,22,60,73,15,8,6,8,0,197,7,20,111,131,92,63,56,9,5,491,5,8,34,96,23,11,11,6,0,201,0,9,32,137,44,23,36,3,0,275,4,7,26,70,31,4,3,0,0,153,0,0,0,13,3,3,0,0,0,28,9,45,94,126,45,30,21,10,0,385
SED30049,0,4,0,0,0,0,4,3,0,4,0,0,0,0,0,0,0,0,0,7,0,7,0,5,6,0,4,0,0,26,0,0,11,35,0,3,0,0,0,50,0,5,4,12,10,3,9,16,0,50,9,74,116,274,159,109,68,35,9,840,0,0,0,3,0,6,4,0,0,15,0,14,20,61,15,5,4,0,0,115,0,5,28,37,46,34,16,16,3,190,0,16,34,164,70,65,34,7,4,399,0,0,0,16,7,8,13,3,0,49,0,0,0,4,0,3,5,0,0,20,0,0,3,11,11,23,15,12,9,91,0,8,19,40,24,11,15,6,0,136,7,27,66,112,97,37,16,18,7,385,3,26,41,110,70,30,31,10,0,325,5,30,48,255,65,42,22,5,0,472,0,6,15,56,19,8,7,0,0,111,0,0,0,12,5,8,0,0,0,24,4,12,28,29,11,13,11,4,0,114
SED30050,0,0,0,0,0,0,12,3,5,20,0,0,0,0,0,5,0,0,0,11,0,0,0,4,0,0,0,0,0,3,0,0,46,101,0,0,0,0,0,145,0,0,3,15,10,9,26,20,12,96,7,36,71,264,197,266,223,105,33,1207,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,4,19,12,9,11,0,0,61,0,20,14,104,31,33,20,5,0,231,0,0,0,16,7,3,3,4,0,32,0,0,0,0,0,0,0,0,0,5,0,0,0,22,17,31,47,24,9,144,0,3,4,7,8,8,0,0,0,33,0,10,26,85,51,49,37,17,7,287,0,0,0,9,3,3,0,0,0,20,0,0,0,30,3,0,0,0,0,40,0,11,0,39,34,5,3,0,0,100,0,0,0,3,0,0,0,0,0,5,0,12,14,59,20,18,24,4,0,148
SED30051,0,0,0,0,0,0,10,4,0,19,0,0,0,0,0,0,0,4,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,11,0,0,0,4,3,21,34,18,8,89,0,25,25,99,111,188,155,65,12,673,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,3,4,17,10,6,0,0,46,4,13,14,88,56,63,51,14,3,300,0,0,0,3,0,0,6,0,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,27,47,35,10,117,0,0,0,5,5,6,5,0,0,11,0,5,6,28,19,21,14,5,3,100,0,0,0,9,0,0,0,0,0,11,0,0,0,6,0,0,0,0,0,12,0,11,9,31,25,14,4,0,0,97,0,0,0,0,0,0,0,0,0,0,3,0,0,17,6,12,17,3,0,63
SED30052,0,0,0,4,0,0,4,3,0,10,0,0,0,3,0,5,0,0,0,12,0,0,8,10,0,0,4,0,0,29,0,0,63,97,0,0,0,0,0,162,0,0,15,25,10,6,15,0,0,64,3,20,136,445,125,126,77,32,5,984,0,0,0,5,3,0,3,0,0,10,0,7,0,35,0,0,0,0,0,46,0,0,34,45,26,25,4,0,0,133,4,16,85,381,50,33,20,8,0,599,0,0,0,38,12,9,4,7,6,74,0,0,0,5,3,5,0,0,0,16,0,6,18,58,27,24,24,12,9,169,0,5,52,80,11,14,16,4,0,179,0,7,38,156,39,16,13,6,5,277,0,4,15,67,7,10,10,0,0,121,0,9,49,212,43,18,14,5,0,356,3,7,59,322,31,12,8,0,0,429,0,0,4,29,4,4,4,4,0,40,9,24,46,183,26,13,6,11,0,324
SED30053,0,0,0,0,0,6,7,12,3,37,0,0,0,6,5,0,0,7,0,21,0,0,0,4,9,0,0,0,0,9,0,0,4,8,0,0,0,0,0,11,0,6,4,12,3,11,24,21,12,88,10,57,152,487,307,275,223,86,31,1636,0,0,0,7,0,6,5,0,0,21,0,0,0,3,0,0,0,0,0,9,0,0,5,4,17,11,3,3,0,53,0,10,25,116,52,63,37,11,0,311,0,0,0,23,12,4,28,6,9,81,0,0,0,4,4,0,0,0,0,9,0,4,0,31,24,32,38,27,13,160,0,6,5,15,9,14,7,0,0,54,0,14,44,133,59,56,36,14,3,367,0,0,19,11,3,6,4,3,0,45,0,6,11,56,22,14,11,5,0,119,0,13,15,71,29,13,8,0,0,150,0,0,0,3,7,0,3,0,0,18,4,15,19,88,19,18,16,0,6,183
SED30054,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,11,0,6,7,41,7,0,0,0,0,58,0,0,3,17,5,11,8,11,0,56,3,18,60,198,138,102,52,36,12,611,0,0,0,4,0,0,0,0,0,7,0,5,3,21,4,6,0,0,0,34,0,4,5,27,27,22,8,0,4,94,0,5,17,109,26,20,20,9,0,203,0,0,0,24,10,6,11,4,0,49,0,0,0,0,0,0,3,0,0,4,0,0,11,24,26,24,19,9,11,117,4,15,7,34,4,12,3,0,0,79,0,5,21,97,38,25,16,3,3,206,0,5,13,41,19,11,12,4,5,99,0,0,6,70,12,13,5,0,0,111,0,4,10,34,11,11,3,3,0,86,0,3,0,0,6,0,0,0,0,15,7,39,22,87,31,19,17,12,0,237
SED30055,0,0,0,0,4,4,25,18,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,9,0,0,0,4,4,8,7,8,0,34,0,3,28,125,88,108,51,12,0,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,8,6,4,0,0,27,4,14,24,106,54,37,24,4,0,267,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,13,11,4,0,37,0,0,0,0,0,3,0,0,0,7,0,5,12,46,15,13,4,0,0,102,0,0,0,3,0,0,0,0,0,5,0,3,0,4,0,0,0,0,0,9,0,6,0,19,15,8,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,5,10,4,0,42
SED30056,0,0,0,0,0,0,0,0,0,4,0,0,4,4,4,0,3,0,0,15,0,0,0,6,0,7,0,0,8,18,0,0,0,9,0,0,0,0,0,8,0,0,0,14,20,16,20,20,8,97,5,38,47,175,132,113,81,48,17,652,0,0,0,5,0,0,0,0,0,9,0,3,0,5,3,0,0,0,0,11,0,0,9,29,37,28,12,7,3,126,0,5,9,71,25,26,15,3,0,164,0,0,0,20,14,11,14,3,5,58,0,0,0,0,0,0,0,0,0,6,0,8,3,14,40,42,26,13,13,166,0,13,8,40,31,21,12,7,0,138,6,79,115,260,231,127,95,35,14,960,0,12,12,32,32,39,39,9,0,175,0,18,3,35,20,17,10,3,0,113,0,0,10,28,19,9,6,0,0,74,0,0,0,3,5,6,0,0,0,11,7,27,33,56,35,40,27,12,0,228
SED30057,0,0,0,0,0,0,3,7,3,13,0,0,0,0,3,3,10,3,0,15,0,0,0,8,0,0,0,0,0,6,0,8,3,8,0,0,0,0,0,18,0,0,0,9,10,16,24,20,9,77,13,84,155,427,260,209,164,69,12,1390,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,6,12,33,18,30,16,6,5,128,6,24,39,189,90,100,76,26,0,547,0,0,0,8,0,0,5,0,0,25,0,4,12,27,26,12,14,8,0,104,0,0,0,8,11,24,30,19,12,107,0,0,0,8,0,6,3,0,0,15,0,6,20,62,33,23,14,3,0,158,0,0,0,12,4,9,0,0,0,22,0,0,20,230,0,0,3,0,0,253,0,4,17,73,37,12,4,3,0,151,0,0,0,0,0,0,0,0,0,3,0,6,14,21,12,20,19,5,0,90
SED30058,0,0,0,3,0,0,7,6,6,18,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,5,3,0,0,14,0,0,3,30,5,0,0,0,0,35,0,0,0,5,4,5,29,20,5,70,7,53,78,270,148,138,82,29,10,814,0,0,0,0,0,3,7,3,0,13,0,3,4,23,0,0,0,0,0,28,0,0,7,22,29,18,21,6,0,115,0,3,27,114,73,50,29,14,0,302,0,0,0,3,4,9,16,8,10,50,0,0,3,12,6,14,7,4,0,45,0,5,12,19,28,27,20,16,20,146,0,13,12,34,12,17,22,4,0,117,0,19,61,135,79,58,44,12,8,419,0,11,17,63,56,72,30,15,6,268,0,5,9,79,17,25,22,0,0,156,0,4,7,63,30,3,0,5,0,106,0,0,0,10,3,0,3,0,0,18,8,18,17,49,20,14,7,3,0,144
SED30059,0,0,0,0,0,3,11,5,0,29,0,0,0,6,3,0,4,4,0,21,0,0,0,3,0,8,0,0,0,7,0,0,5,9,0,0,0,0,0,14,0,6,0,14,5,12,29,25,9,101,7,61,165,499,416,377,252,115,38,1924,0,0,0,3,4,0,0,0,0,11,0,0,0,6,5,0,0,0,0,10,0,0,3,12,15,6,3,0,0,50,0,5,22,100,61,47,18,5,3,260,0,0,0,11,11,11,17,4,3,61,0,0,0,3,0,0,0,0,0,5,0,4,11,25,31,41,37,21,6,180,0,0,6,11,10,12,8,4,0,54,0,29,60,177,139,110,46,23,11,588,0,0,0,14,0,6,7,0,0,37,0,0,0,42,12,8,3,0,0,65,0,4,13,64,30,15,6,0,0,134,0,0,0,0,0,0,0,0,0,4,0,29,18,63,18,13,22,6,0,170
SED30060,0,0,0,0,4,0,3,0,0,12,0,0,0,0,0,0,0,0,3,12,0,0,0,3,0,0,0,0,0,10,0,6,15,15,0,0,0,0,0,38,0,0,0,12,6,11,23,11,0,61,3,31,52,201,149,113,70,37,3,656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,33,53,131,108,57,46,0,0,430,0,29,48,187,103,120,66,7,0,573,0,0,0,0,0,0,7,0,0,14,0,0,3,6,6,9,13,0,0,34,0,0,0,19,18,9,20,12,5,79,0,0,0,3,4,0,7,0,0,11,0,5,0,34,16,9,7,3,0,73,0,5,0,19,3,3,8,5,0,46,0,0,0,24,3,0,0,0,0,29,0,6,24,84,47,15,13,0,0,191,0,0,0,5,0,0,0,0,0,7,0,7,3,30,14,6,10,4,0,74
SED30061,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,8,4,0,0,25,0,0,8,36,0,0,0,0,0,39,0,0,3,3,11,4,11,5,9,45,4,21,54,128,83,105,53,20,13,487,0,0,0,0,0,0,0,0,0,0,0,3,4,12,0,0,0,0,0,28,0,5,38,49,37,18,11,4,0,165,4,14,66,135,84,63,26,8,0,392,0,0,0,3,9,7,0,3,0,20,0,0,0,7,3,0,3,0,0,17,0,3,6,6,10,18,8,10,11,78,0,0,4,9,4,5,0,0,0,22,3,11,39,65,32,17,9,4,3,176,0,10,23,26,13,10,5,3,0,103,0,0,0,9,0,0,0,0,0,12,0,7,12,29,21,11,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,6,18,46,10,12,8,3,0,109
SED30062,0,0,0,0,0,0,5,0,0,12,0,0,0,0,3,5,5,5,0,18,0,0,3,22,10,9,3,0,0,46,0,5,18,106,3,3,0,0,0,134,0,0,0,3,9,12,23,15,4,65,26,215,294,786,363,234,163,57,22,2156,0,0,0,0,0,0,0,0,0,3,0,0,0,15,3,0,0,0,0,19,0,3,16,50,32,26,5,0,0,131,3,45,72,287,152,83,46,4,4,697,0,0,0,15,3,4,8,3,0,36,0,11,25,40,47,31,24,5,0,175,0,3,14,36,29,29,26,24,16,187,0,3,5,9,9,8,3,3,0,39,0,30,51,176,82,49,32,9,0,439,0,3,0,47,9,11,8,3,5,97,0,0,7,37,3,0,0,0,0,45,0,12,25,77,23,5,0,0,0,138,0,0,0,4,0,0,0,0,0,3,5,11,10,34,17,5,9,4,0,97
SED30063,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,11,0,0,0,9,6,12,29,16,7,70,0,4,17,85,119,129,116,49,4,521,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,5,5,25,9,3,0,0,53,10,53,45,199,76,57,42,8,0,488,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,0,0,0,0,11,0,0,0,4,4,23,35,14,0,82,0,0,5,0,9,3,0,0,0,12,0,3,12,21,22,11,17,9,0,91,0,0,0,3,0,0,0,0,0,5,0,0,5,34,0,0,0,0,0,40,0,0,6,18,16,6,4,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,8,12,0,3,54
SED30064,0,0,0,0,0,3,7,3,0,13,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,13,0,3,4,10,15,15,24,20,7,103,0,23,59,224,190,212,158,51,19,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,14,23,16,12,3,0,72,0,8,19,73,36,38,21,9,0,197,0,4,0,4,5,0,5,3,0,23,0,0,0,4,0,0,0,0,0,5,0,3,9,13,18,23,19,20,4,104,0,0,0,4,10,7,4,0,0,19,0,13,26,57,44,39,12,11,3,214,0,0,0,4,0,3,5,5,0,19,0,0,0,8,0,0,0,0,0,8,3,9,11,36,21,11,3,0,0,91,0,0,0,0,0,0,0,0,0,0,0,4,13,32,12,20,15,12,4,114
