SED_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SED30084,28,19,48,70,104,203,387,577,230,1672,5,3,21,41,46,42,36,36,6,240,257,291,600,537,510,351,249,200,102,3095,1831,3611,6903,6563,6746,5772,4516,2418,698,39057
SED30085,18,17,62,93,130,168,326,499,289,1612,7,12,91,87,111,115,109,68,48,652,108,318,681,401,277,213,230,175,114,2512,1399,4906,11028,8756,6574,5573,4539,2697,1080,46547
SED30086,39,52,80,127,158,216,516,824,412,2430,20,30,121,125,76,78,57,34,14,552,146,203,412,357,377,350,322,367,192,2735,1504,3298,6713,6277,6648,6527,5892,3757,1338,41957
SED30087,29,48,98,147,159,149,452,873,663,2624,7,38,102,101,79,82,64,25,25,522,135,209,439,311,259,276,288,343,287,2546,1569,4049,8243,6976,6249,5765,5610,4025,2024,44521
SED30088,34,11,45,67,102,244,361,403,220,1493,7,3,32,23,26,35,28,21,8,175,181,339,724,612,569,525,400,216,87,3654,1338,3651,7668,6545,6777,6742,4888,2200,723,40537
SED30089,71,35,108,112,177,304,561,471,164,2001,11,11,27,15,37,52,50,34,9,244,314,384,870,754,745,683,461,310,89,4611,1559,2888,6515,5556,5335,5075,3373,1727,466,32500
SED30090,20,19,63,80,157,309,646,660,290,2247,4,8,9,12,13,25,51,46,15,178,229,279,579,502,596,592,434,285,156,3652,1255,2516,5326,4999,5616,5797,4260,2197,799,32772
SED30091,20,30,154,175,208,290,550,558,250,2235,8,19,136,151,163,135,95,52,22,772,331,403,854,689,539,401,438,396,308,4359,1812,4216,9515,8241,6914,5813,5031,3002,1102,45643
SED30092,7,11,23,44,69,171,341,430,163,1256,5,5,12,12,13,19,16,11,6,97,223,368,954,811,883,761,457,238,89,4793,1447,3064,7587,7544,7616,7261,4791,2001,474,41777
SED30093,41,64,394,446,415,437,643,487,146,3069,11,53,347,393,370,294,174,113,39,1793,468,475,1102,983,750,537,420,290,154,5180,2584,5176,10449,9606,8243,6801,4697,2107,568,50234
SED39494,10,14,39,43,34,74,138,58,9,406,3,5,12,3,6,8,13,5,4,61,129,283,766,729,628,515,342,81,15,3486,418,928,2647,2073,1929,2468,2124,441,44,13081
SED39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,34,48,32,8,0,0,0,135,0,16,48,64,45,5,3,0,0,183
SED40001,0,9,23,31,52,63,127,199,185,687,5,17,44,23,26,18,29,38,33,226,139,348,599,356,286,252,291,198,205,2674,1501,5909,8901,5710,4756,4766,4238,2232,1033,39040
SED40002,4,7,29,38,63,100,233,368,345,1182,0,4,29,19,19,43,46,52,47,264,46,109,292,207,144,149,144,155,117,1359,737,3359,7904,5804,4552,4284,3426,2088,1348,33501
SED40003,0,8,16,19,22,54,113,162,110,506,0,0,0,10,7,19,21,16,3,88,21,46,110,121,119,131,139,85,45,812,760,1896,3839,4917,4796,5082,4250,1807,641,27989
SED40004,7,0,9,6,24,23,98,146,166,470,0,0,8,26,18,11,24,17,22,126,21,42,92,117,118,94,120,144,102,854,792,2037,3174,4639,5195,4629,4575,3073,1336,29450
SED40005,7,9,58,64,123,235,571,677,431,2174,0,7,17,22,41,34,41,46,32,235,140,122,294,279,326,396,496,346,139,2539,840,1697,3906,3785,4686,5459,5432,2791,1136,29728
SED40006,3,12,32,84,105,190,378,528,392,1730,3,6,28,46,89,98,89,107,86,544,63,126,292,196,183,199,193,167,100,1521,816,2726,6683,5435,4958,4847,3330,1827,978,31611
SED40007,0,5,15,30,43,70,281,560,341,1344,0,6,10,3,18,24,25,57,54,196,33,55,161,145,142,165,143,174,112,1134,738,2125,3837,4480,5256,5164,4218,2874,1336,30026
SED40008,23,25,114,179,221,314,461,587,460,2377,6,21,77,135,205,228,215,150,115,1156,113,166,386,333,289,257,217,190,82,2032,923,3407,8155,6177,5230,4655,3369,1872,1025,34813
SED40009,6,4,10,24,28,48,138,207,144,607,0,0,9,7,7,10,15,17,10,66,59,60,126,115,132,113,145,122,66,941,992,2300,4341,4805,4699,4824,4179,2067,757,28960
SED40010,4,12,14,18,18,42,157,414,323,1000,0,0,23,11,17,16,33,57,85,241,44,77,256,186,158,181,178,155,91,1324,749,2562,5835,4990,4737,4852,4075,2523,1141,31453
SED40011,3,5,17,37,55,106,217,385,305,1138,0,10,11,23,29,43,39,65,58,275,42,114,260,179,167,160,155,161,114,1356,763,2699,5895,5550,4919,4433,3587,2260,1225,31328
SED40012,31,38,168,197,151,223,329,308,171,1620,0,15,78,173,168,113,74,43,16,679,117,193,408,375,288,274,227,235,157,2272,1104,2669,5882,5186,4792,4687,3012,1756,827,29917
SED40013,7,20,120,156,143,191,278,326,293,1541,4,30,132,175,192,174,112,69,35,921,79,128,335,248,217,143,154,141,116,1568,815,3109,8339,7159,5078,4135,3097,1762,932,34437
SED40014,7,6,14,39,35,80,290,443,303,1207,7,5,7,8,10,6,24,11,7,76,49,44,97,129,166,267,394,342,215,1701,519,990,2208,2807,3525,5250,7362,4639,1598,28900
SED40015,15,12,46,43,72,138,369,512,332,1545,0,0,10,10,5,13,18,11,9,73,132,133,317,366,416,420,386,274,151,2599,777,1549,4019,4065,4621,5218,4506,2333,933,28014
SED40016,8,8,63,118,120,143,383,422,194,1472,4,15,85,139,155,103,82,64,29,680,82,109,237,242,198,130,201,205,138,1546,879,2746,5994,5459,4626,4175,3628,2150,742,30399
SED40017,3,9,41,69,77,192,355,421,281,1449,0,0,15,16,19,14,14,20,5,97,126,121,247,251,322,333,321,254,128,2099,922,1850,4088,4178,5005,5854,4654,2414,840,29814
SED40018,9,9,36,46,63,111,211,327,273,1086,0,0,21,28,30,70,40,22,21,230,54,74,183,140,161,194,233,203,167,1408,744,2349,4882,4713,4560,4656,4764,2943,1741,31351
SED40019,24,32,66,101,131,199,388,423,145,1519,0,6,20,16,36,24,27,29,10,162,154,186,540,389,484,449,366,306,148,3033,950,2084,5204,4315,4830,4853,3445,2080,630,28388
SED40020,12,10,60,87,82,168,462,652,339,1866,3,7,15,17,18,24,22,25,11,129,112,113,273,255,338,326,366,294,147,2210,857,1932,4030,3862,4778,5264,4884,2947,1001,29548
SED40021,5,3,21,43,39,107,348,769,602,1937,0,11,26,21,29,44,50,127,100,407,63,81,198,170,154,145,157,257,278,1506,785,2654,5752,5427,4784,4251,3711,3148,1823,32335
SED40022,0,0,16,14,12,31,95,138,121,428,0,6,3,6,0,3,3,11,4,34,70,76,139,173,196,251,249,129,66,1349,810,1611,2783,4231,5377,5328,4607,2016,670,27435
SED40023,10,17,21,42,38,100,227,295,196,922,0,4,11,8,7,10,14,15,11,68,53,75,184,199,160,164,203,191,131,1359,893,1998,4249,4303,4532,4430,4141,2247,864,27660
SED40024,10,7,37,44,45,91,212,266,176,891,3,5,8,12,21,16,25,18,3,113,93,102,234,254,226,216,222,254,221,1826,961,2310,5571,5320,5036,4699,4021,2255,927,31099
SED40025,8,8,17,38,29,52,189,213,167,723,0,0,3,9,12,12,4,9,0,58,78,106,222,221,211,182,186,169,86,1467,906,2261,4928,4893,5068,4510,3965,2103,724,29355
SED40026,3,3,33,66,34,82,202,255,110,787,0,0,24,40,51,51,26,20,9,229,58,49,107,119,141,170,127,136,115,1017,968,2254,4075,4471,5171,5222,3610,1967,671,28407
SED40027,11,0,28,15,54,102,373,597,415,1601,0,0,17,17,34,23,47,87,73,317,72,63,203,153,178,170,187,174,120,1320,632,1782,4510,4025,4082,4392,4267,2667,1371,27734
SED40028,8,16,28,45,50,106,286,387,248,1172,0,0,7,17,16,27,19,29,12,132,80,90,202,175,158,185,184,195,131,1399,909,2328,4954,4305,4411,4483,3369,2151,898,27805
SED40029,11,11,53,62,67,174,507,586,322,1794,8,11,30,66,71,60,27,12,9,286,181,143,351,370,448,472,430,336,164,2890,894,1766,4098,4361,4962,5817,5212,2892,1017,31019
SED40030,7,9,26,27,37,68,204,324,175,876,0,0,0,5,8,9,9,8,10,50,100,79,191,232,266,359,329,262,138,1955,818,1678,3390,4254,4950,5589,5292,2729,851,29546
SED40031,6,0,9,17,28,65,326,574,255,1281,4,4,8,13,14,18,50,71,46,230,42,49,146,105,120,111,122,163,70,929,823,2225,4328,4835,5035,4667,3943,2642,855,29340
SED40032,4,7,18,25,35,83,164,275,305,920,0,0,12,20,11,24,38,18,13,137,38,69,176,153,126,153,188,185,112,1201,650,2106,4923,4511,4046,4519,4336,2573,1419,29083
SED40033,14,11,54,83,87,139,402,499,308,1597,3,9,29,30,32,26,16,35,11,190,109,134,249,278,303,290,305,313,201,2185,916,1862,4172,4163,4605,4752,4143,2313,936,27870
SED40034,5,4,33,25,55,160,477,647,318,1731,0,0,3,6,9,15,11,7,0,46,92,82,193,224,270,450,499,415,172,2392,546,1141,2612,2837,3642,5613,6156,3401,1099,27048
SED40035,5,9,26,35,44,68,224,418,345,1165,0,6,13,16,18,19,20,21,28,151,45,55,153,154,134,120,191,255,259,1359,756,1987,4684,4754,4399,3952,4211,3152,1438,29333
SED40036,12,23,123,182,183,305,405,357,134,1735,9,18,129,237,329,284,181,84,41,1303,98,99,288,264,198,181,146,139,78,1483,1029,2967,6376,6070,4902,4595,3116,1477,433,30958
SED40037,8,15,30,59,85,168,357,360,261,1342,0,0,10,19,29,58,58,24,38,240,56,92,183,222,220,272,216,171,98,1531,707,2053,4622,4628,4951,5743,4241,1911,852,29699
SED40038,18,42,259,363,266,318,481,433,248,2427,4,31,218,306,424,321,223,116,74,1713,127,161,418,369,331,295,246,217,167,2325,1170,2796,6181,5978,5033,4855,3562,1944,899,32422
SED40039,6,19,22,44,73,112,283,310,199,1059,0,8,9,14,10,25,22,21,19,124,86,112,244,241,203,211,232,205,100,1639,783,2134,4974,4648,4340,4182,4252,2316,810,28444
SED40040,5,7,13,26,28,71,280,461,272,1169,0,0,0,3,12,3,5,10,12,56,98,59,147,187,295,296,253,178,130,1644,887,1784,3341,4320,5441,5750,4802,2369,850,29538
SED40041,15,16,72,66,96,222,508,674,353,2016,4,5,23,21,13,28,27,29,19,164,151,147,364,355,389,403,367,307,115,2601,890,1825,4085,3694,4350,5176,4355,2603,926,27914
SED40042,24,19,107,156,136,270,381,365,135,1587,4,16,67,107,117,95,66,60,37,572,162,185,478,364,333,303,327,231,123,2505,1164,3051,7033,5376,4550,4213,2960,1591,574,30512
SED40043,9,10,38,62,93,138,312,503,288,1449,3,9,38,39,58,84,71,52,39,385,86,128,287,275,208,141,159,190,106,1581,815,2802,7119,6781,5059,4334,3655,2351,952,33869
SED40044,7,3,8,18,29,37,124,236,305,770,0,0,11,10,8,9,22,50,34,137,27,31,111,104,117,110,175,200,202,1094,723,2212,4192,4793,5028,4605,4480,2744,1702,30479
SED40045,4,3,10,17,18,17,60,133,91,353,3,0,3,0,13,11,12,9,3,58,30,34,80,89,104,116,136,145,92,827,812,1934,3268,4733,5356,4749,4285,2655,951,28749
SED40046,6,5,27,40,62,106,340,590,420,1600,4,5,29,40,41,59,52,120,118,463,29,99,213,213,151,154,130,129,66,1176,699,2781,6715,5295,4688,4268,2989,1988,1043,30468
SED40047,13,12,36,53,65,81,253,297,127,948,0,12,21,38,51,40,37,18,15,229,41,44,133,143,125,136,146,132,52,952,768,2144,4361,4913,4606,4740,4177,1885,553,28145
SED49494,7,7,12,19,11,9,22,10,0,98,0,0,3,0,6,4,3,0,6,21,35,38,168,180,141,131,67,8,5,771,111,203,627,534,478,509,359,64,11,2895
SED49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,3,5,0,0,0,0,12
SED50106,9,12,41,44,54,111,231,364,229,1092,0,5,18,27,36,19,18,10,17,150,102,93,287,241,287,321,326,297,190,2148,1099,1719,4150,4228,4974,5441,4990,2890,1160,30655
SED50202,30,23,74,115,123,185,281,244,122,1209,0,10,48,64,59,58,54,40,15,353,228,248,611,526,470,379,293,252,146,3147,1517,3267,7836,7176,5894,5429,4215,2172,736,38247
SED50304,3,10,35,61,83,123,395,629,384,1728,3,0,34,54,48,61,91,104,93,492,74,159,554,404,321,282,230,208,159,2386,805,2636,8921,7484,5357,4699,3826,2449,1133,37313
SED50405,16,15,31,58,58,95,154,150,50,619,0,3,14,28,35,23,17,13,0,136,154,167,586,550,388,265,212,161,63,2548,1609,3394,9702,9252,6821,4735,3092,1589,328,40522
SED50502,12,9,78,120,143,229,278,313,195,1375,3,5,43,64,96,100,88,57,30,475,96,150,393,311,287,265,238,197,78,2013,1097,2631,6070,6182,5623,5422,4043,1978,748,33802
SED50605,4,4,8,16,14,53,133,186,182,603,0,0,5,10,13,20,31,27,36,149,53,70,185,183,207,202,227,135,90,1342,1109,2801,4549,5775,5847,5714,5198,2761,1161,34912
SED50702,10,11,55,88,112,113,220,345,219,1184,4,5,68,58,74,66,49,35,26,388,111,253,712,568,441,364,298,222,182,3151,1019,3357,9507,7590,5845,5285,3881,2069,961,39516
SED50805,5,3,0,10,15,18,102,218,194,575,0,0,5,12,0,15,18,12,23,87,56,57,218,221,221,201,217,239,273,1714,994,2058,4178,5057,5708,4988,3967,2386,1385,30718
SED50906,10,13,35,41,65,98,257,340,213,1081,4,3,17,9,22,34,27,22,21,154,120,146,420,369,392,324,327,215,173,2493,1201,2395,5477,5671,5980,5637,4667,2499,1024,34548
SED51004,9,10,23,56,50,66,113,102,63,485,5,7,5,20,22,23,19,13,9,124,92,128,277,298,317,267,149,128,85,1738,1489,3185,5647,6017,7313,5981,3229,1484,447,34791
SED51104,19,14,34,57,71,86,129,184,85,674,0,5,24,29,45,27,30,11,11,179,171,179,514,499,464,305,203,248,162,2742,1766,3457,8555,8223,7544,5089,3525,2128,770,41064
SED51205,9,23,95,125,169,211,324,333,139,1425,7,16,76,100,97,113,96,75,45,622,133,276,726,499,343,263,209,194,126,2768,1172,4167,10287,8327,5740,5032,4156,2159,791,41837
SED51304,5,0,5,5,12,19,87,165,124,432,0,0,10,7,5,13,11,16,10,64,26,42,143,162,203,157,215,206,121,1268,952,1957,3184,5668,6015,5158,5628,2867,853,32287
SED51401,12,13,34,34,72,127,336,390,221,1236,5,3,3,13,8,18,10,11,12,84,200,228,572,591,686,710,586,465,196,4230,925,1570,3784,4110,4954,5908,5282,2719,929,30176
SED51504,0,5,11,14,20,29,65,143,154,439,0,0,17,15,19,19,12,16,19,119,42,58,244,223,154,135,193,165,160,1366,1058,2353,5031,6385,6412,4923,3774,2466,1341,33747
SED51605,8,9,12,46,69,140,241,256,105,899,0,3,18,16,25,39,51,42,20,225,84,135,318,344,283,216,165,154,63,1757,1327,3090,6991,7811,7012,5007,3174,1467,447,36334
SED51706,11,12,25,43,59,107,288,367,171,1079,3,4,17,9,10,17,22,12,10,106,138,102,304,334,372,417,399,323,189,2592,1221,1979,4902,5516,5783,6183,5279,2646,821,34333
SED51804,0,5,5,14,14,23,58,87,85,301,0,0,0,4,8,14,13,6,4,50,88,115,296,233,243,255,297,300,285,2120,1159,2544,4563,4809,6154,5714,4944,3392,1505,34777
SED51902,12,10,18,43,55,76,145,189,84,620,0,3,5,22,19,9,20,16,10,105,98,107,324,357,350,268,180,154,75,1907,1404,2557,6370,6732,6429,5615,3946,1793,464,35310
SED52006,15,6,17,39,50,84,250,376,187,1027,0,0,8,13,15,15,16,21,3,90,91,104,234,283,329,288,342,349,191,2209,1075,1876,3731,4435,5322,6084,6843,4001,1125,34486
SED52102,17,12,58,65,99,133,209,230,106,935,0,3,47,64,64,71,42,28,13,329,111,127,348,358,289,286,202,160,103,1995,1156,2452,5771,6361,5408,4952,3758,1912,667,32436
SED52205,9,10,21,34,69,105,307,508,337,1389,0,9,11,18,26,37,43,73,86,315,91,185,535,402,425,353,310,285,251,2838,895,2552,6601,6244,6046,5786,4590,2482,1186,36391
SED52301,15,15,25,35,62,149,276,368,202,1143,0,12,16,21,20,31,37,37,28,189,224,193,478,521,493,439,335,267,154,3113,1241,2051,4629,4788,5297,5080,3918,2122,832,29948
SED52404,4,3,17,12,24,53,109,153,87,457,0,0,10,9,8,17,15,14,4,82,50,61,195,211,195,179,158,117,78,1241,1063,2152,4897,5917,5665,5457,4662,1922,564,32297
SED52505,10,14,28,47,60,100,162,118,61,600,0,4,22,37,46,64,59,30,4,262,81,76,292,368,225,192,153,98,48,1536,1295,3215,8993,10572,6657,5523,3936,1362,354,41904
SED52604,3,4,17,28,27,52,130,109,54,426,5,5,11,6,17,15,7,17,4,86,68,117,242,221,251,251,211,220,201,1783,1160,2847,4647,5130,5995,6214,4288,1784,664,32727
SED52702,11,0,10,13,22,45,150,197,132,580,4,4,4,10,4,8,17,12,21,80,58,58,141,183,225,244,199,218,152,1474,1049,1865,2945,4464,5850,5613,5074,3014,1017,30878
SED52803,15,19,29,75,87,147,183,127,56,745,6,3,14,35,29,23,19,12,5,146,220,423,994,851,738,676,371,172,73,4516,1110,2530,6151,5527,5079,4520,2347,843,230,28341
SED52903,86,46,123,127,173,204,210,115,24,1102,12,9,21,25,51,43,64,66,21,318,309,375,1012,795,816,641,353,133,47,4479,1418,2245,6098,5305,4676,3798,1971,612,139,26258
SED53004,9,0,19,12,23,39,145,214,161,619,4,0,9,13,16,9,20,33,31,139,45,46,150,189,191,145,156,145,101,1179,1021,2081,4078,5778,5478,5314,5273,2412,994,32426
SED53105,22,18,55,60,100,132,231,224,99,933,4,5,28,55,60,28,29,23,7,232,136,149,489,466,320,250,216,134,81,2232,1334,3098,8053,8667,6136,4458,3022,1424,516,36710
SED53204,8,9,39,86,133,155,231,203,100,957,0,4,41,106,121,131,95,43,29,570,69,99,235,232,225,164,145,89,64,1331,1334,3072,6443,7881,6821,5003,3117,1439,478,35586
SED53306,24,10,33,54,81,146,314,443,289,1395,4,9,11,15,16,26,31,18,7,134,125,189,390,413,428,382,386,471,400,3188,1253,2575,5352,5390,5460,5601,5432,3726,1567,36347
SED53402,8,5,31,59,72,125,173,249,204,928,0,3,20,20,36,46,35,39,42,239,67,135,410,358,285,245,221,201,140,2057,810,2602,7779,7311,5745,4787,3671,1873,907,35480
SED53502,16,15,34,52,93,148,293,370,219,1249,0,3,28,40,23,35,36,41,32,242,99,189,459,395,419,365,314,331,335,2903,1240,2953,6780,6366,6088,5740,4377,2513,1049,37115
SED53602,12,20,198,284,337,391,481,435,195,2356,3,17,152,280,293,292,199,110,79,1423,160,248,518,526,386,278,286,272,156,2834,1290,3452,7427,6629,5748,5316,4198,2169,750,36977
SED53701,10,14,40,46,64,142,280,365,155,1094,0,4,11,7,10,11,14,24,16,97,199,178,439,522,660,776,676,424,117,3989,878,1462,3488,4230,5267,6509,5755,2743,694,31032
SED53802,7,14,61,116,125,215,400,485,292,1712,0,10,42,52,88,111,81,88,64,528,87,150,401,397,256,251,213,186,89,2020,990,2866,7394,6674,5422,5070,4412,2736,991,36550
SED53902,4,6,28,36,51,76,180,372,325,1069,0,4,19,22,43,37,33,55,68,281,53,106,352,293,239,209,216,265,212,1937,833,2704,6819,6186,5372,4814,3911,2760,1649,35055
SED54006,8,10,30,34,69,126,308,429,204,1222,0,3,14,6,14,7,13,17,12,91,173,151,318,380,439,417,408,326,160,2772,1258,1929,4320,5189,5737,6086,5537,2867,826,33751
SED54104,4,0,10,14,12,39,46,65,96,285,0,8,14,13,12,11,15,6,8,80,97,161,356,298,218,201,303,239,127,2007,1572,3887,6802,6075,5642,5149,4796,2891,1157,37958
SED54203,20,15,40,48,88,114,166,131,18,636,0,3,20,15,30,17,22,21,12,139,191,303,817,725,649,517,304,129,35,3668,618,1311,3912,3558,3186,2907,1772,691,139,18089
SED54304,3,11,28,26,50,64,155,225,210,774,0,10,47,29,16,41,30,57,65,296,81,439,1295,726,494,417,318,204,97,4072,848,4456,14211,9473,6399,5376,3574,1590,733,46661
SED54403,19,14,36,63,108,115,122,55,16,547,3,8,22,31,41,32,16,17,10,182,352,531,1909,1747,1295,936,260,67,18,7110,1263,2634,9460,9161,6624,4493,1267,288,55,35244
SED54505,6,4,13,38,54,70,166,198,136,677,0,3,16,24,20,28,41,40,49,221,53,74,119,184,177,176,150,187,143,1263,1229,2607,3535,6524,6538,5186,4997,2768,1084,34472
SED54605,9,7,27,35,73,134,255,295,206,1049,0,4,11,16,17,19,31,23,12,140,123,341,500,387,356,379,308,422,297,3104,1046,2476,4730,4604,5125,5975,5100,3201,1308,33560
SED54701,18,9,49,48,70,128,245,361,190,1116,0,6,8,24,30,39,47,25,17,199,208,214,444,527,567,567,519,360,132,3537,989,1774,4260,4553,4933,5431,4268,2383,782,29376
SED54804,4,0,17,21,36,53,113,220,195,658,0,0,13,13,17,26,23,22,13,119,74,121,621,427,242,226,232,249,256,2450,855,2401,8537,7486,5695,4692,3676,2370,1256,36969
SED54905,12,0,22,26,25,63,102,129,116,491,4,0,19,17,23,34,27,21,9,153,50,147,374,251,228,251,295,326,391,2321,1100,3444,6622,5684,5247,5134,4763,2495,1228,35710
SED55005,14,11,55,123,148,164,239,179,99,1033,0,13,67,105,110,73,78,40,33,518,107,108,355,330,295,202,171,159,102,1830,1537,3329,6483,8468,6935,4993,3590,1587,598,37518
SED55102,8,18,53,62,77,86,168,164,54,695,3,7,26,58,81,68,32,20,8,299,136,148,443,487,467,316,220,120,28,2356,1519,2814,6690,7563,7060,5533,3624,1516,321,36645
SED55202,20,33,121,182,147,221,330,286,196,1537,8,16,140,150,157,136,84,59,28,774,126,169,419,478,379,293,280,258,221,2636,1317,3063,6603,7056,5929,5191,4506,2595,1024,37300
SED55306,9,11,21,25,37,72,179,280,247,888,0,5,34,14,18,20,12,9,13,118,118,83,353,427,406,364,375,312,172,2598,983,1471,4130,5819,6063,5844,5867,3100,1085,34371
SED55405,6,13,42,61,59,100,170,232,215,907,4,6,40,45,47,64,42,40,22,314,105,327,782,481,357,320,266,344,421,3401,1212,4924,10903,7601,5280,4405,3292,1969,1221,40819
SED55504,11,10,36,55,65,94,153,196,95,709,0,7,19,30,55,46,31,23,10,210,90,106,295,311,300,245,189,180,134,1846,1429,3000,6743,7487,6522,5059,3735,1980,643,36599
SED55605,16,20,24,41,49,104,156,166,74,647,5,4,9,14,24,19,17,15,3,101,145,153,365,432,403,261,170,127,80,2132,1799,3058,6154,6773,7254,5610,3112,1572,478,35811
SED55706,18,18,48,37,63,92,206,294,173,937,5,7,28,20,30,14,9,25,12,152,173,136,348,476,641,581,551,355,181,3447,996,1353,3828,5250,6045,6857,6345,2962,919,34561
SED55802,9,11,75,111,126,163,220,202,106,1029,5,16,73,107,113,90,70,35,23,522,114,108,437,369,277,215,173,125,83,1898,1438,3458,9098,8109,6360,5436,3169,1629,591,39285
SED55905,6,8,20,28,69,128,302,421,223,1207,4,9,10,18,36,32,42,42,28,217,101,125,334,318,232,221,263,252,271,2111,1131,2779,5665,5228,5091,5087,4088,2637,1222,32920
SED59494,7,3,9,14,14,15,36,20,3,117,0,3,5,6,3,6,5,0,0,30,105,231,662,813,740,495,244,66,19,3375,215,558,1509,1543,1313,1144,758,156,30,7225
SED59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,15,46,77,50,21,3,0,0,226,6,31,116,170,109,62,18,0,0,515
SED60105,0,10,35,20,32,45,117,146,194,604,0,10,27,18,20,27,13,7,6,129,33,77,137,115,89,138,153,155,168,1073,481,1506,3668,2907,2965,2729,2568,1792,917,19535
SED60106,0,4,0,5,15,36,58,60,59,243,0,0,0,0,0,5,0,5,0,8,21,16,51,69,55,101,107,101,80,597,178,318,756,768,915,1309,1209,636,238,6321
SED60113,8,11,26,30,37,107,199,231,181,826,3,0,17,25,19,18,5,14,8,111,69,73,201,174,211,255,281,274,154,1693,867,1907,4414,4359,4933,5383,4777,2565,815,30015
SED60115,15,29,107,111,114,200,335,346,233,1481,4,10,55,86,127,62,46,48,11,463,166,261,478,309,322,299,335,311,105,2594,1112,2812,6117,4668,4831,5034,4289,2381,804,32044
SED60207,13,24,40,40,63,113,291,347,294,1222,0,11,17,8,15,21,18,12,3,111,74,80,254,185,228,305,394,344,179,2036,941,1947,4705,4056,4828,5215,5226,3043,1057,31020
SED60208,6,12,17,34,67,137,296,331,281,1185,3,0,10,7,6,12,22,6,3,75,104,85,178,200,258,268,305,277,97,1779,828,1676,3609,3429,4190,4953,4208,2426,801,26124
SED60209,8,7,27,46,74,172,338,363,330,1374,3,4,13,17,22,18,20,14,7,121,130,141,334,329,368,387,431,332,163,2618,931,1928,4398,4261,4941,5662,4885,2667,925,30598
SED60301,12,9,25,22,30,57,81,152,118,495,0,0,8,11,22,21,7,10,4,85,45,36,101,91,103,105,97,152,62,784,435,915,2614,2065,1923,1984,1469,1084,410,12900
SED60302,14,20,79,87,93,123,233,345,286,1275,0,7,45,64,89,75,66,34,21,400,71,92,405,237,186,204,261,225,141,1822,734,2300,7706,4916,4028,4191,3496,2076,946,30385
SED60303,0,12,29,20,26,41,74,119,125,452,0,5,38,22,19,16,19,16,12,140,72,127,404,221,197,197,193,163,126,1690,728,2752,7263,4831,4636,4242,3552,1758,725,30484
SED60304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,10,6,11,42,43,63,52,39,16,0,280
SED60310,6,3,11,7,12,24,29,66,54,215,0,0,25,8,6,0,11,6,0,50,29,54,178,92,90,101,128,77,30,776,446,1530,3414,2410,2543,2497,2528,1360,604,17336
SED60404,15,6,13,21,39,108,207,167,112,696,5,3,6,5,6,10,8,12,0,56,63,80,214,204,247,325,343,217,116,1811,793,1525,3560,4510,4865,5444,4834,2239,612,28392
SED60410,7,0,12,7,14,29,47,88,63,262,0,0,23,8,3,4,6,5,0,50,21,33,70,59,59,41,64,89,42,479,315,904,2616,2125,1797,1653,1713,1131,400,12660
SED60411,3,5,26,25,35,51,120,208,211,686,0,4,19,10,16,22,23,13,6,108,52,66,178,124,115,147,214,222,155,1280,579,1603,4485,3951,3726,3985,3972,2724,1331,26351
SED60414,13,13,27,31,33,75,116,107,71,485,4,0,0,8,16,10,6,11,0,66,64,77,207,206,116,133,157,102,41,1105,661,1527,3980,3715,3403,3550,2809,1290,311,21248
SED60501,20,15,28,45,63,136,213,175,85,772,3,0,8,6,9,14,16,4,8,67,120,112,226,236,225,236,232,143,41,1565,735,1378,2716,2682,2752,2937,2417,1058,262,16937
SED60505,0,0,9,3,13,22,65,83,58,256,0,0,8,3,0,3,4,0,6,27,17,16,29,43,54,47,58,82,43,385,206,536,1141,1153,1434,1490,1244,773,261,8242
