SA1_CODE_2021,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
21105128520,40,0,0,0,0,0,0,42
21105128521,46,0,3,0,0,0,0,57
21105128522,60,5,0,0,0,0,0,66
21105128523,35,3,0,0,0,0,0,38
21105128524,70,14,6,0,0,0,0,89
21105128525,52,0,3,0,0,0,0,55
21105128526,32,3,0,0,0,0,0,37
21105128601,12,0,0,0,0,0,0,17
21105128602,19,4,0,0,0,0,0,29
21105128603,39,5,0,0,0,0,0,47
21105128604,51,8,0,0,0,0,0,55
21105128605,39,3,0,0,0,0,0,45
21105128606,47,3,5,0,0,0,0,53
21105128607,17,0,0,0,0,0,0,18
21105128608,46,8,0,0,0,0,0,55
21105128609,0,0,0,0,0,0,0,0
21105128610,40,0,0,0,0,0,0,49
21105128612,39,0,3,0,0,0,0,41
21105128613,32,5,3,0,0,0,0,40
21105128614,51,0,4,0,0,0,0,58
21105128615,56,7,10,0,0,0,0,77
21105128616,44,3,0,0,0,0,0,44
21105128617,10,3,0,0,0,0,0,21
21105128618,26,0,0,0,0,0,0,32
21105128619,25,6,0,0,0,0,0,28
21105128620,29,7,0,0,0,0,0,35
21105128621,20,0,0,0,0,0,0,24
21105128622,20,0,0,0,0,0,0,23
21105128623,13,3,0,0,0,0,0,21
21105128625,17,0,0,0,0,0,0,21
21105128626,19,0,3,0,0,0,0,22
21105128627,36,0,5,0,0,0,0,41
21105128628,26,5,4,0,0,0,0,32
21105128629,43,3,3,0,0,0,0,55
21105128630,35,4,4,3,0,0,0,43
21105128631,44,0,0,0,0,0,0,54
21105128632,34,0,0,0,0,0,0,37
21105128633,24,4,0,0,0,0,0,30
21105128634,38,4,5,0,0,0,0,50
21105128635,17,0,0,0,0,0,0,25
21105128636,29,4,4,0,0,0,0,32
21105128637,13,0,0,0,0,0,0,20
21105128638,26,0,0,0,0,0,0,29
21105128639,44,3,0,0,0,0,0,48
21105128640,23,0,3,0,0,0,0,31
21105128641,11,0,0,0,0,0,0,11
21105128642,47,3,0,0,0,0,0,56
21105128643,42,0,0,0,0,0,0,43
21105128644,25,3,0,0,0,0,0,28
21105128645,0,0,0,0,0,0,0,0
21105128646,20,4,4,0,0,0,0,22
21105128647,19,4,3,0,0,0,0,28
21105128648,34,0,0,0,0,0,0,34
21105128649,22,3,0,0,0,0,0,28
21105128650,25,0,4,0,0,0,0,27
21105128651,21,3,0,0,0,0,0,29
21105128652,35,4,3,0,0,0,0,42
21105128653,0,0,0,0,0,0,0,0
21105128654,49,3,4,0,0,0,0,57
21105128655,46,6,3,0,0,0,0,54
21105128657,23,5,4,0,0,0,0,30
21105128658,6,0,0,0,0,0,0,0
21105128659,0,0,0,0,0,0,0,0
21201128901,6,0,0,0,0,0,0,4
21201128902,62,7,0,0,0,0,0,69
21201128903,25,3,0,0,0,0,0,27
21201128904,55,4,0,0,0,0,0,55
21201128905,65,5,4,0,0,0,0,75
21201128906,47,3,0,0,0,0,0,51
21201128907,26,3,0,0,0,0,0,35
21201128908,43,0,0,0,0,0,0,50
21201128909,72,6,9,0,0,0,0,83
21201128910,60,0,0,0,0,0,0,68
21201128911,46,0,3,0,0,0,0,51
21201128912,52,3,0,0,0,0,0,60
21201128913,23,8,0,0,0,0,0,30
21201128914,63,8,0,0,0,0,0,73
21201128915,11,0,0,0,0,0,0,11
21201128916,43,5,5,0,0,0,0,47
21201128917,45,4,0,0,0,0,0,53
21201128918,70,7,0,0,0,0,0,79
21201128919,17,0,0,0,0,0,0,20
21201128920,46,0,5,0,0,0,0,57
21201128921,56,4,4,0,0,0,0,61
21201128922,44,3,0,0,0,0,0,47
21201128923,38,0,0,0,0,0,0,41
21201128924,22,4,0,0,0,0,0,26
21201128925,62,9,10,0,0,0,0,77
21201128926,42,5,0,0,0,0,0,55
21201128927,44,5,0,0,0,0,0,51
21201128928,70,3,7,0,0,0,0,74
21201128929,75,3,4,0,0,0,0,88
21201128930,34,5,0,0,0,0,0,35
21201128931,49,0,0,0,0,0,0,52
21201128932,67,0,3,0,0,0,0,74
21201128933,21,0,0,0,0,0,0,21
21201128934,71,9,0,0,0,0,0,80
21201128935,50,8,6,0,0,0,0,62
21201128936,64,4,3,0,0,0,0,71
21201128937,63,6,0,0,0,0,0,71
21201128938,55,8,0,0,0,0,0,61
21201128939,0,0,0,0,0,0,0,0
21201128940,36,0,3,0,0,0,0,35
21201128941,28,4,0,0,0,0,0,29
21201128942,39,8,0,0,0,0,0,42
21201128943,40,5,3,0,0,0,0,49
21201128944,41,4,0,0,0,0,0,45
21201128945,51,6,5,0,0,0,0,64
21201128946,0,0,0,0,0,0,0,0
21201128947,35,0,0,0,0,0,0,35
21201128948,55,3,0,0,0,0,0,60
21201128949,28,5,0,0,0,0,0,32
21201128950,31,3,5,0,0,0,0,40
21201128951,41,4,0,0,0,0,0,48
21201128952,27,5,3,0,0,0,0,33
21201128953,92,6,0,0,0,0,0,103
21201154601,46,0,0,0,0,0,0,45
21201154602,76,5,0,4,0,0,0,87
21201154603,34,4,0,0,0,0,0,43
21201154604,22,0,0,0,0,0,0,31
21201154605,53,3,0,0,0,0,0,58
21201154606,50,5,5,0,0,0,0,59
21201154607,82,5,10,0,0,0,0,92
21201154608,61,0,3,0,0,0,0,69
21201154609,136,5,5,0,0,0,0,147
21201154610,90,8,3,0,0,0,0,99
21201154611,77,4,0,0,0,0,0,79
21201154612,10,0,0,0,0,0,0,10
21201154613,28,0,0,0,0,0,0,28
21201154614,64,9,0,0,0,0,0,70
21201154615,97,4,0,0,0,0,0,99
21201154616,88,4,3,0,0,0,0,99
21201154617,37,0,0,0,0,0,0,42
21201154618,17,0,0,0,0,0,0,17
21201154619,55,0,6,0,0,0,0,56
21201154620,79,3,3,0,0,0,0,89
21201154621,49,6,0,0,0,0,0,60
21201154622,40,5,0,0,0,0,3,46
21201154623,34,3,0,0,0,0,0,45
21201154624,83,3,8,0,0,0,0,89
21201154625,51,0,5,0,0,0,0,54
21201154626,41,3,6,0,0,0,0,47
21201154627,115,10,0,0,0,0,0,133
21201154628,49,5,3,0,0,0,0,63
21201154629,67,5,3,6,0,0,0,79
21201154630,57,3,0,0,0,0,0,64
21201154631,121,6,0,0,0,0,0,129
21201154632,74,0,5,0,0,0,0,78
21201154633,87,9,3,0,0,0,0,100
21201154634,68,6,0,0,0,0,0,71
21201154635,56,0,0,0,0,0,0,61
21201154636,0,0,0,0,0,0,0,0
21201154637,81,8,0,0,0,0,0,86
21201154638,70,3,0,0,0,0,0,70
21201154639,93,8,0,0,0,0,0,98
21201154640,53,5,0,0,0,0,0,59
21201154641,64,3,0,0,0,0,0,71
21201154642,97,8,4,0,0,0,0,110
21201154643,72,6,7,3,0,0,0,82
21201154644,82,11,0,0,0,0,0,90
21201154645,42,4,3,0,0,0,0,51
21201154646,65,4,5,0,0,0,0,74
21201154647,114,11,3,0,0,0,0,127
21201154648,77,0,4,0,0,0,0,81
21201154649,9,0,0,0,0,0,0,11
21201154650,119,10,3,0,0,0,0,130
21201154701,47,4,7,0,0,0,0,65
21201154702,35,0,0,0,0,0,0,38
21201154703,17,3,0,0,0,0,0,21
21201154704,42,0,0,0,0,0,0,47
21201154705,36,4,0,0,0,0,0,45
21201154706,53,4,0,0,0,0,0,61
21201154707,35,0,0,0,0,0,0,34
21201154708,50,0,0,0,0,0,0,56
21201154709,37,7,4,0,0,0,0,43
21201154710,56,0,0,0,0,0,0,60
21201154711,40,3,5,0,0,0,0,42
21201154712,50,6,3,0,0,0,0,57
21201154713,35,3,0,0,0,0,0,40
21201154714,23,0,0,0,0,0,0,23
21201154715,22,0,0,0,0,0,0,22
21201154716,37,8,0,0,0,0,0,44
21201154717,53,8,6,0,0,0,0,57
21201154718,16,0,0,0,0,0,0,19
21201154719,30,4,5,0,0,0,0,30
21201154720,23,0,6,0,0,0,0,27
21201154721,28,5,0,0,0,0,0,33
21201154722,77,0,3,0,0,0,0,78
21201154723,53,0,7,0,0,0,0,61
21201154724,59,6,0,0,0,0,0,62
21201154725,91,6,3,0,0,0,0,99
21201154726,36,6,3,0,0,0,0,44
21201154727,68,8,0,0,0,0,0,77
21201154801,42,3,0,0,0,0,0,45
21201154802,38,0,3,0,0,0,0,44
21201154803,38,0,0,0,0,0,0,43
21201154804,48,8,5,0,0,0,0,64
21201154805,52,9,7,0,0,0,0,64
21201154806,73,8,7,4,0,0,0,93
21201154807,23,9,4,0,0,0,0,38
21201154808,50,6,6,0,0,0,0,58
21201154809,96,6,3,0,0,0,0,105
21201154810,34,5,4,0,0,0,0,41
21201154811,51,4,0,0,0,0,0,61
21201154812,17,4,0,0,0,0,0,19
21201154813,43,4,0,0,0,0,0,41
21201154814,37,0,0,0,0,0,0,38
21201154815,28,3,0,0,0,0,0,35
21201154816,99,9,8,0,0,0,0,123
21201154817,28,4,3,0,0,0,0,35
21201154818,39,7,3,0,0,0,0,51
21201154819,28,0,0,0,0,0,0,32
21201154820,16,0,0,0,0,0,0,16
21201154821,41,4,0,0,0,0,0,51
21201154822,29,4,0,0,0,0,0,34
21201154823,58,8,3,0,0,0,0,63
21201154824,40,5,3,0,0,0,0,48
21201154825,30,3,0,0,0,0,0,33
21201154826,31,3,0,0,0,0,0,34
21201154901,48,0,0,0,0,0,0,59
21201154902,38,0,0,0,0,0,0,42
21201154903,17,4,0,0,0,0,0,22
21201154904,31,0,3,0,0,0,0,37
21201154905,29,3,0,0,0,0,0,35
21201154906,51,0,5,0,0,0,0,62
21201154907,33,3,0,0,0,0,0,41
21201154908,50,7,0,0,0,0,0,63
21201154909,50,6,0,0,0,0,0,57
21201154910,44,8,0,0,0,0,0,50
21201154911,68,5,9,0,0,0,0,77
21201154912,0,0,0,0,0,0,0,0
21201154913,64,5,4,0,0,0,0,76
21201154914,43,10,3,0,0,0,0,61
21201154915,42,0,3,0,0,0,0,42
21201154916,65,3,4,0,0,0,0,78
21201154917,54,7,0,0,0,0,4,66
21201154918,30,0,0,0,0,0,0,35
21201154919,43,4,3,0,0,0,0,51
21201154920,62,3,0,0,0,0,0,68
21201154921,24,0,3,0,0,0,0,29
21201154922,73,9,3,0,0,0,0,83
21201154923,77,14,4,0,0,0,0,92
21201154924,45,6,4,0,0,0,0,58
21201154925,23,5,0,0,0,0,0,29
21201154926,36,8,0,0,0,0,0,51
21201154927,59,4,0,0,0,0,0,66
21201154928,40,6,0,0,0,0,0,52
21201154929,67,4,10,0,0,0,0,75
21201154930,45,4,6,0,0,0,0,52
21201154931,48,3,3,0,0,0,0,62
21201154932,32,0,6,0,0,0,0,37
21201154933,30,3,0,0,0,0,0,36
21201154934,39,6,6,0,0,0,0,50
21201154935,46,7,7,0,0,0,0,57
21201154936,42,8,3,0,0,0,0,57
21201155001,43,6,0,0,0,0,0,45
21201155002,80,8,7,0,0,0,0,87
21201155003,96,7,6,0,0,0,0,105
21201155004,77,11,3,6,0,0,0,95
21201155005,35,10,3,0,0,0,0,45
21201155006,53,0,6,0,0,0,0,56
21201155007,37,0,0,0,0,0,0,38
21201155008,56,5,4,0,0,0,0,65
21201155009,32,0,0,0,0,0,0,39
21201155010,49,0,4,0,0,0,0,59
21201155011,66,4,4,0,0,0,0,71
21201155012,80,4,0,0,0,0,0,87
21201155013,19,0,0,0,0,0,0,22
21201155014,0,0,0,0,0,0,0,0
21201155015,24,0,4,4,0,0,0,34
21201155016,60,11,3,0,0,0,0,69
21201155017,125,11,7,0,0,0,0,146
21201155018,17,0,0,0,0,0,0,17
21201155101,27,4,0,0,0,0,0,31
21201155102,51,10,3,0,0,0,0,62
21201155103,34,0,0,0,0,0,0,38
21201155104,0,0,0,0,0,0,0,0
21201155105,38,3,5,0,0,0,0,49
21201155106,57,0,7,0,3,0,0,61
21201155107,0,0,0,0,0,0,0,0
21201155108,60,3,0,0,0,0,0,68
21201155109,46,0,0,0,0,0,0,52
21201155110,34,3,0,0,0,0,0,37
21201155111,53,6,0,0,0,0,0,58
21201155112,41,4,3,0,0,0,0,58
21201155113,0,0,0,0,0,0,0,0
21201155114,16,3,0,0,0,0,0,24
21201155115,31,4,0,0,0,0,0,30
21201155116,43,0,0,0,0,0,0,46
21201155201,63,6,0,0,0,0,0,75
21201155202,72,3,0,3,0,0,0,72
21201155203,46,4,0,0,0,0,0,52
21201155204,17,5,0,0,0,0,0,17
21201155205,76,4,12,0,0,0,0,89
21201155206,52,3,0,0,0,0,0,57
21201155207,69,0,0,0,0,0,0,71
21201155208,40,9,3,0,0,0,0,56
21201155209,105,4,11,0,0,0,0,120
21201155210,76,3,0,0,0,0,0,88
21201155211,37,0,5,0,0,0,0,48
21201155212,69,7,4,3,0,0,0,86
21201155213,37,6,0,0,0,0,3,49
21201155214,73,7,3,3,0,0,0,82
21201155215,64,4,3,0,0,0,0,74
21201155216,34,5,6,0,0,0,0,36
21201155217,42,3,6,4,0,0,0,55
21201155218,14,0,0,0,0,0,0,18
21201155219,89,7,3,0,0,0,0,105
21201155220,0,0,0,0,0,0,0,0
21201155221,58,0,0,0,0,0,0,58
21201155222,28,3,3,0,0,0,0,34
21201155223,46,7,3,3,0,0,0,53
21201155224,61,8,4,0,0,0,3,71
21201155225,109,7,5,0,0,0,0,117
21201155226,88,9,9,0,0,0,0,107
21201155227,50,6,3,0,0,0,0,61
21201155228,75,3,0,0,0,0,0,79
21201155229,47,6,8,0,0,0,0,64
21201155230,50,3,5,0,0,0,0,56
21201155231,48,6,4,0,0,0,0,56
21201155232,44,4,5,0,0,0,0,55
21201155233,53,4,0,0,0,0,0,64
21201155234,41,8,0,0,0,0,0,46
21201155235,89,7,6,4,0,0,0,112
21201155236,57,3,0,0,0,0,0,63
21201155237,73,7,0,3,0,0,0,96
21201155238,51,0,3,0,0,0,0,51
21201155239,90,6,3,0,0,0,0,101
21201155240,30,6,0,0,0,0,0,35
21201155241,100,4,7,0,0,0,0,114
21201155242,56,3,3,0,0,0,0,63
21201155243,64,9,3,0,0,0,0,73
21201155244,63,12,3,0,0,0,0,91
21201155245,38,0,7,0,0,0,0,46
21201155246,7,0,0,0,0,0,0,11
21201155247,89,3,4,0,0,0,0,97
21201155248,77,3,5,0,0,0,0,91
21201155249,84,7,9,0,0,0,0,99
21201155250,78,3,6,0,0,0,6,93
21201155251,33,4,4,0,0,0,0,38
21201155252,40,9,0,0,0,0,0,48
21201155253,37,4,0,0,0,0,0,46
21201155254,122,9,10,0,0,0,0,136
21202129301,99,0,5,0,0,0,0,106
21202129302,47,0,0,0,0,0,0,53
21202129303,25,0,3,0,0,0,0,26
21202129304,52,3,5,0,0,0,0,59
21202129305,37,4,0,0,0,0,0,41
21202129306,52,4,3,0,0,0,0,53
21202129308,81,0,3,0,0,0,0,85
21202129309,49,4,0,0,0,0,0,52
21202129310,38,0,0,0,0,0,0,43
21202129311,53,10,5,0,0,0,0,61
21202129312,54,3,0,0,0,0,0,53
21202129313,33,3,3,0,0,0,0,39
21202129314,139,13,5,0,0,0,0,157
21202129315,62,0,4,0,0,0,0,66
21202129316,60,6,0,0,0,0,0,60
21202129317,53,7,6,0,0,0,0,71
21202129318,82,7,0,0,0,0,0,87
21202129319,66,12,0,0,0,0,0,79
21202129320,67,4,4,0,0,0,0,76
21202129321,47,0,0,0,0,0,0,50
21202129322,33,5,0,0,0,0,0,36
21202129323,53,0,0,0,0,0,0,56
21202129324,45,3,0,0,0,0,0,54
21202129325,56,7,0,0,0,0,0,70
21202129326,47,9,0,0,0,0,0,60
21202129327,58,3,3,0,0,0,0,64
21202129328,40,0,0,0,0,0,0,46
21202129329,109,10,0,0,0,0,0,119
21202129331,69,4,0,0,0,0,0,79
21202129332,60,0,5,0,0,0,0,62
21202129333,43,0,0,0,0,0,0,48
21202129334,36,7,0,0,0,0,0,37
21202129335,87,0,0,0,0,0,0,85
21202129336,61,0,0,0,0,0,0,63
21202129337,14,0,0,0,0,0,0,14
21202129338,40,0,0,0,0,0,0,44
21202129339,26,0,0,0,0,0,0,30
21202129340,43,6,4,0,0,0,0,52
21202129341,32,5,4,0,0,0,0,43
21202129342,63,10,5,0,0,0,0,71
21202129343,52,0,0,0,0,0,0,53
21202129344,32,3,0,0,0,0,0,35
21202129345,4,0,0,0,0,0,0,4
21202129346,44,4,0,0,0,0,0,46
21202129347,35,5,0,0,0,0,0,44
21202129348,32,0,0,0,0,0,0,30
21202129349,22,0,4,0,0,0,0,27
21202129350,31,4,0,0,0,0,0,33
21202129351,25,0,0,0,0,0,0,25
21202129352,24,0,0,0,0,0,0,32
21202129353,28,8,0,0,0,0,0,34
21202129354,0,0,0,0,0,0,0,0
21202129355,62,4,3,0,0,0,0,69
21202129356,80,6,3,0,0,0,0,91
21202129357,89,0,0,0,0,0,0,93
21202129501,16,0,0,0,0,0,0,21
21202129502,0,0,0,0,0,0,0,0
21202129503,0,0,0,0,0,0,0,0
21202129504,26,4,5,0,0,0,0,33
21202129505,53,4,3,3,0,0,0,64
21202129506,78,4,0,0,0,0,0,90
21202129507,32,5,0,0,0,0,0,40
21202129508,44,4,0,0,0,0,0,53
21202129509,0,0,0,0,0,0,0,0
21202129510,85,4,6,4,0,0,0,95
21202129511,47,4,0,0,0,0,0,52
21202129512,58,4,0,0,0,0,0,62
21202129513,71,0,0,0,0,0,0,73
21202129514,28,0,0,0,0,0,0,31
21202129515,61,5,4,0,0,0,0,69
21202129516,28,4,0,0,0,0,0,30
21202129517,46,0,0,0,0,0,0,47
21202129518,59,8,0,0,0,0,0,61
21202129519,40,0,0,0,0,0,0,47
21202129520,56,3,8,0,0,0,0,71
21202129521,34,3,3,0,0,0,0,37
21202129522,28,0,0,0,0,0,0,36
21202129523,47,3,6,0,0,0,0,54
21202129524,58,3,0,0,0,0,0,67
21202129525,78,3,4,0,0,0,0,80
21202129526,49,3,0,0,0,0,0,57
21202129701,64,0,0,0,0,0,0,63
21202129702,43,0,0,0,0,0,0,43
21202129703,71,0,0,0,0,0,0,75
21202129704,60,0,0,0,0,0,0,62
21202129705,83,0,3,0,0,0,0,89
21202129706,91,0,3,0,0,0,0,91
21202129707,43,0,7,0,0,0,0,50
21202129708,53,5,0,0,0,0,0,60
21202129709,72,9,5,0,0,0,0,85
21202129710,49,0,5,0,0,0,0,55
21202129711,42,3,0,0,0,0,0,47
21202129712,44,5,0,3,0,0,0,55
21202129713,60,8,6,4,0,0,0,74
21202129714,55,5,0,0,0,0,0,57
21202129715,44,0,0,0,0,0,0,49
21202129716,50,0,0,0,0,0,0,48
21202129717,49,6,3,0,0,0,0,60
21202129718,67,0,0,0,0,0,0,71
21202129719,64,3,0,0,0,0,0,70
21202129720,0,0,0,0,0,0,0,0
21202129721,56,4,0,0,0,0,0,55
21202129722,45,8,0,0,0,0,0,52
21202129723,49,0,0,0,0,0,0,48
21202129724,34,4,0,0,0,0,0,36
21202129725,35,0,0,3,0,0,0,42
21202129726,24,0,0,5,0,0,0,31
21202129901,68,16,0,0,0,0,0,79
21202129902,45,0,0,0,0,0,0,46
21202129903,39,3,0,0,0,0,0,47
21202129904,51,0,4,0,0,0,0,59
21202129905,23,3,0,0,0,0,0,30
21202129906,60,4,0,0,0,0,0,67
21202129908,50,0,0,0,0,0,0,51
21202129909,51,0,0,0,0,0,0,57
21202129910,82,0,0,0,0,0,0,88
21202129911,102,3,3,0,0,0,0,103
21202129912,69,4,0,0,0,0,0,80
21202129913,78,0,0,0,0,0,0,82
21202129914,111,7,0,5,0,0,0,119
21202129915,39,0,0,0,0,0,0,45
21202129916,33,0,0,0,0,0,0,38
21202129917,27,3,0,0,0,0,0,34
21202129918,76,0,0,0,0,0,0,85
21202129919,43,4,0,0,0,0,0,45
21202129920,115,4,5,0,0,0,0,118
21202145301,74,4,0,0,0,0,0,85
21202145302,33,0,4,0,0,0,0,34
21202145303,74,0,0,0,0,0,0,78
21202145304,25,0,0,0,0,0,0,28
21202145305,53,0,0,0,0,0,0,63
21202145306,50,4,0,0,0,0,0,57
21202145307,40,3,0,0,0,0,0,52
21202145308,31,0,0,0,0,0,0,31
21202145309,59,5,0,0,0,0,0,65
21202145310,27,0,0,0,0,0,0,31
21202145311,0,0,0,0,0,0,0,0
21202145312,69,3,0,0,0,0,0,77
21202145313,23,0,0,0,0,0,0,26
21202145314,43,0,0,4,0,0,0,47
21202145315,57,0,0,0,0,0,0,61
21202145316,88,4,0,0,0,0,0,96
21202145317,34,3,0,0,0,0,0,41
21202145318,48,0,5,0,0,0,0,58
21202145319,36,0,0,0,0,0,0,38
21202145320,48,3,0,0,0,0,0,52
21202145321,45,0,0,0,0,0,0,52
21202145322,28,0,0,0,0,0,0,32
21202145323,64,8,0,0,0,0,0,67
21202145324,102,6,0,0,0,0,0,114
21202145325,44,0,0,0,0,0,0,41
21202145326,80,4,0,0,0,0,0,85
21202145327,35,0,0,0,0,0,0,40
21202145328,45,0,0,0,0,0,0,46
21202145329,46,4,0,0,0,0,0,55
21202145330,13,0,0,0,0,0,0,13
21202145331,59,4,0,0,0,0,0,68
21202145332,41,6,4,0,0,0,0,50
21202145333,38,3,0,0,0,0,0,43
21202145401,32,0,0,0,0,0,0,41
21202145402,49,3,0,0,0,0,0,47
21202145403,56,0,0,0,0,0,0,63
21202145404,82,3,0,0,0,0,0,87
21202145405,72,3,0,0,0,0,0,78
21202145406,37,0,0,0,0,0,0,41
21202145407,43,0,6,0,0,0,0,41
21202145408,48,3,0,0,0,0,0,52
21202145409,40,0,0,0,0,0,0,48
21202145410,64,3,5,0,0,0,0,70
21202145411,52,0,0,0,0,0,0,53
21202145412,70,3,0,0,0,0,0,75
21202145413,79,5,0,4,0,0,0,89
21202145414,73,5,0,0,0,0,0,75
21202145415,56,3,4,0,0,0,0,66
21202145416,40,0,0,0,0,0,0,39
21202145417,74,0,0,0,0,0,0,70
21202145418,61,8,5,0,0,0,0,73
21202145419,42,0,0,0,0,0,0,44
21202145420,29,0,0,0,0,0,0,35
21202145421,39,0,0,0,0,0,0,41
21202145422,61,3,0,0,0,0,0,62
21202145423,54,0,0,0,0,0,0,57
21202145424,61,3,0,0,0,0,0,64
21202145425,43,4,0,0,0,0,0,45
21202145426,69,7,5,0,0,0,0,78
21202145427,37,0,0,0,0,0,0,34
21202145428,42,3,0,0,0,0,0,51
21202145429,37,4,0,0,0,0,0,41
21202145430,44,0,0,5,0,0,0,48
21202145431,31,3,0,0,0,0,0,37
21202145432,32,0,0,0,0,0,0,32
21202145433,55,0,0,0,0,0,0,61
21202145434,0,0,0,0,0,0,0,0
21202145435,64,0,0,0,0,0,0,68
21202145436,33,0,0,0,0,0,0,35
21202145501,117,8,5,3,0,0,0,134
21202145502,63,0,3,0,0,0,0,65
21202145503,57,0,3,0,0,0,0,58
21202145504,57,4,0,0,0,0,0,59
21202145505,43,3,0,0,0,0,0,43
21202145506,47,4,0,0,0,0,0,54
21202145507,65,9,4,0,0,0,0,83
21202145508,61,3,3,0,0,0,0,72
21202145509,50,3,0,0,0,0,0,52
21202145510,24,7,0,0,0,0,0,25
21202145511,54,6,0,0,0,0,0,56
21202145512,61,3,0,0,0,0,0,61
21202145513,64,6,0,0,0,0,0,66
21202145514,34,4,6,0,0,0,0,44
21202145515,64,4,5,0,0,0,0,75
21202145516,52,4,0,0,0,0,0,59
21202145517,27,0,0,0,0,0,0,27
21202145518,33,3,0,0,0,0,0,46
21202145519,44,0,0,0,0,0,0,47
21202145520,38,3,0,0,0,0,0,41
21202145521,63,4,0,0,0,0,0,65
21202145522,96,0,0,0,0,0,0,101
21202145523,37,5,3,0,0,0,0,41
21202145524,26,4,0,0,0,0,0,33
21202145525,68,9,6,0,0,0,0,77
21202145526,53,5,3,0,0,0,0,63
21202145527,61,6,0,0,0,0,0,69
21202145528,36,4,0,0,0,0,0,46
21202145529,41,0,4,0,0,0,0,48
21202145530,46,3,0,0,0,0,0,53
21202145531,87,0,5,0,0,0,0,91
21202145532,38,4,0,0,0,0,0,44
21202145533,45,5,3,0,0,0,0,55
21202145534,33,0,0,0,0,0,0,32
21202145601,82,6,0,0,0,0,0,89
21202145602,140,0,4,0,0,0,0,149
21202145603,67,10,0,0,0,0,0,75
21202145604,69,8,0,0,0,0,0,76
21202145605,45,4,0,0,0,0,0,47
21202145606,0,0,0,0,0,0,0,0
21202145607,72,5,3,0,0,0,0,80
21202145608,13,0,0,0,0,0,0,12
21202145609,39,0,0,0,0,0,0,38
21202145610,51,0,0,0,0,0,0,56
21202145611,55,6,0,0,0,0,0,65
21202145612,66,7,0,0,0,0,0,70
21202145613,53,3,0,0,0,0,0,55
21202145614,40,3,0,0,0,0,0,49
21202145615,93,8,3,0,0,0,0,106
21202145616,39,10,3,0,0,0,0,54
21202145617,21,6,0,0,0,0,0,21
21202145618,63,0,3,5,0,0,0,71
21202145619,84,0,0,4,0,0,0,84
21202145620,64,5,0,4,0,0,0,78
21202145621,44,0,0,0,0,0,0,44
21202145622,35,5,4,0,0,0,0,45
21202145623,27,4,0,0,0,0,0,37
21202145624,47,0,0,3,0,0,0,56
21202145625,56,0,0,0,0,0,0,62
21202145626,34,4,0,0,0,0,0,36
21202145627,0,0,0,0,0,0,0,0
21202145628,33,5,0,0,0,0,0,40
21202145629,81,4,8,0,0,0,0,93
21202145630,75,3,0,0,0,0,0,77
21202145631,29,4,0,0,0,0,0,32
21202145632,62,0,0,0,0,0,0,71
21202155301,65,8,0,0,0,0,0,72
21202155302,50,8,5,0,0,0,0,60
21202155303,70,3,6,0,0,0,0,75
21202155304,66,7,5,0,0,0,0,70
21202155305,59,3,3,0,0,0,0,64
21202155306,59,3,3,0,0,0,0,68
21202155307,67,5,0,0,0,0,0,79
21202155308,62,9,0,0,0,0,0,67
21202155309,70,3,3,0,0,0,0,74
21202155310,57,0,0,0,0,0,0,65
21202155311,102,5,0,0,0,0,0,104
21202155312,87,3,3,0,0,0,0,97
21202155313,42,3,0,0,0,0,0,44
21202155314,46,4,0,0,0,0,0,53
21202155315,69,3,3,0,0,0,0,76
21202155316,62,0,8,0,0,0,0,71
21202155317,71,12,3,0,0,0,0,86
21202155318,49,3,0,0,0,0,0,56
21202155319,36,4,0,0,0,0,0,37
21202155320,75,6,0,0,0,0,0,81
21202155321,165,6,4,0,0,0,0,174
21202155322,97,8,0,0,0,0,0,103
21202155323,85,3,5,0,0,0,0,92
21202155324,72,7,4,0,0,0,0,80
21202155325,59,5,4,0,0,0,0,68
21202155326,128,8,4,6,0,0,0,141
21202155327,58,8,6,0,0,0,0,73
21202155328,69,5,0,0,0,0,0,72
21202155329,65,4,0,0,0,0,0,71
21202155330,87,8,0,0,0,0,0,93
21202155331,81,7,5,0,0,0,0,90
21202155332,26,0,0,0,0,0,0,30
21202155333,61,3,0,0,0,0,0,67
21202155334,34,0,0,0,0,0,0,40
21202155335,107,4,4,0,0,0,0,119
21202155336,85,7,5,0,0,0,0,94
21202155337,71,4,6,0,0,0,0,71
21202155338,45,3,3,0,0,0,0,54
21202155339,54,7,4,0,0,0,0,56
21202155401,38,3,0,0,0,0,0,48
21202155402,90,0,0,0,0,0,0,91
21202155403,0,0,0,0,0,0,0,0
21202155404,80,5,6,0,0,0,0,84
21202155405,0,0,0,0,0,0,0,0
21202155406,42,4,0,0,0,0,0,47
21202155407,175,3,4,0,0,0,0,178
21202155408,41,0,0,0,0,0,0,46
21202155409,60,3,0,0,0,0,0,67
21202155410,48,3,3,0,0,0,0,54
21202155411,92,5,7,3,0,0,0,95
21202155412,86,8,12,3,0,0,0,101
21202155413,71,7,4,0,0,0,0,82
21202155414,103,7,8,0,0,0,0,120
21202155415,149,3,10,0,0,0,0,165
