LGA_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
LGA27260,16368,16166,7356,3579,4077,2281,1155,50981,1190,1124,571,345,448,181,91,3954,1127,1043,522,313,372,168,85,3621,3528,3480,2176,1449,1761,758,338,13493,115,124,45,25,13,14,0,338,22325,21937,10672,5710,6680,3401,1670,72393,1040,1512,929,658,867,468,304,5776,289,313,200,114,192,74,41,1226,128,245,125,126,143,56,30,847,873,1234,795,599,728,252,114,4602,96,151,70,42,29,6,8,398,2426,3453,2118,1538,1957,857,486,12845,24751,25393,12792,7242,8642,4260,2160,85238
LGA27350,608,496,246,134,186,112,72,1848,378,283,150,96,108,59,33,1114,478,364,174,93,93,56,33,1297,1569,1142,629,405,556,355,137,4798,12,18,7,0,3,0,0,40,3050,2300,1203,732,956,581,277,9103,167,217,169,108,134,116,53,957,49,57,35,52,35,29,20,273,25,54,39,13,25,17,8,173,90,169,126,77,125,77,50,712,38,32,17,9,9,0,0,102,365,534,389,253,324,235,125,2216,3411,2833,1585,990,1278,819,404,11319
LGA27450,736,821,503,310,445,247,140,3193,562,679,383,305,367,189,110,2596,650,689,382,240,315,143,67,2497,6190,5821,3326,2172,2771,1086,489,21861,26,26,20,6,12,0,0,87,8164,8034,4617,3031,3912,1662,803,30221,39,72,63,50,73,45,29,367,95,128,113,102,136,40,27,640,39,76,70,53,92,33,25,383,538,1000,754,554,741,296,128,4011,24,24,16,15,13,0,8,97,732,1297,1012,773,1055,415,212,5499,8892,9332,5632,3811,4962,2081,1014,35725
LGA27630,14,12,4,4,6,0,0,35,6,3,4,7,0,0,0,16,9,4,6,0,3,0,0,23,201,209,152,98,113,23,4,797,0,3,3,0,0,0,0,9,222,228,169,110,125,22,4,882,0,0,0,0,0,0,0,5,0,7,4,4,6,0,0,28,0,0,0,0,0,0,0,8,36,65,48,37,45,4,5,239,0,0,0,0,3,0,0,3,39,72,57,45,51,4,5,278,264,298,227,157,177,29,8,1161
LGA29399,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,3,6,9,0,0,26,0,0,0,0,0,0,0,0,14,10,10,3,6,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,15,14,14,9,3,8,0,0,51
LGA29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA30250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,32,25,26,8,0,0,129,0,0,0,0,0,0,0,0,44,32,25,26,8,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,39,18,11,0,0,0,100,0,0,0,0,0,0,0,0,35,36,22,11,0,0,0,105,77,71,44,31,8,0,0,241
LGA30300,15,3,0,0,0,3,0,22,13,8,0,0,0,0,0,25,6,9,3,0,0,0,0,24,165,143,113,56,57,4,8,538,0,0,0,0,0,0,0,0,195,174,116,60,61,9,8,613,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,60,75,46,32,13,0,0,228,0,0,0,0,0,0,0,4,63,73,47,36,15,0,0,236,254,249,164,91,73,9,11,848
LGA30370,46,56,29,11,22,0,0,172,19,28,13,5,15,0,0,83,40,40,11,10,10,0,0,115,629,680,414,234,213,19,6,2189,8,3,3,0,0,0,0,15,747,815,472,260,264,22,6,2578,0,0,4,3,3,0,0,15,6,9,4,5,0,0,0,26,0,9,5,3,0,0,0,19,86,115,90,53,58,7,0,404,8,0,3,0,0,0,0,6,101,136,109,60,64,7,0,473,847,954,580,326,323,30,6,3054
LGA30410,3,7,0,0,5,0,0,19,0,0,0,0,0,0,0,5,5,6,0,0,0,0,0,11,110,118,70,34,33,8,0,361,0,0,0,0,0,0,0,3,120,131,74,38,35,8,0,407,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,33,10,13,13,3,0,84,0,6,4,0,0,0,0,11,19,40,17,11,17,3,0,103,139,174,85,50,52,6,0,504
LGA30450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,7,0,0,0,0,32,0,0,0,0,0,0,0,0,8,23,7,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,19,4,0,0,0,0,38
LGA30760,0,4,0,0,0,0,0,4,4,4,5,0,0,0,0,8,5,0,3,0,0,0,0,15,74,72,36,12,13,0,0,217,0,0,0,0,0,0,0,0,84,81,43,19,16,3,0,246,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,16,6,4,0,0,56,0,0,0,3,0,0,0,3,17,10,17,15,4,0,0,61,100,97,56,28,21,3,0,302
LGA30900,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,26,22,6,0,0,0,0,55,0,0,0,0,0,0,0,0,27,22,6,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,3,12,7,0,0,0,0,27,0,0,0,0,0,0,0,0,9,15,13,0,0,0,0,34,39,37,16,0,0,0,0,91
LGA31000,20524,22405,11655,6991,9048,5124,2640,78389,6319,6305,3716,2389,3044,1421,524,23723,6886,6647,3619,2135,2684,1283,474,23734,24847,25273,15969,10701,14429,7076,2742,101035,209,224,108,58,49,6,4,653,58780,60849,35064,22279,29259,14916,6389,227534,1476,2721,2033,1566,2274,1300,692,12059,971,1533,1077,756,957,407,184,5884,560,1125,865,581,740,369,173,4418,2864,4997,3773,2841,3885,1601,760,20717,296,301,152,99,73,22,6,958,6164,10684,7905,5849,7932,3697,1811,44035,64948,71532,42964,28129,37190,18609,8201,271572
LGA31750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,22,11,4,4,0,0,56,0,0,0,0,0,0,0,0,19,23,11,4,4,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23,11,3,4,0,0,60
LGA31820,233,301,168,117,158,35,10,1015,164,196,122,114,121,19,5,739,214,237,159,100,105,19,0,846,2515,2853,1846,1354,1578,241,68,10453,17,16,11,6,6,0,0,59,3133,3613,2314,1688,1968,317,86,13112,14,48,22,28,26,8,3,146,51,112,82,52,57,6,3,364,33,63,50,38,34,5,0,225,876,1211,875,602,635,56,25,4280,42,37,20,13,12,0,0,117,1011,1464,1051,731,765,82,28,5134,4148,5075,3367,2421,2733,392,115,18247
LGA31900,36,36,19,15,9,0,0,114,24,19,14,6,17,0,0,82,34,24,9,14,5,0,0,92,544,549,357,256,324,43,12,2083,0,0,0,0,0,0,0,6,637,629,406,291,362,42,14,2377,0,0,4,0,0,0,0,7,6,9,5,0,9,0,0,20,4,8,4,5,0,0,0,27,96,171,109,92,77,10,0,548,8,3,0,0,0,0,0,15,108,187,126,103,87,10,0,620,745,811,532,393,447,46,14,2995
LGA31950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,12,18,5,6,0,0,0,39,0,0,0,0,0,0,0,0,19,18,11,6,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,18,18,11,0,0,0,0,54
LGA32080,1341,1601,877,606,767,191,70,5455,559,602,389,280,332,58,19,2248,888,925,551,364,429,70,22,3239,3817,4130,2597,1779,2022,333,121,14793,29,32,25,14,17,0,0,119,6630,7291,4440,3046,3568,654,233,25857,109,250,209,146,231,68,26,1040,140,240,184,119,153,23,15,872,120,270,226,164,174,25,17,999,1207,1733,1153,878,924,147,45,6087,74,86,44,33,10,3,0,250,1658,2576,1810,1338,1493,268,110,9254,8290,9871,6251,4387,5059,920,339,35109
LGA32250,0,4,0,0,0,0,0,9,0,0,4,0,0,0,0,4,5,4,0,0,0,0,0,8,72,68,31,23,0,0,0,188,0,0,0,7,0,0,0,11,88,75,38,32,3,0,0,232,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,40,57,32,15,0,0,0,147,0,5,3,0,0,0,0,10,44,61,33,22,0,0,0,165,130,139,71,47,4,0,0,392
LGA32260,191,164,93,34,53,14,0,546,55,60,43,24,20,0,0,195,100,102,59,31,47,6,0,337,732,801,505,338,395,37,9,2812,26,9,3,3,0,0,0,45,1098,1132,705,426,512,51,14,3939,7,19,18,9,8,5,0,63,27,25,22,14,15,0,0,94,11,18,11,12,14,0,0,70,218,318,233,157,172,12,4,1110,15,12,12,8,3,0,0,52,274,387,297,198,212,21,5,1389,1370,1516,1001,626,720,74,18,5328
LGA32270,130,154,103,67,73,11,0,536,86,78,39,14,32,0,0,254,101,97,32,24,27,0,0,286,1248,1412,814,461,484,29,3,4450,5,15,6,0,0,0,0,27,1566,1760,995,572,613,41,4,5552,8,19,20,18,12,0,0,75,19,25,15,5,8,0,0,77,9,20,19,3,10,0,0,53,193,255,177,124,124,13,3,877,14,14,11,3,3,0,0,44,238,323,243,158,153,8,3,1125,1805,2084,1239,728,765,49,8,6682
LGA32310,17,19,14,9,11,0,0,75,14,18,9,3,4,0,0,46,19,19,14,4,12,0,0,62,314,387,237,166,197,12,4,1311,0,3,0,0,0,0,0,7,359,443,277,181,222,15,6,1501,0,3,0,8,0,0,0,17,5,10,10,9,3,0,0,35,3,4,8,9,5,0,0,31,92,163,109,86,77,7,0,534,7,3,6,0,0,0,0,19,109,182,135,99,94,11,0,628,474,629,409,282,312,28,3,2129
LGA32330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,51,31,13,8,0,0,139,0,0,0,0,0,0,0,0,38,51,31,13,8,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,108,51,30,11,3,0,273,0,3,0,0,0,0,0,4,68,108,51,30,11,3,0,278,111,159,82,50,22,3,0,425
LGA32450,15,15,6,0,0,0,0,41,5,0,0,0,0,0,0,7,9,9,3,0,0,0,0,27,148,150,69,33,33,3,0,435,0,0,0,0,0,0,0,3,177,181,83,38,33,4,0,508,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,4,0,0,0,0,0,10,39,36,26,19,20,0,0,134,5,6,3,0,3,0,0,9,47,48,27,19,20,0,0,164,225,225,112,49,55,11,0,673
LGA32500,14,13,11,3,0,0,0,39,10,8,3,4,9,0,0,30,14,14,7,3,4,0,0,49,118,123,75,40,32,0,0,396,0,0,0,0,0,0,0,6,150,158,102,53,47,0,0,513,0,0,0,0,3,0,0,3,4,0,4,0,7,0,0,8,0,0,3,5,0,0,0,8,39,65,36,20,7,0,0,170,0,3,0,0,0,0,0,3,41,64,41,22,15,0,0,193,193,226,139,75,63,0,0,707
LGA32600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,4,0,0,0,0,25,0,0,0,0,0,0,0,0,12,8,3,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,3,0,0,0,0,12,0,0,0,0,0,0,0,0,9,9,3,0,0,0,0,12,20,19,5,0,0,0,0,49
LGA32750,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,8,0,0,0,0,0,0,0,0,5,4,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,5,4,5,6,0,0,0,21
LGA32770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,103,98,58,46,16,0,0,318,0,0,0,0,0,0,0,0,102,103,58,46,16,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,28,25,15,9,0,0,119,0,0,0,0,0,0,0,0,41,28,25,15,9,0,0,121,146,131,82,53,22,0,0,442
LGA32810,55,36,19,21,23,0,0,154,39,38,21,17,17,0,0,131,60,49,51,34,20,0,0,218,222,297,172,106,120,7,5,937,3,4,0,0,0,0,0,13,382,426,260,176,185,18,4,1457,0,0,5,5,0,0,0,20,9,8,8,7,9,0,0,42,5,10,12,0,0,3,0,29,66,109,74,36,55,11,0,339,6,8,6,0,0,0,0,21,84,142,96,51,68,15,0,451,465,560,365,227,253,33,4,1909
LGA33100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,5,37,25,7,0,0,0,0,73,0,0,0,0,0,0,0,0,37,30,9,4,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,12,40,32,10,4,0,0,0,82
LGA33200,3,7,0,0,0,0,0,7,4,6,0,0,0,0,0,11,3,0,5,0,0,0,0,8,67,54,27,4,9,0,0,167,0,0,5,0,0,0,0,6,81,67,36,4,9,0,0,194,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,12,13,13,7,7,0,0,50,0,0,0,0,0,0,0,0,12,20,13,7,7,0,0,57,95,85,48,9,17,0,0,248
LGA33220,246,301,209,147,171,27,13,1121,199,239,156,111,127,15,5,851,232,286,200,132,161,15,9,1038,2294,2841,1853,1395,1493,183,57,10111,26,28,13,16,3,5,0,95,3007,3705,2429,1794,1961,236,82,13211,17,37,27,30,40,4,4,154,74,100,70,66,59,4,4,380,42,84,59,60,58,6,0,310,888,1347,933,711,711,65,21,4674,44,47,35,22,13,0,0,160,1059,1615,1131,886,877,79,28,5678,4067,5315,3558,2684,2842,315,107,18896
LGA33360,262,361,271,164,219,40,10,1327,168,167,120,104,81,7,0,660,235,238,123,81,95,7,8,785,2345,2550,1529,994,1199,120,28,8762,19,21,23,11,0,0,0,77,3028,3343,2066,1352,1590,188,48,11619,17,28,35,40,30,3,3,154,49,70,45,36,36,9,0,238,30,47,36,31,34,8,4,178,637,813,499,412,367,40,9,2783,25,26,14,15,4,0,0,85,754,991,626,519,464,63,11,3438,3786,4339,2696,1872,2059,244,62,15053
LGA33430,6460,7324,4435,2868,3762,1543,841,27237,3552,3427,1884,1229,1465,514,213,12292,3591,3568,2030,1199,1466,526,203,12590,13274,13613,8244,5509,6809,2387,859,50692,136,132,76,39,33,12,3,431,27023,28068,16662,10843,13536,4988,2120,103234,565,1194,949,777,1039,417,218,5168,714,1099,741,502,614,180,76,3927,460,836,605,381,550,183,75,3094,2461,3851,2740,2078,2518,742,331,14719,160,155,117,55,46,10,4,542,4368,7139,5155,3793,4774,1534,705,27449,31387,35204,21816,14629,18302,6523,2825,130687
LGA33610,38,24,15,9,9,0,0,91,20,5,3,7,6,0,0,43,31,24,8,0,10,0,0,71,426,481,286,152,134,11,0,1499,0,0,0,0,0,0,0,3,514,538,313,166,157,17,3,1706,0,0,0,0,0,0,0,4,3,4,5,3,0,0,0,18,4,4,5,3,0,0,0,14,110,110,83,68,48,6,0,430,0,0,0,0,0,0,0,5,118,128,91,72,47,6,0,465,626,664,405,238,209,18,3,2171
LGA33620,69,84,65,41,67,8,3,344,84,122,88,58,63,12,4,425,145,144,104,55,72,19,5,542,1451,1669,1115,766,895,120,28,6041,11,5,4,9,0,0,0,38,1764,2028,1374,926,1098,156,37,7388,8,19,15,14,12,4,0,68,26,45,32,25,41,5,0,171,20,36,32,25,27,5,0,143,419,555,424,302,320,49,11,2078,13,28,19,15,3,0,0,80,488,681,514,374,406,60,16,2543,2250,2709,1884,1300,1501,217,50,9931
LGA33800,9,6,9,4,0,0,0,30,4,13,5,9,10,0,0,30,10,14,13,5,12,5,0,59,300,350,211,157,199,12,3,1230,4,0,0,0,0,0,0,8,328,384,236,173,216,22,3,1360,0,5,0,0,0,0,0,5,4,8,5,0,3,0,0,14,4,4,0,0,3,0,0,12,65,103,78,60,51,9,0,369,6,5,4,0,0,0,0,15,76,122,87,60,57,15,0,411,400,501,330,232,270,32,3,1774
LGA33830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,54,60,22,17,8,0,0,160,0,0,0,0,0,0,0,0,55,63,22,17,8,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,36,23,9,10,0,0,125,0,0,0,0,0,0,0,0,48,36,23,9,10,0,0,128,100,103,41,32,15,0,0,294
LGA33960,3428,3695,2181,1303,1616,530,259,13017,1175,1036,518,348,406,129,40,3658,1142,998,524,296,359,99,40,3455,7094,6976,3872,2503,2739,766,252,24201,76,101,47,20,19,9,0,261,12921,12796,7150,4460,5143,1530,595,44595,474,714,467,363,437,126,84,2667,357,469,254,220,233,36,15,1584,160,280,186,116,151,29,14,941,2226,3009,1900,1360,1299,257,80,10134,118,106,72,48,26,7,3,382,3329,4578,2886,2110,2150,451,197,15708,16247,17374,10033,6573,7294,1982,790,60298
LGA33980,100,105,71,30,43,4,0,350,60,86,39,18,20,0,0,217,98,59,34,21,19,6,0,233,970,1037,538,243,292,21,7,3112,3,7,4,0,0,0,0,16,1229,1294,682,313,376,28,6,3931,5,16,15,0,12,0,0,48,10,11,3,0,0,0,0,21,13,8,3,6,4,0,0,36,128,208,114,65,67,3,0,583,4,0,3,0,0,0,0,13,156,250,140,72,80,3,0,697,1381,1538,818,386,458,35,6,4627
LGA34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,40,30,19,7,0,0,145,4,0,0,0,0,0,0,0,54,40,31,19,7,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,40,21,19,5,0,0,125,0,0,0,0,0,0,0,5,34,43,27,21,5,0,0,128,84,84,53,42,14,0,0,275
LGA34530,62,71,87,47,73,14,8,352,103,103,65,36,48,6,3,363,120,126,79,57,47,11,0,437,1265,1487,975,627,717,117,46,5236,3,9,8,4,5,0,0,19,1550,1795,1208,769,890,143,53,6413,3,18,7,15,9,0,4,60,30,24,18,15,21,0,0,113,13,31,21,16,21,3,0,99,218,333,225,175,207,32,5,1195,13,8,3,4,5,0,0,30,273,407,275,225,262,38,10,1498,1826,2201,1480,994,1154,185,66,7908
LGA34570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,36,17,5,5,0,0,96,0,0,0,0,0,0,0,0,27,34,19,5,5,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,15,14,5,3,0,0,64,0,0,0,0,0,0,0,0,22,17,14,5,3,0,0,62,49,53,35,13,11,0,0,158
LGA34580,168,163,94,63,78,21,7,594,86,112,81,50,57,9,3,401,124,135,76,36,71,6,6,449,1377,1490,956,657,761,114,33,5385,17,6,3,6,0,0,0,31,1766,1912,1208,816,961,151,42,6863,13,19,13,17,24,7,5,95,39,37,29,25,22,4,0,158,19,28,27,22,23,0,5,129,304,473,315,228,253,28,11,1617,8,10,10,5,8,0,0,41,388,579,387,297,325,46,16,2037,2152,2488,1604,1111,1290,198,61,8900
LGA34590,6087,6269,3699,2357,2935,1198,616,23163,1855,1713,1022,652,744,215,86,6280,1798,1644,934,548,698,179,93,5899,8429,8425,4934,3274,3706,924,322,30015,106,124,65,43,23,6,4,367,18280,18177,10663,6867,8113,2518,1117,65730,797,1099,746,589,758,252,150,4392,630,738,452,302,340,91,47,2590,315,469,361,238,285,72,18,1761,2849,3584,2313,1571,1653,299,118,12393,195,173,86,70,36,8,3,566,4783,6063,3954,2767,3067,719,339,21698,23065,24234,14613,9636,11182,3231,1459,87428
LGA34710,6,8,3,0,0,0,0,20,5,0,3,0,0,0,0,16,18,4,7,3,0,0,0,27,116,142,87,36,33,5,0,418,0,3,0,0,0,0,0,9,146,163,97,39,45,8,0,496,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,4,3,0,0,3,0,0,11,16,37,29,17,19,4,0,127,0,0,0,0,0,0,0,0,19,42,31,18,27,4,0,144,172,211,129,63,66,11,0,641
LGA34770,528,644,401,281,345,67,29,2300,346,294,178,115,129,21,6,1087,447,430,219,128,173,16,4,1411,4473,4593,2929,1908,2230,265,68,16477,21,12,10,10,5,0,0,65,5819,5972,3736,2438,2874,378,116,21336,27,55,45,22,31,17,0,204,85,102,65,35,50,4,0,338,48,84,52,48,60,11,0,299,878,1292,896,617,658,63,24,4431,26,30,18,13,8,0,0,96,1059,1570,1080,734,807,88,30,5368,6880,7539,4820,3177,3683,461,141,26703
LGA34800,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,3,0,0,0,0,0,0,5,45,32,17,4,3,0,0,98,0,0,0,0,0,0,0,0,49,33,19,4,3,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,9,0,0,3,0,0,14,54,39,20,5,4,0,0,126
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,26,13,0,5,0,0,70,0,0,0,0,0,0,0,0,27,26,13,0,5,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,15,6,3,0,0,0,46,0,0,0,0,0,0,0,3,21,15,7,3,5,0,0,47,49,37,21,4,4,0,0,116
LGA34860,42,49,21,9,22,4,0,148,26,20,7,3,8,0,0,65,40,30,8,7,7,0,0,93,545,580,352,195,192,23,0,1887,3,3,3,0,0,0,0,9,659,683,392,214,232,27,5,2207,0,9,0,9,3,0,0,17,3,3,0,0,0,0,0,18,9,8,0,0,5,0,0,14,90,159,83,65,58,4,4,468,0,0,3,0,0,0,0,7,100,179,88,74,69,9,4,523,756,861,484,290,304,34,3,2729
LGA34880,89,77,43,26,37,9,0,280,42,55,37,19,31,3,0,182,117,81,39,29,38,5,0,312,520,586,426,277,355,46,11,2226,7,4,3,5,3,0,0,27,779,811,549,356,462,62,15,3027,3,5,12,9,12,0,0,46,12,21,17,17,13,0,0,84,11,14,4,10,6,0,0,48,167,247,169,112,105,9,0,811,7,20,7,3,0,0,0,41,208,307,211,151,135,10,0,1024,988,1108,757,506,601,70,13,4049
LGA35010,3888,4677,2959,1961,2481,971,411,17349,2188,2277,1404,919,1134,342,117,8379,2256,2185,1234,788,946,313,120,7850,13576,14235,8942,5695,6874,2107,765,52191,108,127,62,37,23,0,4,364,22014,23505,14600,9405,11463,3738,1405,86127,316,641,478,331,498,197,83,2544,646,856,533,391,482,130,41,3078,325,522,386,282,337,87,51,1997,3367,4913,3242,2314,2601,557,239,17229,157,157,81,57,50,9,0,515,4813,7084,4715,3371,3971,982,412,25362,26824,30594,19315,12776,15438,4726,1823,111488
