LGA_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
LGA45120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,16,52,14,14,114,0,0,3,11,16,52,14,14,114,221,176,210,234,346,285,155,30,1652,15,7,22,17,18,20,19,4,124,234,189,233,263,383,351,186,49,1885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,4,0,5,0,0,0,6,3,0,4,0,8,157,191,225,259,347,316,169,71,1740,12,14,19,14,15,13,17,10,111,168,206,238,271,368,331,191,85,1855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,20,53,17,17,121,0,0,3,12,20,53,17,17,123,371,369,431,493,697,596,325,102,3389,30,19,36,28,36,34,33,14,230,401,389,473,534,747,681,379,130,3744
LGA45290,6,25,8,14,0,0,0,0,60,4,12,6,6,10,0,0,0,40,6,29,35,74,84,160,117,100,605,14,70,48,96,93,160,117,100,696,2286,2658,2287,2034,2020,1548,908,374,14119,64,124,93,78,74,64,42,36,569,2362,2852,2431,2209,2185,1777,1068,505,15384,7,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,11,0,8,6,16,30,24,5,6,92,5,13,13,13,28,24,5,6,106,2040,2791,2407,2285,2255,2025,1479,797,16074,73,105,81,66,64,61,64,69,578,2127,2909,2495,2357,2349,2113,1545,871,16760,12,24,11,14,0,0,0,0,67,4,13,10,10,7,0,0,0,45,3,41,40,87,108,193,120,107,697,20,83,64,112,126,193,120,107,809,4332,5451,4686,4317,4269,3576,2392,1165,30191,136,227,175,140,138,121,102,108,1147,4486,5758,4924,4568,4528,3885,2611,1377,32147
LGA45340,14,15,14,16,9,0,0,0,68,11,45,34,31,19,0,0,0,142,30,156,266,486,708,1361,666,335,4001,55,218,313,533,733,1361,666,335,4206,9839,9929,10066,10181,9504,7862,4107,1052,62542,426,479,473,465,416,356,250,153,3031,10324,10630,10850,11180,10656,9582,5020,1545,69779,0,3,5,3,3,0,0,0,14,6,16,10,3,5,0,0,0,43,9,34,61,114,196,164,56,44,670,15,56,78,121,204,164,56,44,728,9360,10374,11185,11044,11164,10229,5272,1992,70626,394,391,431,394,373,366,359,312,3024,9771,10822,11695,11561,11743,10753,5683,2349,74378,10,20,18,18,14,0,0,0,83,20,61,44,40,24,0,0,0,182,38,189,333,601,895,1516,725,377,4669,67,272,391,650,932,1516,725,377,4937,19201,20304,21249,21225,20671,18090,9372,3044,133161,827,875,906,856,791,723,609,469,6058,20093,21451,22544,22741,22395,20330,10711,3887,144158
LGA45400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,7,16,0,0,0,0,5,9,0,7,13,34,29,30,41,71,66,29,9,302,3,6,4,5,3,11,0,4,28,37,34,33,46,79,73,32,16,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30,39,38,44,72,65,30,24,345,0,3,5,0,3,3,6,9,28,26,45,45,45,79,69,34,36,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,7,20,0,3,0,0,5,10,0,7,17,62,73,71,83,141,125,56,37,651,5,4,6,6,12,15,8,9,57,67,78,77,94,155,149,68,49,726
LGA45540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,37,7,0,66,0,0,0,3,17,37,7,0,66,64,46,50,85,126,119,56,12,560,15,12,15,13,17,17,11,6,106,76,63,68,109,155,161,71,15,723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,0,8,0,0,0,0,5,6,3,0,8,49,45,72,85,139,123,70,18,599,12,12,13,15,19,10,10,6,98,55,60,85,98,155,142,83,27,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,32,13,5,76,0,0,0,5,17,32,13,5,76,106,89,127,168,267,244,127,33,1157,22,28,30,30,37,28,16,12,197,131,122,156,209,312,300,157,49,1432
LGA45680,88,206,109,49,29,0,0,0,479,12,43,23,25,17,0,0,0,126,9,134,157,286,477,557,251,92,1963,115,386,292,361,530,557,251,92,2572,6117,6780,5639,4958,4578,2779,1381,436,32668,401,508,431,322,262,200,120,77,2317,6635,7665,6358,5644,5366,3533,1751,607,37564,19,44,16,11,4,0,0,0,90,3,6,6,9,0,0,0,0,26,9,30,30,88,107,76,28,26,387,30,74,54,103,111,76,28,26,503,6057,7549,5975,5279,5180,3409,1942,790,36184,402,483,329,290,221,206,190,152,2262,6492,8107,6358,5675,5513,3686,2155,965,38945,112,243,124,58,33,0,0,0,574,13,50,29,30,19,0,0,0,150,19,169,187,379,586,627,276,116,2351,150,458,344,466,638,627,276,116,3074,12167,14325,11608,10241,9763,6183,3328,1232,68851,803,993,755,612,481,404,308,227,4588,13121,15770,12715,11319,10878,7214,3912,1574,76510
LGA45890,56,189,106,56,10,0,0,0,412,13,36,28,25,19,0,0,0,128,17,132,160,215,371,534,319,205,1964,86,356,295,295,405,534,319,205,2499,7549,10378,9139,7278,6818,4737,2279,779,48963,449,736,636,462,344,212,141,67,3051,8090,11471,10075,8034,7565,5488,2741,1054,54512,34,49,21,8,4,0,0,0,107,5,8,9,5,6,0,0,0,34,3,26,39,65,114,73,24,26,366,35,90,63,76,122,73,24,26,507,7023,10353,9192,7768,7438,5853,3255,1799,52681,318,492,463,335,268,243,170,108,2392,7379,10927,9726,8179,7824,6168,3451,1934,55581,86,236,120,64,9,0,0,0,520,19,46,40,30,31,0,0,0,163,23,162,201,277,487,605,344,232,2328,125,443,360,378,529,605,344,232,3006,14573,20732,18333,15045,14254,10594,5533,2580,101640,763,1226,1103,792,610,454,311,176,5446,15465,22399,19793,16214,15389,11653,6188,2988,110095
LGA46090,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,4,27,50,94,33,17,232,0,7,9,29,48,94,33,17,245,694,824,625,659,815,562,334,63,4569,147,328,244,134,97,61,34,8,1054,836,1160,879,821,962,719,403,95,5870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7,9,0,0,30,0,4,5,7,7,9,0,0,31,631,873,710,777,833,636,366,141,4981,61,63,65,74,68,40,30,14,407,695,937,779,861,906,686,401,161,5418,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,6,16,38,58,103,33,15,262,0,8,14,38,58,103,33,15,276,1325,1697,1328,1438,1654,1200,700,212,9549,203,390,313,206,162,100,63,28,1462,1530,2096,1653,1682,1870,1406,799,250,11285
LGA46300,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,5,5,10,9,32,48,91,55,45,295,3,10,9,29,53,91,55,45,300,742,820,719,781,818,667,371,99,5025,64,65,62,69,56,39,19,21,395,813,895,800,885,922,801,448,173,5721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,14,9,9,4,0,42,0,0,0,12,9,9,4,0,46,776,864,773,844,922,812,469,232,5687,61,49,50,39,53,40,37,24,356,833,916,833,896,984,861,504,256,6086,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,4,5,10,15,42,56,101,64,45,336,3,10,13,44,61,101,64,45,341,1517,1688,1494,1627,1736,1478,839,332,10709,122,106,116,113,108,78,61,48,748,1642,1806,1626,1783,1907,1656,959,432,11810
LGA46450,4,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,5,0,0,25,41,58,142,82,50,405,6,7,24,41,65,142,82,50,411,963,877,770,961,1079,825,525,145,6148,66,68,58,63,53,37,31,22,399,1033,950,851,1071,1197,1010,636,219,6961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,13,3,6,52,0,0,0,8,18,13,3,6,53,925,884,846,1053,1135,1013,687,273,6820,55,65,45,74,43,54,42,22,399,977,956,894,1134,1182,1083,744,308,7275,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,8,28,51,74,155,81,55,456,6,7,30,51,77,155,81,55,466,1891,1765,1608,2014,2214,1839,1218,423,12974,118,134,103,134,93,93,77,38,795,2012,1904,1743,2198,2380,2093,1371,521,14237
LGA46510,16,25,14,9,6,0,0,0,69,6,10,0,8,10,0,0,0,38,7,25,36,58,57,76,55,16,322,23,60,55,75,67,76,55,16,427,1359,1669,1545,1246,1238,847,301,149,8357,52,83,56,51,26,23,13,7,312,1429,1812,1660,1370,1331,948,369,172,9094,5,15,0,0,0,0,0,0,20,0,0,4,4,0,0,0,0,9,0,7,7,13,20,6,0,0,51,6,16,9,12,22,6,0,0,77,1279,1670,1561,1344,1358,962,480,280,8934,33,70,32,34,40,34,30,22,308,1326,1760,1608,1391,1419,1006,507,302,9317,24,36,14,9,3,0,0,0,83,7,14,7,10,10,0,0,0,45,4,23,47,68,82,83,52,18,371,29,77,67,87,89,83,52,18,501,2644,3335,3114,2593,2595,1805,778,424,17293,81,155,88,81,67,58,43,34,619,2757,3572,3265,2763,2748,1953,883,474,18413
LGA46670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,23,33,97,41,22,236,0,4,10,23,33,97,41,22,237,536,588,493,543,601,525,251,69,3603,60,54,30,35,37,37,27,12,289,598,640,529,607,680,655,317,107,4135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,3,0,17,0,0,0,4,5,4,3,0,21,452,540,506,586,623,585,331,152,3780,34,43,24,36,39,36,31,13,259,487,580,533,629,662,623,363,169,4063,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,11,29,38,97,42,25,254,3,8,12,29,38,97,42,25,259,988,1128,991,1127,1226,1114,582,225,7385,98,90,57,71,71,74,54,23,548,1085,1226,1063,1232,1343,1287,682,275,8193
LGA46860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,17,4,9,40,0,0,3,3,8,17,4,9,40,53,70,66,91,138,110,54,10,583,3,5,0,7,7,3,0,0,30,59,74,70,103,153,129,55,16,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,9,0,0,0,0,4,8,0,0,11,60,67,71,79,120,130,76,16,622,6,4,0,4,11,5,5,0,45,64,72,76,87,138,141,82,16,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,22,4,9,51,0,0,3,3,11,22,4,9,52,111,137,138,170,261,235,123,25,1202,7,8,5,13,22,7,7,0,77,125,142,145,192,291,270,141,30,1330
LGA46970,0,0,0,4,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,10,13,12,5,4,0,0,49,0,15,15,19,5,4,0,0,57,190,368,369,241,178,25,5,0,1376,38,69,55,48,20,4,0,0,237,227,450,439,308,211,34,7,0,1669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,172,367,279,177,119,14,0,4,1141,32,38,25,23,16,3,0,0,138,204,403,308,202,137,23,0,4,1280,0,0,0,4,0,0,0,0,5,0,0,3,0,0,0,0,0,4,0,14,10,12,11,9,0,0,55,0,14,16,19,11,9,0,0,60,361,736,651,422,304,42,9,3,2517,71,105,76,71,34,4,5,0,372,437,856,746,510,346,53,14,3,2952
LGA47140,264,220,104,72,16,0,0,0,680,15,44,32,18,29,0,0,0,132,20,112,197,303,514,738,381,164,2436,302,376,340,395,563,738,381,164,3254,9244,9834,9497,8159,7205,5056,2620,771,52396,442,490,481,416,290,230,195,122,2679,9986,10703,10325,8967,8059,6026,3198,1059,58325,55,60,17,10,0,0,0,0,139,5,3,11,5,3,0,0,0,26,7,23,31,69,93,93,36,20,360,67,83,53,83,98,93,36,20,534,8511,10080,9667,8272,8074,6458,3624,1308,55990,368,467,415,317,265,255,282,224,2593,8942,10628,10133,8670,8432,6805,3946,1548,59113,317,278,119,84,27,0,0,0,820,19,50,41,22,25,0,0,0,164,28,134,230,375,607,829,417,186,2801,364,464,393,476,662,829,417,186,3781,17757,19915,19166,16432,15275,11513,6250,2077,108385,812,957,897,734,557,491,483,347,5274,18929,21328,20462,17641,16489,12831,7146,2607,117440
LGA47290,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,25,3,8,48,0,0,3,0,9,25,3,8,53,94,121,96,116,123,104,65,11,748,5,5,17,15,8,9,3,3,71,112,132,116,132,144,136,73,29,868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,6,0,0,0,0,9,0,0,0,8,64,100,111,98,129,109,65,36,712,10,9,12,13,9,11,3,0,65,80,105,119,112,145,117,75,39,782,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,12,22,6,8,55,0,0,3,4,6,22,6,8,63,162,215,209,215,259,208,133,50,1458,21,17,25,25,20,19,3,6,135,185,236,234,241,288,254,146,69,1650
LGA47490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,26,9,5,47,0,0,3,0,3,26,9,5,47,61,98,107,121,171,162,64,16,794,3,6,13,15,7,19,4,3,77,66,108,124,136,184,206,74,21,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,6,0,0,6,63,105,100,132,143,137,51,31,751,12,10,12,9,10,9,9,4,69,76,116,109,145,156,146,58,32,828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,27,3,5,56,0,4,4,0,3,27,3,5,56,126,203,208,254,313,295,113,43,1542,15,19,22,24,20,30,12,11,151,140,224,231,281,334,354,134,59,1749
LGA47630,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,14,22,29,16,22,100,4,0,6,12,22,29,16,22,102,395,400,365,444,433,342,172,38,2591,40,53,46,44,44,29,21,7,275,440,454,410,503,492,393,203,63,2973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,3,11,0,0,0,0,3,8,0,3,11,280,364,387,403,390,326,204,95,2452,29,42,28,35,30,11,21,5,211,315,409,414,446,421,345,226,106,2676,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,15,20,36,20,23,119,4,0,6,15,20,36,20,23,117,677,769,750,848,821,665,378,134,5044,78,91,72,86,78,41,37,11,486,756,861,824,944,921,745,431,172,5648
LGA47700,29,50,79,44,13,0,0,0,215,6,28,38,19,39,0,0,0,137,11,93,177,292,430,731,401,164,2298,47,177,297,358,485,731,401,164,2651,6027,5689,6152,5873,5297,4446,2644,721,36854,155,219,202,180,156,151,110,101,1271,6219,6085,6648,6412,5939,5327,3150,994,40781,7,24,9,10,3,0,0,0,57,4,3,4,10,4,0,0,0,25,4,18,27,68,92,75,33,5,326,17,52,46,85,91,75,33,5,405,5389,5833,6630,6520,6381,5819,3464,1303,41340,115,131,148,139,137,145,195,177,1184,5521,6015,6814,6743,6610,6046,3690,1492,42933,35,73,91,47,18,0,0,0,268,14,34,48,29,42,0,0,0,163,15,116,203,363,512,813,428,174,2622,65,228,344,436,578,813,428,174,3059,11413,11524,12775,12397,11678,10271,6112,2029,78191,269,349,346,319,295,297,303,280,2455,11744,12098,13462,13156,12550,11374,6842,2482,83710
LGA47800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,27,59,24,3,130,0,0,3,6,30,59,24,3,132,232,268,250,272,407,304,213,44,1987,42,51,24,41,46,30,19,7,256,269,321,280,318,482,389,260,56,2374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,4,0,19,0,0,0,6,3,4,4,0,19,203,243,243,286,404,324,200,74,1985,31,21,32,29,26,28,23,13,205,234,270,272,321,436,361,226,88,2203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,33,62,25,3,146,0,3,3,10,31,62,25,3,148,440,517,488,561,808,625,419,117,3976,69,75,57,66,68,63,44,21,465,507,596,554,640,915,744,486,142,4582
LGA47910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,11,26,6,11,72,0,5,5,3,11,26,6,11,72,81,112,121,144,186,198,115,32,989,5,4,15,14,14,14,11,8,76,92,116,136,163,219,242,135,47,1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,14,0,0,0,0,5,0,4,0,14,93,109,136,148,218,199,130,60,1093,9,5,9,10,13,20,13,12,85,95,121,141,161,229,223,151,73,1195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,17,27,14,11,88,0,0,5,6,17,27,14,11,88,173,221,259,291,403,402,248,88,2090,10,13,19,24,27,32,24,19,159,185,236,277,324,449,461,289,117,2337
LGA47980,8,5,13,9,0,0,0,0,30,9,6,14,19,8,0,0,0,48,5,16,46,75,89,201,154,110,693,15,37,64,100,97,201,154,110,773,2118,2241,2239,2311,2045,1754,908,387,14005,38,67,61,51,42,62,54,39,412,2167,2347,2364,2456,2189,2022,1117,525,15192,0,0,0,0,0,0,0,0,5,3,0,6,5,3,0,0,0,17,3,0,3,21,37,27,20,35,154,6,0,12,32,39,27,20,35,168,2267,2377,2614,2533,2407,2303,1390,914,16806,35,68,46,57,50,55,77,93,483,2314,2449,2673,2621,2497,2382,1487,1043,17453,7,5,13,11,0,0,0,0,37,11,6,15,21,9,0,0,0,65,5,24,49,97,123,229,168,144,843,22,37,76,129,133,229,168,144,946,4383,4620,4857,4845,4455,4055,2293,1303,30807,72,129,109,111,93,115,134,123,893,4480,4792,5040,5084,4688,4401,2599,1572,32648
LGA48050,0,0,3,0,3,0,0,0,3,0,0,0,0,4,0,0,0,12,0,4,23,29,67,249,187,103,665,3,6,22,33,76,249,187,103,676,552,464,570,659,928,1265,919,245,5599,20,25,25,31,50,54,44,23,270,579,492,613,715,1054,1570,1146,370,6550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,11,20,36,8,8,98,0,4,8,12,20,36,8,8,96,532,487,641,813,1220,1856,1147,476,7178,27,16,20,29,41,77,57,52,326,557,507,675,858,1285,1964,1214,538,7594,0,0,3,0,3,0,0,0,3,0,0,0,3,4,0,0,0,12,0,9,26,41,94,285,196,114,762,3,12,29,44,101,285,196,114,776,1082,951,1212,1469,2144,3116,2065,720,12774,48,37,50,59,93,133,105,74,597,1136,998,1290,1572,2337,3537,2363,909,14148
LGA48130,0,0,4,6,0,0,0,0,9,0,5,0,0,0,0,0,0,7,0,5,14,19,39,66,27,16,182,0,9,17,21,37,66,27,16,196,354,313,314,389,445,369,179,47,2411,22,14,25,27,29,21,17,4,154,378,334,355,439,519,457,224,69,2766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,10,8,10,6,0,48,0,8,3,10,11,10,6,0,49,323,309,338,394,459,382,216,100,2525,23,20,15,20,31,24,11,15,158,349,339,360,426,499,414,230,120,2731,0,5,5,6,0,0,0,0,13,0,5,0,0,3,0,0,0,9,0,6,12,28,47,77,36,20,228,0,10,20,32,48,77,36,20,247,674,622,660,787,911,750,395,147,4938,46,31,39,52,57,45,26,16,314,720,666,714,869,1014,874,453,184,5500
LGA48260,0,0,7,4,0,0,0,0,9,0,0,0,3,8,0,0,0,15,0,3,5,16,16,48,51,40,180,0,8,16,20,26,48,51,40,208,421,392,413,484,430,388,241,82,2852,14,21,25,31,18,16,13,11,136,432,422,452,535,476,452,302,120,3197,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,11,20,0,0,0,4,4,4,0,11,30,532,440,472,506,505,506,325,194,3480,8,24,12,15,17,13,10,18,125,545,462,493,521,521,530,339,215,3637,0,3,7,4,0,0,0,0,14,0,0,0,4,9,0,0,0,22,5,0,11,18,22,56,57,41,205,6,12,12,27,30,56,57,41,233,957,831,891,985,935,896,568,275,6333,21,45,41,44,34,27,22,24,264,978,886,946,1056,993,980,647,339,6828
LGA48340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,24,52,117,47,21,278,0,6,16,23,52,117,47,21,280,597,471,541,721,833,787,346,81,4376,54,40,39,77,67,58,28,12,362,648,512,598,821,945,966,418,105,5023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,10,6,5,0,40,0,0,7,9,10,6,5,0,40,507,482,601,735,890,747,413,174,4544,46,30,42,58,58,61,39,26,353,558,516,647,801,958,813,454,196,4939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,33,67,134,50,25,321,0,5,15,35,67,134,50,25,326,1106,957,1150,1459,1720,1528,755,249,8921,103,72,80,128,116,114,68,34,714,1209,1032,1242,1625,1901,1778,874,305,9964
LGA48410,7,14,20,8,3,0,0,0,50,6,17,17,14,10,0,0,0,65,4,42,63,85,125,208,184,175,881,24,74,99,109,136,208,184,175,1005,3677,5347,4161,3450,3108,2113,1244,660,23764,112,228,158,132,116,65,59,36,905,3812,5644,4418,3689,3361,2387,1491,868,25672,0,3,0,0,0,0,0,0,9,3,3,4,0,0,0,0,0,14,4,6,16,30,48,25,10,19,156,9,12,23,34,47,25,10,19,183,3801,5333,4085,3532,3305,2632,2027,1336,26045,116,178,129,82,78,69,99,88,835,3914,5527,4236,3641,3428,2732,2137,1448,27066,11,18,23,7,6,0,0,0,62,13,22,17,17,10,0,0,0,84,7,45,77,119,167,236,197,194,1037,33,86,119,141,179,236,197,194,1186,7468,10678,8244,6980,6414,4749,3273,1996,49811,229,406,287,208,195,135,158,123,1744,7731,11172,8656,7332,6793,5118,3626,2317,52740
