LGA_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
LGA41140,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,7,16,33,39,95,42,31,260,5,7,12,31,41,95,42,31,266,380,407,399,495,649,551,291,75,3241,45,35,18,39,44,35,11,9,246,428,445,434,563,726,687,352,115,3752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,9,9,3,0,28,0,0,3,6,9,9,3,0,33,381,406,488,585,664,624,354,130,3633,33,27,21,30,50,36,35,12,240,416,437,517,623,718,667,386,142,3900,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,8,0,7,18,35,44,109,44,28,291,5,7,20,36,43,109,44,28,301,760,813,883,1077,1311,1171,644,209,6867,76,69,44,72,94,72,44,21,488,839,888,947,1189,1444,1354,741,260,7658
LGA41190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,8,0,25,0,0,0,4,6,8,8,0,25,76,84,79,90,142,99,44,15,635,7,10,7,8,19,8,10,0,69,81,88,89,102,165,120,60,21,727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,51,85,77,102,118,93,58,30,614,0,8,3,8,4,11,9,6,52,52,94,80,114,127,107,68,37,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,15,8,0,28,0,0,0,4,4,15,8,0,28,127,173,160,193,259,198,102,47,1253,10,18,16,18,21,18,11,9,121,136,188,172,211,285,222,127,58,1402
LGA41330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,10,0,39,0,0,0,0,16,18,10,0,40,45,82,80,80,113,87,94,10,589,21,15,17,27,20,30,26,6,161,67,99,93,104,146,140,126,23,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,10,48,94,59,73,70,78,38,3,463,15,17,10,20,10,33,6,3,114,59,118,71,89,87,113,48,9,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,10,0,51,0,0,0,0,21,16,10,0,48,90,178,135,156,179,166,126,16,1054,35,31,32,47,38,60,32,12,281,122,216,168,194,232,246,171,29,1382
LGA41560,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,7,0,0,8,33,70,213,108,52,494,0,3,9,37,77,213,108,52,506,596,580,600,713,1017,1104,625,128,5364,50,45,44,61,100,94,64,30,488,647,628,659,815,1196,1408,796,206,6361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,21,9,6,50,0,5,0,8,9,21,9,6,53,527,596,649,849,1183,1282,729,262,6071,34,38,51,43,74,77,69,48,440,564,639,699,899,1272,1376,806,314,6563,0,0,0,3,0,0,0,0,8,0,4,0,0,0,0,0,0,4,0,5,8,41,82,230,111,60,544,0,8,9,41,89,230,111,60,555,1128,1178,1253,1562,2197,2382,1353,389,11439,86,81,96,106,180,175,132,75,932,1214,1264,1353,1708,2468,2787,1599,527,12925
LGA41750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,15,0,0,4,0,0,9,0,0,15,41,44,54,53,96,56,35,8,379,7,3,5,5,7,4,0,0,36,49,48,57,56,105,75,28,9,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,29,51,54,52,83,48,25,6,348,4,7,4,0,5,3,0,0,29,29,57,59,54,93,58,27,9,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,10,0,0,19,0,0,4,0,5,10,0,0,19,70,95,110,102,172,104,52,17,722,13,15,10,6,13,7,4,0,70,75,112,118,109,192,127,56,20,810
LGA41830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,24,16,7,52,0,0,0,3,9,24,16,7,54,52,68,63,78,112,112,48,17,553,3,9,7,9,13,14,10,7,78,59,77,71,92,139,155,73,24,684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,10,0,0,0,3,0,4,0,0,10,61,78,63,93,127,139,67,21,648,6,11,7,6,8,15,11,0,66,69,84,69,103,138,157,75,26,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,27,16,7,62,0,0,0,6,10,27,16,7,62,110,139,125,169,248,247,117,42,1198,13,21,13,13,23,27,22,7,147,129,165,144,191,276,308,149,52,1407
LGA41960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,16,0,0,37,0,0,0,4,11,16,0,0,37,44,57,54,68,82,102,47,6,455,4,9,10,11,11,10,8,0,67,48,64,64,82,104,129,55,13,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,54,53,75,99,102,43,15,473,3,7,7,10,11,9,3,4,53,33,59,64,81,107,115,51,18,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,14,0,4,46,0,0,0,4,16,14,0,4,46,72,110,108,141,182,203,93,20,930,10,7,16,25,14,23,12,6,117,85,122,123,166,212,243,103,35,1091
LGA42030,18,55,50,30,7,0,0,0,160,4,9,3,11,15,0,0,0,42,6,33,49,97,156,239,105,71,763,32,95,104,133,187,239,105,71,966,1437,1380,1202,1229,1360,971,630,216,8424,65,64,67,60,47,49,55,43,443,1525,1545,1370,1420,1586,1259,795,331,9830,9,11,11,4,4,0,0,0,35,0,5,5,0,6,0,0,0,22,0,8,9,28,40,27,14,10,138,6,25,29,39,46,27,14,10,193,1324,1502,1383,1515,1672,1321,951,395,10071,63,59,59,40,64,54,91,101,523,1390,1580,1472,1591,1781,1404,1059,497,10788,26,64,58,33,9,0,0,0,195,4,10,11,11,23,0,0,0,63,7,41,61,128,199,268,121,74,906,39,120,131,174,238,268,121,74,1161,2757,2886,2585,2740,3035,2294,1588,609,18493,122,123,125,91,106,100,143,139,962,2917,3129,2845,3010,3368,2667,1852,831,20619
LGA42110,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,7,11,28,38,27,13,119,0,0,7,16,24,38,27,13,126,161,163,166,218,332,282,133,31,1478,17,10,18,17,19,24,11,0,127,178,175,184,248,382,345,170,43,1732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,14,0,0,0,0,6,3,0,0,14,158,164,161,228,331,284,146,56,1531,20,13,19,14,19,28,18,8,144,179,171,183,245,365,316,167,64,1692,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,5,0,15,31,45,22,13,132,0,5,0,18,34,45,22,13,142,319,320,329,446,669,567,279,86,3014,33,25,41,32,48,52,38,10,273,359,347,374,494,745,664,334,107,3428
LGA42250,0,0,0,0,0,0,0,0,3,0,0,5,0,4,0,0,0,7,0,6,9,12,35,75,33,23,192,0,6,13,15,43,75,33,23,205,426,294,398,546,581,467,165,22,2909,68,171,233,169,124,89,42,10,910,496,464,651,735,753,624,238,54,4024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,20,0,0,0,8,8,0,0,0,20,378,297,450,545,565,420,164,48,2863,39,18,29,39,45,36,31,35,268,411,311,482,590,618,461,203,78,3155,0,0,0,0,0,0,0,0,3,0,0,5,0,4,0,0,0,7,0,5,14,22,41,77,35,23,214,0,5,18,23,47,77,35,23,228,801,585,849,1093,1154,893,329,66,5771,107,188,263,212,171,123,71,49,1180,909,780,1131,1318,1373,1093,438,133,7174
LGA42600,0,5,0,5,6,0,0,0,19,4,18,7,10,3,0,0,0,43,4,22,46,87,127,297,204,149,938,6,42,56,106,135,297,204,149,1000,1909,1841,1966,2109,2341,2171,1144,340,13827,47,77,76,77,79,101,59,22,555,1966,1955,2106,2295,2563,2578,1410,513,15384,0,3,0,0,0,0,0,0,5,0,3,5,0,0,0,0,0,14,0,8,10,31,28,36,19,20,150,0,10,18,31,29,36,19,20,169,1883,1950,2211,2384,2791,2722,1589,939,16462,46,64,71,62,85,113,93,75,594,1928,2024,2295,2477,2905,2871,1697,1034,17226,3,5,0,5,6,0,0,0,19,4,16,15,15,5,0,0,0,58,8,28,54,119,159,337,219,174,1083,14,52,73,137,170,337,219,174,1165,3791,3790,4178,4498,5131,4892,2730,1282,30293,93,140,152,134,164,215,155,97,1149,3896,3979,4400,4769,5466,5444,3105,1548,32610
LGA42750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,19,42,23,14,128,0,0,19,6,19,42,23,14,128,181,213,206,258,380,344,171,36,1788,17,16,22,29,51,32,18,10,200,203,237,245,293,448,420,217,61,2116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,15,0,0,0,0,4,4,0,0,15,143,222,225,282,371,356,166,39,1807,19,23,17,25,28,27,20,16,178,158,247,243,305,408,389,187,61,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,13,8,19,48,23,17,141,4,5,17,8,19,48,23,17,144,320,437,435,540,749,696,342,77,3596,37,40,37,53,85,61,43,30,376,361,480,488,603,851,804,403,119,4112
LGA43080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,4,0,25,0,0,0,7,3,10,4,0,25,50,41,45,63,71,75,28,14,389,5,3,0,8,10,6,4,0,45,58,45,44,79,88,88,36,13,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,46,36,54,75,53,29,27,355,3,0,5,0,7,6,7,0,31,31,50,42,53,79,68,34,27,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,12,4,0,27,0,0,0,7,10,12,4,0,27,83,92,82,120,148,133,58,42,743,6,4,9,9,17,13,11,0,75,90,95,90,134,177,151,75,41,844
LGA43220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,12,0,0,0,0,0,6,0,0,16,41,42,69,46,78,50,40,14,373,3,3,8,4,4,0,4,0,36,41,45,80,48,86,64,46,14,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,57,56,54,67,48,31,22,362,5,0,5,5,0,0,7,6,28,32,63,54,59,69,49,38,26,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,17,0,0,0,5,0,6,0,0,18,69,97,119,99,147,96,71,36,735,8,4,11,9,3,3,12,3,62,75,111,135,113,152,116,82,39,811
LGA43360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,8,30,7,12,72,0,0,5,9,10,30,7,12,72,96,99,106,109,159,186,93,30,867,8,3,12,13,7,21,5,0,68,107,101,117,129,177,233,111,41,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,6,83,100,103,120,180,203,107,39,932,3,0,8,4,14,6,14,4,53,87,102,109,124,194,210,124,44,989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,9,12,30,7,12,72,0,0,5,12,11,30,7,12,74,181,197,206,228,334,386,203,70,1807,17,5,15,14,23,26,20,9,124,200,202,225,251,369,444,236,86,2001
LGA43650,5,18,32,24,7,0,0,0,85,0,5,10,5,10,0,0,0,33,0,20,38,60,78,117,45,20,380,4,41,84,89,103,117,45,20,496,989,692,748,989,1025,673,263,68,5439,48,41,57,48,56,34,20,12,321,1041,775,881,1128,1185,819,331,98,6257,3,8,12,4,0,0,0,0,24,0,0,0,3,0,0,0,0,8,0,6,15,22,20,3,0,0,65,4,13,24,27,21,3,0,0,103,1001,754,967,1091,1048,687,337,93,5981,36,33,29,50,40,43,21,22,277,1037,802,1025,1171,1113,732,365,115,6355,8,26,46,26,9,0,0,0,110,0,5,14,8,10,0,0,0,38,3,23,55,83,100,119,50,21,451,7,54,111,118,125,119,50,21,595,1987,1453,1712,2078,2071,1358,606,155,11422,81,77,82,105,100,80,41,36,599,2074,1584,1907,2297,2292,1550,697,211,12616
LGA43710,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,4,7,14,18,47,24,4,118,0,5,5,14,18,47,24,4,125,237,221,322,346,428,316,137,34,2039,23,46,73,82,54,42,20,0,340,263,265,401,439,501,402,182,36,2495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,5,0,20,0,0,0,5,6,6,5,0,23,205,264,350,385,379,303,131,38,2053,21,13,23,38,22,25,5,3,157,228,272,370,426,411,334,139,46,2226,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,4,4,20,19,52,27,4,134,0,5,6,23,23,52,27,4,141,447,481,670,730,808,617,261,71,4089,47,55,93,117,75,66,32,5,498,491,542,772,872,913,735,315,83,4727
LGA43790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,6,31,43,136,49,46,311,0,0,6,34,44,136,49,46,315,541,509,538,678,710,709,382,106,4168,59,35,42,54,49,68,45,17,376,598,550,589,767,804,917,479,161,4862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12,5,6,7,40,0,0,4,8,12,5,6,7,38,458,574,531,666,767,764,464,206,4436,38,52,35,42,41,58,41,18,319,496,627,567,714,818,820,517,234,4797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,11,37,50,145,54,44,350,0,5,11,34,50,145,54,44,353,998,1085,1069,1350,1473,1472,847,309,8606,95,88,75,96,96,121,86,33,692,1095,1177,1157,1481,1625,1739,992,392,9656
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,6,3,4,0,28,3,0,0,0,0,0,0,0,9,6,5,5,10,6,3,4,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,9,6,4,0,0,31,0,0,0,0,0,0,0,0,11,3,9,3,14,6,4,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,10,16,13,8,4,0,62,3,3,4,3,0,4,0,0,17,9,12,14,20,11,7,4,0,79
LGA44060,11,15,10,14,4,0,0,0,53,11,22,16,21,10,0,0,0,84,12,76,130,190,294,546,322,233,1813,41,115,161,228,312,546,322,233,1956,5362,6573,6146,5112,4788,3954,1913,684,34532,205,255,204,213,166,111,96,59,1308,5606,6939,6508,5550,5270,4614,2330,979,37790,4,0,0,3,0,0,0,0,16,3,8,14,8,0,0,0,0,28,0,13,25,57,76,89,26,29,318,7,24,42,68,80,89,26,29,358,5385,7104,6660,5582,5817,5103,2826,1614,40088,173,218,174,142,138,130,111,110,1198,5568,7342,6879,5789,6034,5322,2964,1756,41649,11,19,11,13,11,0,0,0,70,18,26,27,24,14,0,0,0,114,17,91,155,252,373,643,343,261,2133,47,135,199,293,393,643,343,261,2313,10745,13675,12804,10696,10613,9053,4744,2295,74617,381,470,380,353,308,239,206,173,2504,11172,14278,13378,11337,11310,9935,5294,2729,79439
LGA44210,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,4,11,32,53,124,56,29,310,6,5,13,32,56,124,56,29,321,327,312,325,513,775,733,332,56,3375,44,75,130,87,86,95,37,5,554,374,395,468,632,919,951,423,90,4249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,12,3,0,43,0,3,4,3,9,12,3,0,41,296,306,327,545,754,713,337,101,3377,37,28,24,44,58,79,34,21,321,334,341,359,594,817,799,377,120,3741,3,0,6,0,0,0,0,0,10,0,0,3,0,0,0,0,0,6,0,9,10,35,69,132,63,30,350,3,11,19,35,63,132,63,30,365,622,621,652,1059,1531,1446,665,156,6751,85,100,154,126,139,170,72,23,876,708,734,825,1228,1736,1748,799,214,7988
LGA44340,10,7,6,9,7,0,0,0,40,8,13,14,10,14,0,0,0,62,3,54,90,170,192,373,299,206,1392,22,73,118,189,208,373,299,206,1492,4086,3366,3930,4250,3726,2932,1808,594,24692,94,122,108,92,105,79,81,60,746,4203,3560,4152,4537,4042,3387,2184,866,26929,0,3,0,3,0,0,0,0,7,0,3,5,3,0,0,0,0,15,4,4,13,52,62,28,11,28,203,7,5,19,52,62,28,11,28,222,4092,3432,4408,4631,4143,3770,2344,1229,28054,79,128,80,95,84,94,116,93,767,4183,3563,4510,4780,4295,3895,2465,1356,29040,12,11,9,9,7,0,0,0,44,10,17,25,13,11,0,0,0,74,12,56,106,221,252,403,312,230,1588,29,84,139,249,273,403,312,230,1709,8174,6792,8341,8880,7869,6700,4149,1829,52739,182,251,184,184,189,176,193,153,1511,8387,7125,8664,9313,8335,7283,4648,2220,55966
LGA44550,29,50,26,18,10,0,0,0,125,3,10,11,10,11,0,0,0,45,4,38,93,140,160,266,121,65,883,37,94,128,167,174,266,121,65,1053,2206,2201,2146,2232,1990,1653,779,203,13401,96,108,133,103,101,94,38,22,692,2336,2400,2410,2496,2270,2008,935,289,15144,0,6,3,3,0,0,0,0,8,0,7,0,0,3,0,0,0,8,7,16,20,33,44,26,7,8,154,8,20,26,32,47,26,7,8,175,2178,2394,2528,2682,2334,2024,1050,412,15603,98,103,93,78,93,97,51,25,640,2283,2517,2642,2798,2470,2147,1107,448,16421,27,47,26,15,10,0,0,0,126,0,14,14,15,11,0,0,0,51,13,50,110,169,208,294,130,70,1041,46,107,149,202,224,294,130,70,1223,4381,4592,4674,4913,4326,3669,1825,620,29004,197,215,227,180,187,191,85,54,1339,4623,4916,5055,5297,4737,4156,2042,740,31567
LGA44620,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,14,0,18,21,68,93,185,117,74,572,6,21,24,68,96,185,117,74,582,1465,1539,1338,1416,1462,1197,644,198,9260,101,95,74,79,54,79,69,27,582,1575,1657,1438,1561,1609,1461,826,305,10429,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,0,5,15,20,21,6,4,73,5,4,5,15,20,21,6,4,77,1481,1660,1508,1629,1695,1493,950,405,10818,92,84,82,73,59,83,92,90,658,1580,1745,1594,1725,1777,1597,1048,501,11560,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,0,13,0,17,30,82,111,202,123,78,646,9,24,31,86,115,202,123,78,664,2948,3199,2849,3041,3151,2692,1592,604,20080,194,181,155,159,117,165,158,123,1243,3152,3399,3035,3287,3384,3058,1874,802,21984
LGA44830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,20,38,12,7,86,0,0,3,3,20,38,12,7,86,102,102,97,142,267,210,109,22,1050,12,5,5,18,27,20,15,0,114,116,109,104,167,316,271,135,32,1247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,11,0,0,0,0,7,5,3,0,13,84,92,112,162,277,213,120,46,1100,14,5,17,17,18,24,14,3,108,92,99,124,184,302,236,137,52,1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,45,12,7,101,0,0,0,9,27,45,12,7,104,184,191,206,306,543,418,221,65,2144,27,12,24,38,46,44,32,6,221,209,202,235,347,615,511,271,83,2471
LGA45040,0,0,0,0,0,0,0,0,5,4,0,3,0,0,0,0,0,8,0,8,18,38,84,156,108,53,464,7,13,22,34,95,156,108,53,479,1144,1113,1029,1151,1246,1030,658,172,7541,111,248,226,163,112,74,47,21,1007,1255,1372,1274,1350,1452,1262,807,245,9026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,16,11,5,4,66,0,0,5,14,19,11,5,4,63,1079,1199,1052,1252,1428,1217,781,326,8331,89,70,64,87,71,77,65,31,556,1170,1271,1118,1349,1519,1306,849,367,8951,0,0,0,0,0,0,0,0,5,4,0,3,0,0,0,0,0,7,0,8,21,47,109,169,108,58,530,4,13,23,49,111,169,108,58,543,2222,2309,2078,2403,2681,2246,1437,502,15871,196,325,291,252,187,152,111,54,1565,2419,2642,2388,2707,2969,2566,1664,615,17978
LGA45090,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,4,9,19,13,56,36,17,146,0,4,5,19,17,56,36,17,149,432,518,524,508,532,427,223,54,3216,43,40,38,26,53,33,25,12,280,480,568,567,550,599,515,282,87,3648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,4,0,3,26,0,4,0,6,8,4,0,3,25,368,442,532,492,508,433,268,108,3153,31,28,36,25,23,36,33,19,234,400,476,572,518,539,466,302,131,3412,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,4,9,25,23,54,34,24,170,0,8,9,25,24,54,34,24,175,800,968,1057,995,1045,857,492,163,6371,77,71,75,55,69,69,60,31,514,878,1041,1142,1070,1139,978,587,220,7057
