LGA_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arrival_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,United_States_America_2016,United_States_America_2017,United_States_America_2018,United_States_America_2019,United_States_America_2020,United_States_America_2021,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_NS,Tot_Tot
LGA42250,0,0,0,0,4,5,6,8,5,0,0,0,3,4,5,31,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,10,3,0,0,4,0,0,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,10,5,34,65,32,16,16,13,8,0,0,8,3,0,0,43,231,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,9,14,9,4,3,9,0,0,0,0,0,0,0,23,81,7,77,110,70,56,36,91,42,11,6,15,9,8,9,105,651
LGA42600,0,0,0,4,31,12,22,43,6,14,12,16,0,10,8,176,6,4,4,9,42,19,7,4,0,0,6,0,0,0,0,98,0,0,0,6,6,7,14,9,0,3,7,0,0,0,0,61,0,3,3,21,26,28,76,35,9,10,14,50,18,3,10,302,0,3,0,4,5,5,6,0,0,0,11,4,4,0,0,42,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,15,0,0,0,3,4,12,22,10,6,0,0,0,5,0,9,61,85,316,861,431,325,205,646,314,43,48,31,73,20,30,78,3496,0,0,19,7,28,25,49,20,5,4,11,10,11,7,8,207,0,0,0,14,11,12,3,9,0,6,0,4,7,0,5,79,31,62,108,96,104,148,216,167,79,81,107,133,56,13,26,1422,192,692,1224,772,826,705,1579,1030,257,278,383,454,205,86,181,8862
LGA42750,0,0,0,0,3,0,3,9,0,0,0,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,3,8,4,0,0,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,7,50,94,52,25,12,32,9,0,0,4,0,0,0,16,308,0,0,0,4,7,4,9,3,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,0,5,8,10,6,12,6,3,0,0,4,6,0,0,0,66,20,88,126,102,66,60,86,74,14,7,15,16,11,0,35,711
LGA43080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,3,0,0,0,0,0,0,0,31,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,16,6,11,7,10,6,0,0,0,0,0,0,0,65
LGA43220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7,5,3,3,0,7,6,0,0,5,4,0,0,0,45
LGA43360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,32,6,0,0,11,0,0,0,0,0,0,0,4,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,6,0,0,0,0,0,0,0,0,21,0,31,36,13,6,16,28,8,0,4,5,5,4,0,8,169
LGA43650,0,0,0,0,6,0,12,8,0,0,0,0,0,0,0,32,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,20,8,0,0,3,3,0,0,0,42,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,3,10,15,93,472,192,91,53,131,28,0,4,0,3,10,0,44,1128,0,3,5,0,3,3,7,4,0,0,0,0,0,0,0,28,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,15,4,15,22,15,18,18,32,10,3,0,0,0,4,0,4,148,25,168,549,249,168,108,264,91,10,12,12,20,16,4,69,1776
LGA43710,0,0,0,0,0,5,0,4,0,0,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,4,4,0,0,0,0,0,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,10,0,12,71,27,8,7,21,11,0,0,0,0,0,0,14,175,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,5,6,0,0,0,6,0,0,0,4,0,0,0,33,4,41,82,51,32,18,50,39,6,3,7,9,0,3,29,379
LGA43790,0,0,0,0,4,3,0,8,4,9,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,3,0,0,0,26,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,6,0,0,3,14,15,36,128,52,12,10,14,9,3,0,0,0,0,0,22,301,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,12,0,9,17,6,3,7,14,10,0,0,0,3,0,0,3,84,27,103,204,94,77,72,115,70,33,31,32,64,24,4,39,978
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6
LGA44060,0,0,4,49,163,143,231,211,31,55,49,74,21,3,22,1052,18,9,19,21,219,101,35,24,6,3,0,5,0,0,0,463,0,5,7,25,22,20,61,43,24,15,24,11,14,0,3,270,0,0,9,27,38,88,249,123,67,34,58,65,30,8,7,805,5,0,8,18,24,12,86,55,7,25,13,29,17,4,5,300,0,0,0,0,4,3,32,34,5,3,0,7,0,0,0,101,0,0,0,4,26,38,57,28,13,0,12,11,10,3,0,195,121,510,1506,851,639,499,1608,704,69,53,81,108,60,15,144,6969,0,4,11,36,29,36,50,39,13,10,12,5,8,0,4,266,0,0,0,96,86,29,63,48,17,19,18,34,17,0,15,436,80,135,220,194,328,476,670,576,278,188,177,266,118,13,77,3800,353,1402,2411,1784,2324,2154,6604,4264,1182,1112,1186,1547,640,86,499,27540
LGA44210,0,0,0,3,4,0,8,6,3,0,0,3,0,0,4,28,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,4,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,6,90,244,112,42,16,21,6,0,0,0,0,0,0,38,576,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,10,24,18,0,5,8,5,6,5,0,5,0,0,9,95,19,172,318,166,83,37,68,32,10,14,5,11,0,3,75,1010
LGA44340,0,0,0,14,47,32,59,51,4,8,26,14,7,0,10,271,9,11,8,5,75,28,15,7,0,6,0,8,3,0,6,174,0,0,6,21,23,18,56,21,11,20,12,13,3,3,4,228,0,4,15,40,33,60,172,47,3,10,31,22,17,7,0,470,0,6,4,6,21,14,71,51,11,7,21,33,28,0,5,273,0,0,0,0,3,5,19,23,7,3,3,3,5,0,0,77,0,0,0,6,19,13,22,17,4,4,4,4,5,0,0,97,102,435,1021,640,429,325,870,269,35,19,58,38,23,10,95,4361,5,0,24,51,50,54,84,44,11,10,11,16,14,0,11,384,0,0,0,43,29,7,27,59,9,9,26,41,23,0,9,280,92,145,160,158,179,213,356,213,75,84,97,126,47,10,44,1989,353,1239,1847,1402,1413,1273,3260,1783,424,559,624,751,385,54,308,15670
LGA44550,0,0,0,0,15,14,62,55,10,5,3,10,4,0,0,184,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,30,0,0,0,7,5,5,10,16,0,0,0,0,0,0,0,44,0,4,7,7,17,33,102,49,26,9,29,33,22,14,6,348,0,0,0,3,0,0,18,22,6,3,0,0,0,0,6,69,0,0,0,0,0,0,3,9,5,0,3,8,0,0,0,28,0,0,0,0,0,7,24,11,0,0,5,0,0,0,6,61,43,242,772,397,242,194,534,194,19,25,12,15,4,9,88,2784,0,0,8,13,16,23,26,28,7,0,0,3,7,0,4,144,0,0,0,9,4,0,6,5,0,0,0,0,0,0,0,25,15,33,69,63,57,77,122,90,22,11,8,6,3,5,14,579,100,511,984,620,586,502,1251,683,142,89,110,105,54,31,158,5926
LGA44620,0,0,0,5,27,16,42,35,4,9,12,3,3,7,6,166,0,0,6,4,5,10,0,0,0,0,0,0,0,0,0,21,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,11,0,0,0,4,0,14,38,12,7,11,9,6,8,0,3,101,0,0,0,0,0,3,4,0,0,7,0,0,0,0,0,27,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,0,0,0,4,7,3,70,52,7,22,12,3,0,3,3,174,23,148,275,123,43,22,62,49,7,6,5,0,0,0,27,793,0,0,4,3,0,10,11,10,0,0,0,0,0,0,0,38,0,0,4,0,3,0,3,5,9,0,0,0,0,0,0,28,13,28,35,29,14,14,157,165,25,17,30,29,9,0,14,595,72,414,432,255,169,171,544,450,85,107,104,117,37,16,105,3075
LGA44830,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,17,41,20,4,3,6,4,0,0,0,0,0,0,9,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,3,5,3,0,0,0,0,0,0,0,0,21,5,38,54,41,21,18,32,19,0,5,0,5,0,0,10,237
LGA45040,0,0,0,3,28,24,136,145,16,43,7,42,0,0,8,463,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,3,3,0,23,19,0,0,0,3,0,0,5,62,0,0,0,0,0,0,4,7,4,0,9,9,0,0,0,22,0,0,0,0,0,0,0,6,3,0,0,4,0,0,0,23,0,0,0,0,0,0,0,5,0,4,0,0,5,0,3,21,20,96,306,113,48,25,58,19,0,0,0,4,0,0,36,720,0,0,4,4,0,0,17,0,3,0,0,0,0,0,3,43,0,0,0,0,0,0,19,17,23,27,5,0,7,0,23,119,9,21,24,16,18,21,72,40,10,10,16,22,29,6,24,342,56,228,430,188,139,117,492,451,83,115,78,136,61,13,159,2745
LGA45090,0,0,0,0,0,0,19,63,19,15,14,11,0,3,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,4,0,5,3,0,0,28,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,16,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,5,7,12,0,0,0,0,0,0,7,30,11,30,74,22,21,3,23,9,0,0,0,0,0,0,3,197,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,14,0,0,0,0,0,0,15,6,0,0,0,4,4,0,0,30,0,8,4,4,15,13,22,13,4,5,4,26,12,10,8,162,18,61,94,38,57,70,199,281,90,109,77,114,36,15,39,1300
LGA45120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,6,18,66,15,3,3,9,3,0,0,3,0,0,0,11,143,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,5,0,8,0,0,0,0,0,0,0,0,31,15,34,84,32,24,21,31,17,3,11,3,3,0,0,10,297
LGA45290,0,0,0,10,19,5,57,46,8,22,20,24,8,0,0,217,5,0,3,12,32,13,11,0,0,0,0,0,3,0,0,83,0,0,3,9,10,13,35,23,3,7,3,7,4,0,3,122,0,0,5,9,23,14,39,20,4,3,12,28,0,0,5,171,0,0,6,13,17,8,51,41,10,15,26,36,21,0,0,252,0,0,0,0,5,6,15,21,0,6,9,0,3,0,0,61,0,0,0,0,6,13,32,18,3,4,5,4,0,0,5,89,45,196,495,275,163,117,206,115,14,11,18,40,17,16,53,1784,0,0,9,29,28,18,41,18,8,10,19,5,18,4,3,202,0,0,0,59,56,13,25,35,7,8,31,12,10,0,9,267,45,79,97,77,102,123,229,170,62,74,114,120,50,13,24,1374,193,1187,1295,730,777,669,1870,1527,508,587,738,887,439,85,244,11739
LGA45340,0,0,0,23,167,217,351,199,45,39,50,35,15,4,22,1174,11,3,23,29,317,101,60,19,5,0,0,0,0,0,16,600,0,0,5,31,14,7,49,19,9,0,4,0,0,0,0,145,0,0,21,55,66,88,444,220,44,38,53,39,46,3,17,1131,0,0,7,15,29,13,43,37,7,12,7,15,0,0,13,199,0,0,0,4,0,4,14,13,5,9,4,0,0,0,3,52,0,0,0,9,14,26,78,52,9,8,3,21,13,0,7,236,220,1170,5444,3237,1900,1125,3973,1491,149,129,103,156,70,20,453,19643,0,3,27,50,63,73,119,107,23,5,15,20,16,4,13,550,0,0,0,34,29,14,35,36,4,9,4,5,5,0,8,194,85,220,480,399,405,396,717,404,99,98,75,98,32,20,92,3616,498,2612,6988,4781,4120,2919,7905,3782,587,529,488,617,299,83,891,37099
LGA45400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,3,0,0,0,0,0,0,0,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,16,9,3,0,6,3,0,0,0,0,0,0,3,49
LGA45540,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,30,13,9,0,0,0,0,0,0,0,0,0,3,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,12,11,33,39,19,14,7,9,6,4,0,3,6,0,0,10,153
LGA45680,0,0,0,22,120,107,276,181,33,40,37,54,17,5,31,915,0,5,5,9,54,27,5,5,0,0,0,0,0,0,5,106,0,0,8,5,3,8,8,9,3,0,0,0,0,0,0,46,0,0,12,16,4,34,104,31,15,0,7,0,0,0,4,231,0,0,0,0,0,3,10,35,0,4,0,0,0,0,5,72,0,0,0,0,0,0,10,12,6,0,0,0,0,0,0,27,0,0,0,8,37,33,49,24,15,4,10,9,0,0,9,190,57,823,3488,1456,454,244,425,98,3,19,10,15,3,5,251,7336,0,0,7,10,13,15,46,34,3,8,9,4,0,0,4,160,0,0,0,57,211,120,108,70,8,15,7,17,20,0,17,652,22,85,173,160,391,306,1990,1225,336,177,278,328,63,22,143,5715,142,1449,4186,2056,1598,1236,4395,3119,682,551,578,702,200,94,629,21602
LGA45890,0,0,3,29,240,239,537,479,103,111,80,134,52,12,66,2093,37,41,46,41,223,86,40,23,9,7,0,4,0,0,13,559,0,0,6,19,26,24,70,22,5,15,12,7,4,6,7,232,0,0,14,25,25,58,173,54,17,4,30,28,8,0,6,442,0,0,3,10,16,29,126,241,39,50,56,76,35,5,7,690,0,0,0,0,5,25,34,81,7,16,30,29,3,0,4,239,0,0,0,12,80,55,92,55,10,12,15,17,12,5,13,369,86,696,1892,756,394,252,706,292,41,38,35,37,33,11,156,5427,0,0,10,29,27,48,66,57,18,12,16,7,11,4,8,313,0,3,9,456,1485,919,755,573,159,140,170,194,99,23,173,5157,127,233,324,337,641,1069,1592,879,282,216,183,220,110,27,159,6402,513,2226,3523,2349,3996,3913,11136,7964,1892,1943,2402,3061,1266,230,1127,47546
LGA46090,0,0,0,0,5,8,4,10,0,4,0,11,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,6,0,4,22,0,0,0,0,0,0,0,8,0,3,0,0,0,0,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,42,126,61,9,3,18,9,0,5,4,7,0,0,20,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,19,0,0,0,6,0,0,6,37,5,16,13,6,9,3,14,11,9,10,25,37,28,28,29,238,20,121,175,91,43,36,121,140,30,71,71,83,50,33,90,1184
LGA46300,0,0,0,0,19,8,30,24,6,0,9,16,0,0,0,123,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,9,13,3,0,3,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,3,0,0,3,0,0,7,0,0,0,0,3,4,8,4,0,0,0,0,0,0,0,22,11,61,176,59,13,5,32,24,7,0,4,0,0,0,11,416,0,0,3,0,5,0,3,5,0,0,4,0,0,0,0,21,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,15,4,12,13,18,3,3,22,17,0,8,6,5,7,0,3,135,30,177,249,146,93,46,179,132,29,35,44,47,23,0,41,1273
LGA46450,0,0,0,7,18,9,15,25,4,6,3,4,4,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,4,0,27,11,0,0,0,0,10,0,0,60,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,16,17,70,183,75,20,9,37,11,0,0,6,0,0,0,30,447,0,0,0,3,9,4,4,0,0,0,0,0,0,0,6,20,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,15,0,14,14,13,23,19,11,15,8,5,4,15,0,0,7,140,47,193,252,137,107,64,173,136,33,35,28,44,26,0,60,1342
LGA46510,0,0,0,3,19,21,22,32,4,9,5,36,5,3,14,184,8,5,11,3,25,11,11,3,0,4,0,0,0,0,3,67,0,0,3,7,4,4,9,5,6,0,0,0,0,0,0,40,0,0,0,0,13,11,22,9,0,0,3,0,0,0,0,59,0,0,0,0,0,6,6,13,5,11,9,19,11,0,0,85,0,0,0,0,0,6,4,13,0,5,4,6,0,0,0,31,0,0,0,4,19,12,19,14,0,0,0,4,3,0,7,78,10,119,302,145,67,55,89,53,17,7,0,0,4,0,13,887,0,0,0,11,5,14,22,9,4,7,5,0,0,0,8,77,0,0,0,56,179,59,58,46,16,17,30,23,13,0,11,514,18,42,66,54,58,87,128,104,32,24,42,40,26,0,19,743,73,484,730,446,537,436,991,849,268,330,432,478,183,30,129,6408
LGA46670,0,0,0,0,6,6,10,11,4,0,0,0,0,0,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,19,0,0,0,0,0,4,4,5,0,0,0,3,0,0,4,17,8,25,106,31,15,5,9,5,0,0,0,0,3,0,16,227,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,11,0,0,0,0,11,12,4,7,0,0,0,5,0,0,7,47,4,14,20,18,12,12,11,18,4,8,0,22,10,23,67,232,28,138,233,90,96,83,157,138,35,42,22,123,51,22,132,1380
