LGA_CODE_2021,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4_to_8_SB_FHs_CF_no_C,FoA_4_to_8_SB_FHs_CF_C,FoA_4_to_8_SB_FHs_OnePF,FoA_4_to_8_SB_FHs_Oth_fam,FoA_4_to_8_SB_FHs_Tot,FoA_4_to_8_SB_Lone_P_H,FoA_4_to_8_SB_Group_H,FoA_4_to_8_SB_Tot,FoA_9moSB_FHs_CF_no_C,FoA_9moSB_FHs_CF_C,FoA_9moSB_FHs_OnePF,FoA_9moSB_FHs_Oth_fam,FoA_9moSB_FHs_Tot,FoA_9moSB_Lone_P_H,FoA_9moSB_Group_H,FoA_9moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
LGA21670,1602,1021,644,63,3319,1746,137,5207,64,7,27,3,99,262,9,369,6,0,0,0,3,12,0,17,63,7,24,3,103,273,9,386,8,0,0,0,7,49,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,53,0,62,10,0,0,0,15,38,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,6,0,22,14,0,45,26,14,4,0,36,54,0,97,7,0,0,0,9,12,0,21,1701,1041,669,62,3483,2136,155,5774
LGA21750,2536,2090,782,83,5485,2322,254,8063,58,30,39,10,131,445,19,590,12,9,10,0,21,17,0,46,69,30,41,10,149,460,21,637,6,0,4,0,10,21,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,5,0,14,25,3,36,4,0,0,0,9,17,3,24,0,0,0,0,10,23,0,33,3,0,0,0,5,6,0,12,4,6,0,0,19,8,0,20,17,10,0,0,33,48,5,81,6,0,3,0,9,11,4,24,2631,2138,835,93,5690,2864,290,8848
LGA21830,1988,1544,558,69,4159,1740,151,6053,30,11,18,0,62,166,6,226,0,0,0,0,5,9,0,9,29,11,15,0,64,171,6,239,6,0,0,0,7,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,6,0,12,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,5,4,0,0,0,6,6,0,16,8,4,0,0,13,10,0,23,5,0,0,0,6,3,0,15,2037,1568,582,68,4251,1930,164,6343
LGA21890,8052,12245,3659,531,24482,6993,2161,33636,1957,1506,764,136,4361,3504,650,8518,2262,1658,674,136,4728,2236,698,7663,4222,3161,1444,276,9092,5742,1346,16180,821,319,255,62,1446,2759,288,4488,323,97,68,21,517,814,121,1456,770,223,170,37,1193,1458,206,2863,83,16,17,13,133,276,34,440,10,13,0,0,22,12,0,34,2009,662,510,134,3316,5318,650,9283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,75,43,29,4,161,123,55,344,78,43,29,4,161,125,55,341,3,3,8,0,13,24,6,44,14356,16119,5642,950,37065,18201,4215,59488
LGA22110,6544,3990,1767,135,12440,5024,435,17897,229,49,81,8,374,813,37,1220,35,17,11,3,63,49,11,123,263,69,96,14,437,862,46,1340,30,8,4,0,44,103,6,155,4,0,0,0,4,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,8,4,0,47,114,6,168,24,0,3,0,29,67,3,100,52,3,13,0,70,100,3,168,3,0,0,0,3,3,0,4,6,6,0,0,10,6,0,24,84,11,11,3,112,181,8,297,21,6,8,0,31,32,5,68,6950,4083,1887,153,13063,6212,496,19771
LGA22170,10610,15019,6072,453,32158,8907,1225,42288,1285,614,829,66,2782,3890,200,6872,500,376,376,42,1293,819,100,2219,1786,989,1203,104,4078,4707,304,9090,137,51,86,7,283,597,34,914,35,11,19,0,69,108,7,180,23,0,12,0,40,61,3,116,0,0,6,0,3,23,0,24,6,5,0,0,17,32,3,50,205,72,127,11,412,823,50,1284,3,0,5,0,5,15,0,26,23,4,13,0,35,209,3,253,0,0,0,0,0,0,0,0,6,15,0,8,23,10,0,32,25,20,20,7,66,239,3,307,12,5,3,0,23,26,0,50,12639,16102,7423,569,36737,14700,1582,53019
LGA22250,1407,929,356,46,2732,1250,95,4083,29,6,9,0,44,149,0,197,0,0,0,0,0,0,0,0,29,6,9,0,44,154,0,196,0,0,0,0,5,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,7,10,0,0,0,8,25,0,42,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,4,6,0,9,19,0,0,0,20,35,0,55,5,0,0,0,12,5,0,19,1453,941,369,46,2806,1447,100,4359
LGA22310,6621,12804,2647,279,22350,4405,773,27526,2071,2034,750,102,4946,2871,368,8187,1436,2211,646,43,4342,991,257,5591,3502,4243,1390,143,9289,3869,626,13778,2140,1294,623,112,4166,4965,585,9716,875,297,184,48,1406,1258,238,2902,1004,310,199,62,1573,1485,302,3360,115,16,13,5,148,193,38,385,6,10,3,0,22,18,0,38,4138,1933,1015,227,7316,7919,1161,16397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,29,12,3,90,85,31,208,42,29,12,3,90,85,31,208,13,8,4,0,31,18,9,56,14320,19023,5072,658,39078,16293,2596,57971
LGA22410,2594,1795,760,56,5205,2183,186,7578,42,29,30,6,105,277,10,392,10,3,7,0,11,26,0,42,51,33,31,7,120,305,10,435,18,0,9,0,28,49,3,83,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,25,0,7,0,36,52,3,87,8,0,0,0,8,22,0,32,5,0,0,0,3,14,0,17,0,0,0,0,0,0,0,0,7,0,5,0,10,6,0,20,21,4,6,0,24,45,5,74,4,0,0,0,7,8,0,16,2690,1832,804,68,5396,2588,205,8190
LGA22490,2464,3503,705,51,6730,1329,119,8169,25,6,21,0,55,37,4,89,0,0,0,0,0,0,0,0,25,8,21,0,56,37,4,95,0,0,0,0,5,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,5,0,3,0,0,7,4,0,7,0,0,0,0,6,0,0,3,0,0,0,0,0,5,0,5,0,0,0,0,3,0,0,5,0,0,0,0,4,0,0,3,4,3,0,0,10,8,0,14,0,0,0,0,5,0,0,4,2497,3521,727,51,6801,1369,117,8287
LGA22620,12077,12446,5284,471,30284,10976,1357,42612,388,198,276,33,897,1815,124,2835,105,41,61,9,220,186,47,455,496,242,334,43,1118,2006,171,3291,68,27,43,4,142,251,13,405,8,4,0,0,11,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,9,0,15,81,25,43,4,156,266,13,436,17,6,0,0,20,44,0,70,17,0,0,0,23,17,0,44,3,0,0,0,4,7,0,12,9,5,3,3,21,12,7,41,53,11,4,4,70,85,4,162,25,14,4,0,53,39,8,95,12734,12744,5671,520,31673,13374,1555,46599
LGA22670,7878,15081,5330,718,29003,6276,1631,36911,1083,1373,719,110,3285,2164,307,5758,805,1168,454,94,2523,613,267,3408,1891,2539,1171,206,5810,2777,569,9162,846,863,484,86,2284,1859,268,4412,95,70,55,7,224,186,33,450,113,45,54,3,216,193,22,433,0,0,0,0,0,0,0,0,5,9,8,0,18,13,6,35,1060,990,598,99,2747,2256,319,5323,13,0,3,0,19,76,0,87,3,0,11,0,16,70,0,92,0,0,0,0,0,0,0,0,3,4,6,0,15,13,0,33,21,8,19,3,49,160,0,215,8,7,3,5,29,28,10,61,10859,18624,7123,1032,37633,11502,2542,51670
LGA22750,25905,28312,10345,945,65502,20618,3281,89397,1663,696,703,86,3146,5311,329,8789,610,298,247,26,1178,750,148,2071,2272,995,951,109,4321,6056,480,10866,335,136,148,17,637,1200,87,1928,25,12,8,0,47,110,11,170,61,19,13,3,93,185,23,302,57,4,4,5,68,59,7,134,9,0,0,0,11,12,0,22,492,173,172,26,858,1567,132,2558,12,3,3,5,23,51,3,77,58,10,17,0,83,248,9,338,0,0,0,0,0,3,0,7,37,38,8,0,81,46,10,136,103,46,33,7,187,343,22,556,26,23,9,0,60,63,10,132,28797,29542,11504,1092,70933,28649,3926,103508
LGA22830,6163,6956,2756,208,16084,5160,666,21909,389,189,163,34,776,1280,83,2143,20,11,14,0,50,41,10,102,411,203,181,35,823,1322,97,2241,6,6,0,0,12,37,0,48,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,9,5,0,0,14,52,0,66,40,0,13,0,52,155,4,209,19,3,11,0,29,48,3,83,0,0,0,0,4,7,0,6,62,4,4,4,74,150,4,230,116,10,26,3,163,357,17,528,4,13,4,0,27,15,0,44,6705,7190,2967,248,17106,6901,783,24795
LGA22910,2302,1398,554,49,4298,1985,180,6470,24,10,16,0,47,86,3,140,13,4,4,0,19,22,0,37,32,11,18,0,65,108,3,177,11,0,3,0,14,83,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,11,0,4,0,17,83,0,100,5,0,6,0,8,21,0,33,0,0,0,0,0,9,0,7,0,0,0,0,4,3,0,9,5,9,6,0,19,8,0,27,11,13,10,0,34,47,0,80,8,0,0,0,15,5,0,20,2362,1427,587,49,4425,2232,188,6846
LGA22980,754,520,176,22,1468,704,68,2241,11,3,0,0,12,48,6,68,0,0,0,0,0,5,0,7,11,3,5,0,18,56,6,74,0,0,6,0,3,25,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,25,0,30,0,0,0,0,4,0,0,3,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,10,8,0,0,0,7,6,0,14,3,0,0,0,3,0,0,7,769,521,183,26,1499,794,71,2367
LGA23110,5986,9008,2796,332,18119,5178,664,23967,857,684,335,34,1907,1554,96,3558,1346,1636,510,51,3542,984,151,4687,2206,2317,839,84,5451,2538,251,8236,262,159,150,24,593,856,57,1508,50,24,24,3,96,164,7,273,98,31,34,0,159,228,15,401,19,6,23,7,52,97,3,150,4,0,0,0,8,5,0,15,424,224,232,38,913,1351,87,2350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,7,0,39,31,3,68,16,11,7,0,39,31,3,69,8,3,8,0,22,16,4,43,8646,11565,3878,455,24545,9118,1003,34663
LGA23190,2249,2109,799,61,5215,2056,200,7469,51,11,16,4,79,259,12,343,0,0,0,0,6,4,0,6,53,11,20,4,83,264,12,351,46,9,23,7,85,270,12,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,9,23,7,85,270,12,371,0,0,0,0,0,10,0,12,6,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,7,10,0,21,4,0,0,0,0,3,4,8,2350,2130,847,69,5394,2597,226,8216
LGA23270,13534,32236,8911,802,55484,9583,1422,66487,723,940,550,65,2276,1565,114,3954,625,867,466,59,2017,704,151,2873,1344,1807,1021,125,4295,2270,265,6828,364,365,315,39,1083,898,89,2070,0,0,0,0,0,0,0,0,21,29,25,3,67,52,6,128,0,0,0,0,0,0,0,0,6,7,6,0,22,19,0,45,390,397,342,40,1170,980,91,2242,0,0,0,0,3,42,0,46,4,0,0,0,5,57,0,63,0,0,0,0,0,0,0,0,7,3,0,0,5,7,0,8,9,6,4,0,15,103,0,123,7,25,7,0,41,27,3,67,15279,34468,10285,970,61006,12954,1782,75740
LGA23350,2222,1844,536,43,4647,1500,106,6253,28,14,17,0,64,160,11,238,0,0,0,0,3,0,0,3,29,13,17,0,68,160,11,236,0,0,7,0,9,27,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,4,3,3,7,0,10,27,0,37,6,0,3,0,9,16,0,29,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,8,3,3,0,16,11,5,28,19,12,4,0,30,26,0,68,6,7,0,0,16,9,4,22,2284,1875,563,50,4774,1725,123,6615
LGA23430,8858,15824,3955,352,28989,6058,806,35855,2239,1697,990,107,5031,4053,326,9412,1847,1921,767,73,4605,1330,226,6165,4090,3615,1757,178,9635,5388,553,15576,1435,847,630,70,2986,3323,221,6531,242,91,83,9,428,494,49,967,325,107,110,10,553,694,48,1287,86,33,30,0,150,186,16,347,6,6,3,0,13,3,0,19,2093,1081,865,97,4132,4701,329,9155,0,0,0,0,5,22,0,23,12,3,4,0,22,121,4,145,0,0,0,0,0,0,0,0,14,18,16,3,60,66,8,139,37,24,22,8,79,214,8,306,7,10,3,0,18,30,0,48,15076,20543,6601,634,42855,16388,1699,60940
LGA23670,12474,20164,5591,480,38709,8049,1095,47854,1258,712,428,58,2459,2443,122,5021,712,839,419,49,2019,779,135,2931,1973,1548,846,107,4480,3223,255,7959,128,72,68,3,267,383,20,671,70,25,45,3,151,221,14,385,46,20,39,5,106,134,11,243,40,6,20,0,63,102,5,170,11,10,9,0,31,27,0,56,290,134,173,19,613,870,46,1531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,0,22,22,4,47,8,3,4,0,22,22,4,47,6,7,4,0,14,22,0,37,14753,21860,6620,606,43837,12185,1397,57422
LGA23810,7753,7287,3661,251,18948,7274,724,26943,221,55,117,13,403,1198,46,1649,23,8,29,0,65,79,11,150,249,64,148,16,466,1279,54,1802,215,62,140,23,438,1209,46,1696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,221,62,140,25,443,1217,46,1703,3,0,0,0,3,27,4,36,22,4,3,0,26,31,3,64,0,0,0,0,3,7,0,14,0,0,3,0,9,3,0,8,28,9,4,0,43,68,6,124,6,3,0,0,15,24,0,34,8257,7422,3949,287,19915,9859,833,30610
LGA23940,978,652,239,31,1898,936,81,2907,21,12,6,0,29,41,0,71,0,0,0,0,0,0,0,0,21,12,6,0,29,43,0,70,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,22,0,25,0,0,0,0,8,7,0,9,0,0,0,0,0,0,0,0,3,4,0,0,12,6,0,14,12,3,0,0,16,40,0,56,4,0,0,0,4,10,0,12,1007,668,242,31,1946,1022,80,3049
LGA24130,5314,6612,1577,99,13598,3004,277,16880,210,73,104,8,395,523,20,945,23,5,16,0,40,17,0,60,231,78,121,8,441,539,20,1000,14,6,3,0,20,15,0,35,0,6,0,0,7,4,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,6,0,9,20,17,4,0,35,20,4,56,6,0,0,0,6,7,0,11,18,19,0,0,38,16,0,54,0,0,0,0,0,0,0,3,9,5,4,0,14,12,4,34,33,24,3,0,61,39,4,102,7,3,0,0,12,9,0,17,5599,6736,1704,109,14147,3610,302,18060
LGA24210,9036,14103,3177,302,26629,4931,571,32131,666,605,308,29,1607,1220,60,2890,1134,1900,604,64,3699,729,113,4543,1801,2508,910,94,5312,1948,176,7437,330,288,145,16,785,609,30,1420,173,93,65,11,341,327,9,685,464,196,149,20,833,636,54,1518,406,172,140,26,741,532,45,1317,0,4,0,0,11,9,0,19,1380,754,498,71,2702,2116,136,4958,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,5,4,5,8,6,0,4,0,7,4,5,11,6,10,6,0,24,11,0,35,12228,17379,4606,470,34680,9008,888,44574
LGA24250,1376,878,288,19,2554,1021,66,3649,18,4,13,0,38,79,9,124,0,0,0,0,0,0,0,5,18,4,13,0,41,84,9,127,3,4,4,0,7,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,10,7,0,13,0,0,0,0,0,6,0,8,6,0,0,0,10,10,0,19,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,8,3,0,0,14,21,0,30,4,3,0,0,13,0,0,9,1405,891,306,18,2623,1129,76,3830
LGA24330,4058,6182,1851,313,12402,3170,1155,16731,549,396,286,45,1276,1127,149,2558,1622,1569,553,120,3864,1204,496,5563,2165,1968,840,165,5143,2330,645,8118,579,324,220,58,1189,1467,244,2898,437,174,95,42,743,887,151,1787,613,191,123,49,976,1219,166,2360,419,97,76,28,621,816,100,1525,6,8,6,3,25,8,0,38,2065,793,513,179,3548,4400,663,8613,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,54,29,11,3,101,64,24,184,54,29,16,3,102,70,24,197,6,4,6,0,22,21,0,42,8347,8975,3229,660,21213,9996,2490,33695
LGA24410,9676,14148,4202,344,28362,8219,912,37499,485,412,253,28,1182,1254,76,2508,311,313,188,11,826,346,48,1225,793,727,444,42,2002,1599,130,3734,81,71,59,8,218,197,14,420,124,53,72,12,259,330,27,618,163,50,45,8,261,294,23,575,22,4,5,0,27,40,0,74,0,9,4,0,14,14,0,28,398,179,176,19,782,870,65,1711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,10,6,0,20,0,6,3,0,10,8,0,23,3,8,0,0,16,22,0,40,10873,15069,4824,405,31180,10719,1106,43006
LGA24600,455,467,136,33,1093,320,167,1576,737,390,140,38,1299,696,356,2346,1645,1247,399,109,3398,1436,908,5745,2378,1638,531,143,4694,2129,1272,8095,525,184,90,26,821,812,247,1876,1157,370,211,55,1792,2069,501,4357,2531,732,371,198,3825,4634,1162,9622,12006,3177,1686,1286,18147,20377,6324,44854,3,5,0,0,5,3,0,9,16213,4459,2354,1565,24586,27893,8234,60718,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,32,10,10,5,53,53,24,131,32,10,10,3,56,54,24,131,46,16,6,5,78,125,35,238,19125,6597,3041,1748,30511,30524,9725,70760
LGA24650,9910,24713,6744,544,41910,7073,989,49974,591,546,396,31,1570,1378,66,3011,239,425,309,21,994,312,37,1342,830,969,707,53,2567,1686,103,4353,29,31,27,0,85,85,5,175,17,6,12,3,33,32,0,74,40,16,26,0,84,48,3,137,0,0,0,0,0,0,0,0,7,8,0,0,14,7,0,23,90,55,67,3,218,176,7,409,7,0,0,0,5,45,0,47,5,0,0,0,5,54,3,54,0,0,0,0,0,4,0,0,0,5,0,0,7,3,0,16,6,7,0,0,16,103,4,122,12,23,3,0,38,19,0,56,10853,25769,7527,602,44745,9052,1102,54907
LGA24780,5357,5414,2358,203,13339,4308,534,18178,283,107,176,14,581,926,76,1586,24,6,3,3,38,25,4,72,306,117,180,18,618,954,84,1662,162,65,91,9,319,713,51,1085,4,0,0,0,5,14,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,4,166,65,89,9,329,726,51,1106,23,3,5,0,33,66,5,101,45,3,5,0,52,80,20,145,4,0,0,0,5,4,0,8,9,8,0,0,12,7,0,22,74,14,12,5,101,161,20,281,18,6,6,0,26,23,0,57,5920,5616,2647,242,14414,6177,689,21283
LGA24850,4334,5989,2031,148,12509,3115,320,15944,209,68,98,6,386,574,19,971,30,27,21,0,76,37,5,120,237,93,118,10,456,609,24,1094,9,0,4,0,10,19,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,9,0,0,10,10,6,4,0,20,17,0,36,0,0,0,0,4,17,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,11,3,11,0,0,11,29,6,43,7,7,0,0,14,10,0,23,4586,6100,2161,160,13008,3780,352,17140
LGA24900,3727,2698,1148,68,7639,2869,289,10801,141,43,62,8,254,578,25,856,10,8,0,0,23,14,0,36,157,48,65,9,272,600,25,890,7,0,7,0,10,14,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,10,0,7,0,12,14,0,30,20,4,0,0,29,42,0,75,27,0,3,0,29,52,5,90,3,0,0,0,3,0,0,0,7,0,0,0,8,5,0,13,52,8,4,3,67,102,3,176,4,5,0,0,14,5,0,17,3945,2764,1225,78,8013,3579,326,11917
LGA24970,11566,19203,5010,657,36448,7630,2063,46139,1288,1330,458,90,3171,1723,374,5272,1273,1856,514,133,3773,794,716,5291,2562,3188,967,221,6943,2519,1098,10558,1356,1684,555,105,3703,2069,319,6093,353,92,55,29,534,447,76,1053,578,136,127,48,889,1001,163,2054,262,85,74,24,444,380,133,951,6,3,3,0,17,21,0,41,2556,2003,817,208,5580,3920,694,10187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,0,20,12,3,28,13,5,0,0,20,7,3,30,8,3,0,0,15,31,7,56,16703,24403,6799,1090,48995,14109,3868,66979
LGA25060,6624,11292,2621,315,20854,4888,738,26470,1049,907,410,54,2420,1625,192,4240,1550,1845,652,87,4131,1466,330,5923,2596,2752,1061,139,6547,3090,523,10166,779,417,282,66,1538,1785,212,3538,477,173,225,46,924,1615,170,2707,1003,247,171,59,1486,1961,206,3649,158,103,197,37,499,532,46,1079,3,0,0,0,5,15,0,20,2417,944,873,212,4452,5902,640,10994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,26,9,4,64,66,17,145,21,26,9,4,64,66,17,145,7,7,0,0,19,12,0,35,11667,15025,4573,666,31933,13958,1920,47814
LGA25150,3636,4588,1449,107,9779,2500,235,12518,128,55,74,8,263,424,18,702,30,11,27,4,74,50,0,124,162,65,97,9,337,473,20,829,0,0,0,0,0,44,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,21,0,0,0,0,0,0,0,0,6,0,0,0,8,5,0,15,7,0,0,0,14,73,0,85,0,0,0,0,7,11,0,17,9,0,0,0,13,12,0,21,0,0,0,0,0,0,0,4,5,3,0,3,7,6,0,15,13,4,0,3,25,33,0,58,0,4,0,0,8,7,0,14,3819,4669,1552,122,10160,3085,256,13500
LGA25250,8580,13369,3854,563,26374,7388,2455,36218,1837,1261,626,105,3830,3036,665,7530,3307,2731,969,229,7232,2758,1195,11188,5145,3987,1590,338,11063,5793,1856,18715,926,422,273,76,1694,2524,401,4619,451,110,77,21,658,880,172,1717,1398,315,199,63,1974,2688,405,5069,276,55,35,23,388,631,110,1131,0,17,3,0,29,12,0,40,3050,922,585,178,4740,6741,1094,12575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,44,22,3,134,93,64,297,70,44,22,3,136,93,64,295,12,14,10,3,38,37,3,74,16861,18340,6056,1090,42343,20051,5474,67871
