LGA_CODE_2021,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
LGA35760,1549,903,902,937,1214,1428,1406,867,269,9478,4,0,11,4,4,8,11,0,0,40,0,4,0,0,4,17,23,8,0,53,0,0,4,4,0,11,18,7,0,47,31,83,109,69,101,148,148,36,10,727,0,0,0,0,5,0,0,6,0,8,0,0,0,0,0,3,4,0,0,11,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,86,116,76,111,183,197,52,11,866,31,89,128,75,112,188,203,56,15,908,1581,993,1033,1015,1327,1620,1610,921,283,10383
LGA35780,921,419,396,283,236,200,102,20,5,2576,13,10,14,6,7,0,0,0,0,56,15,0,7,9,11,34,22,0,0,96,4,3,3,9,7,19,23,0,0,64,33,36,45,44,43,67,67,7,0,335,0,0,0,4,0,5,0,0,0,13,0,0,0,0,12,7,0,0,0,22,0,0,0,0,0,8,0,0,0,16,3,0,0,4,0,0,0,0,0,8,0,0,0,0,0,4,9,0,0,9,0,0,0,0,0,0,0,0,0,0,55,43,54,67,68,142,123,9,0,570,67,57,70,75,78,151,124,9,0,626,990,479,463,359,314,348,225,29,5,3199
LGA35790,624,315,292,221,239,192,84,19,0,1975,0,9,0,0,3,0,0,0,0,15,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,6,7,18,12,13,12,3,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,21,12,12,12,3,0,0,76,7,8,25,10,14,14,5,0,0,88,635,332,308,228,249,206,89,15,0,2070
LGA35800,349,123,186,148,202,261,185,97,34,1584,7,3,0,0,0,0,7,0,0,15,4,10,0,0,8,23,44,9,3,95,3,0,3,0,0,14,37,21,0,93,10,8,5,5,17,41,73,18,0,184,0,0,0,0,0,10,13,0,0,28,8,0,0,4,4,0,0,0,0,14,0,0,0,0,0,0,5,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,12,0,0,0,0,0,0,0,0,0,0,23,16,23,15,34,95,178,53,3,439,25,20,23,12,35,95,178,54,3,448,373,142,206,166,231,353,368,152,40,2034
LGA36070,128,80,76,98,97,53,32,9,0,577,5,0,5,0,4,4,0,0,0,16,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,27,49,37,9,3,9,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,59,35,10,3,6,0,0,144,5,27,65,36,14,10,6,0,0,160,131,107,140,138,109,61,33,9,0,730
LGA36150,134,43,92,63,87,112,60,22,10,625,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,18,31,9,0,58,0,0,0,0,0,11,12,0,0,24,4,8,9,19,25,39,29,14,0,141,0,0,0,0,0,0,5,4,0,9,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,9,19,24,66,83,25,0,237,4,8,10,19,25,66,83,25,3,237,135,51,101,78,113,186,143,51,11,866
LGA36250,27971,17580,15483,19031,21060,20760,18090,10062,3654,153690,12,18,22,12,20,38,45,32,16,228,10,19,26,19,19,29,55,23,17,219,3,6,13,8,13,16,46,15,4,129,386,552,475,338,384,471,325,193,131,3251,0,0,0,4,0,0,3,0,4,22,0,0,3,0,3,12,7,0,0,32,0,0,0,0,3,12,7,0,0,28,0,3,0,0,3,4,5,0,0,16,0,5,0,0,3,13,13,3,0,39,0,0,0,0,0,0,0,0,0,0,408,598,521,366,434,554,460,246,151,3728,423,617,546,379,456,588,513,274,165,3958,28393,18199,16030,19409,21510,21351,18597,10338,3815,157650
LGA36300,154,56,109,78,80,110,67,27,6,690,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,17,0,0,25,0,0,0,0,0,7,17,3,0,28,16,13,8,22,9,30,26,5,0,124,0,0,0,0,0,3,5,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,4,24,16,49,73,12,0,206,14,14,4,21,16,49,73,12,0,207,167,68,121,103,96,155,137,37,7,897
LGA36370,16201,9868,10400,9661,8946,9028,7067,4122,1661,76955,22,33,14,24,16,30,24,22,7,189,10,9,23,14,19,58,61,26,3,231,3,3,4,0,21,39,63,35,8,169,434,568,537,406,540,616,476,228,108,3918,3,0,0,0,3,8,15,9,0,43,3,3,0,0,0,3,10,0,0,27,0,0,0,0,4,7,13,4,0,21,3,4,3,4,5,3,0,0,0,22,0,4,3,0,0,11,6,0,0,22,0,0,0,0,0,0,0,0,0,0,448,601,579,433,592,738,638,300,120,4447,472,627,592,453,607,768,661,321,124,4632,16675,10493,10996,10116,9552,9788,7728,4445,1789,81585
LGA36510,7425,4137,3697,4780,5896,6160,5467,2923,938,41425,6,9,8,5,9,17,8,13,3,71,7,11,12,10,8,25,24,11,0,110,0,0,11,4,0,8,10,12,0,45,133,205,195,186,196,287,238,68,20,1527,0,12,4,0,6,3,9,0,0,22,0,0,0,5,0,0,0,0,0,7,0,0,4,0,0,0,8,0,0,12,3,0,3,3,0,0,0,0,0,15,0,0,6,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,150,221,225,205,213,327,290,96,20,1753,153,230,235,211,223,347,298,103,28,1823,7581,4367,3926,4984,6120,6506,5764,3024,965,43250
LGA36580,4539,2420,2337,2797,3249,3560,3216,1578,339,24034,0,4,10,8,11,0,17,5,0,56,0,0,0,3,4,9,12,5,0,34,0,0,3,0,0,8,9,7,0,29,104,82,101,90,116,143,168,50,13,860,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,100,88,110,91,124,171,195,54,14,952,100,89,115,99,134,175,212,61,14,1003,4641,2508,2456,2895,3382,3733,3425,1642,350,25036
LGA36630,5476,3192,3020,2984,3781,4576,4776,2582,786,31178,20,8,14,7,16,11,27,8,3,117,3,0,9,9,6,14,42,8,0,89,0,0,6,0,0,6,40,4,0,60,118,207,160,143,199,253,242,103,26,1453,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,3,3,0,0,13,0,0,0,0,0,7,9,4,0,19,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,4,0,0,7,0,0,0,0,0,0,0,0,0,0,122,209,176,153,207,284,344,119,29,1644,148,212,188,161,219,300,368,131,26,1762,5621,3408,3212,3145,4004,4872,5149,2713,813,32938
LGA36660,6122,3422,3253,3337,4245,5073,5134,2907,961,34448,9,8,14,13,12,17,26,21,6,113,7,10,10,18,17,18,37,3,4,124,0,0,0,0,7,3,11,5,0,30,139,225,196,150,215,237,193,79,27,1455,0,0,0,0,0,0,3,0,0,8,0,3,0,0,0,0,0,0,0,11,0,0,0,0,5,4,4,0,0,18,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,146,238,207,174,240,270,254,94,29,1655,155,246,217,181,245,288,276,111,33,1770,6277,3668,3472,3518,4493,5362,5415,3019,999,36217
LGA36720,58460,35697,35897,40671,43801,42419,38468,23245,8723,327371,43,36,43,36,46,85,99,76,35,498,159,158,169,150,106,225,389,191,31,1576,53,39,79,73,78,395,1147,764,107,2734,1036,1503,1442,1116,1252,1543,1307,619,285,10108,0,13,15,7,3,26,109,54,13,236,0,4,9,3,5,22,29,11,0,91,8,21,75,18,19,62,207,149,19,573,0,7,5,9,5,13,11,6,4,50,3,3,6,3,12,29,100,46,3,208,0,0,0,0,0,0,0,0,0,5,1272,1744,1804,1376,1490,2312,3302,1834,459,15586,1317,1778,1850,1416,1530,2395,3403,1908,496,16084,59777,37482,37745,42085,45335,44808,41863,25159,9216,343461
LGA36820,4339,2303,2189,2460,3175,3810,3771,2050,688,24792,9,3,11,3,9,28,9,7,3,88,19,12,15,9,24,126,146,24,0,374,28,5,37,25,12,70,134,41,0,355,157,164,185,155,212,364,406,122,25,1789,8,0,3,3,5,24,38,13,0,103,5,6,7,6,6,15,16,4,0,67,6,0,0,13,12,16,25,0,0,74,3,8,0,7,5,6,8,0,0,36,0,0,0,0,0,8,13,0,0,35,0,0,0,0,0,0,0,0,0,0,233,195,245,218,278,635,785,206,33,2837,246,203,260,222,286,654,800,214,36,2922,4581,2508,2450,2685,3461,4473,4567,2266,723,27711
LGA36910,33262,20718,20726,19536,19805,19348,17015,10755,4160,165332,35,34,21,21,39,40,62,40,16,320,42,80,49,39,49,64,95,34,9,458,7,11,23,4,14,37,79,15,0,190,615,1193,860,648,777,802,597,348,171,6023,0,5,3,3,0,6,12,0,0,35,0,12,4,0,8,0,7,3,0,35,0,0,3,4,5,11,9,8,0,45,8,7,7,0,3,0,0,0,0,28,6,9,8,11,8,6,6,0,0,51,0,0,0,0,0,0,0,0,0,0,677,1321,960,707,855,934,803,416,187,6862,715,1360,986,730,896,980,869,454,198,7184,33971,22078,21710,20266,20705,20319,17881,11211,4365,172512
LGA36950,859,482,484,418,360,322,158,55,12,3155,4,3,0,0,0,6,0,0,0,19,0,5,11,7,12,11,3,0,0,51,11,0,9,8,7,21,7,0,0,71,53,48,60,55,72,58,48,3,0,398,0,0,0,3,0,0,3,0,0,10,0,0,5,0,0,4,0,0,0,16,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,73,53,91,79,91,101,61,4,0,561,77,60,92,83,100,107,58,4,0,582,939,542,571,499,455,430,220,63,12,3736
LGA36960,1227,447,575,470,366,322,186,66,9,3673,7,10,16,7,9,7,3,0,0,50,0,0,3,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,26,32,20,24,29,20,7,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,0,0,13,0,0,0,0,0,4,0,0,0,4,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,30,35,30,32,38,29,11,0,0,207,37,44,44,35,48,33,16,0,0,258,1263,497,620,509,409,352,202,66,18,3933
LGA37010,36283,26263,26121,23724,23173,20971,15657,7964,2555,182716,29,35,37,38,42,41,43,25,15,307,56,82,87,73,83,243,359,117,21,1114,33,60,81,56,82,250,454,157,32,1199,807,1257,1193,825,951,1170,1116,476,135,7929,4,12,7,17,9,39,80,28,3,206,18,12,31,18,21,38,45,6,0,199,4,10,6,14,19,68,104,25,7,255,11,14,39,11,30,29,14,0,0,152,12,8,23,17,15,39,28,15,0,160,0,0,0,0,0,0,0,0,0,0,948,1454,1470,1030,1215,1874,2202,823,199,11214,973,1495,1508,1065,1257,1920,2249,847,216,11530,37254,27757,27629,24794,24428,22887,17901,8816,2780,194244
LGA37300,1015,495,740,607,530,340,79,27,5,3841,0,0,4,0,0,0,0,0,0,12,4,6,19,5,14,22,5,0,0,71,3,0,8,9,9,11,7,0,0,54,36,61,85,60,114,97,51,11,0,516,0,0,7,0,7,14,4,0,0,31,0,4,0,3,3,7,4,0,0,19,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,47,70,120,74,147,151,73,14,0,689,47,75,126,77,147,151,73,14,0,696,1058,565,870,681,674,492,155,43,5,4537
LGA37310,7054,3615,4142,3754,4026,3856,3101,1702,594,31831,9,9,16,3,15,9,18,12,0,100,4,11,39,28,44,56,65,16,0,267,8,0,14,10,5,20,40,12,0,113,158,365,605,583,623,535,282,78,22,3249,0,0,11,11,8,6,13,3,0,58,0,0,18,3,10,6,4,0,0,36,0,0,0,0,9,7,8,0,0,31,0,0,0,0,0,5,0,0,0,11,0,0,0,0,4,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,173,380,685,632,707,633,419,115,26,3778,185,394,698,635,722,645,442,130,25,3875,7230,4009,4839,4386,4746,4499,3540,1828,620,35708
LGA37340,6194,3573,4899,4375,4543,4664,3636,1670,486,34044,35,112,111,64,52,62,48,19,3,503,46,62,100,84,91,268,452,144,6,1254,51,38,86,54,78,374,582,208,14,1493,276,363,822,625,724,1001,753,223,26,4832,12,10,9,10,13,33,81,31,0,194,4,4,22,4,10,24,36,3,0,106,12,14,15,18,11,56,58,22,0,206,0,0,13,3,0,6,3,0,0,27,3,5,24,3,9,13,38,6,3,98,0,0,0,0,0,0,0,0,0,0,406,504,1098,801,932,1777,2011,630,53,8210,441,611,1209,862,985,1840,2056,650,57,8712,6631,4186,6111,5235,5526,6503,5690,2317,542,42752
LGA37400,165,80,107,123,143,156,130,78,19,1000,0,0,0,0,0,0,3,0,0,5,3,5,8,0,6,22,50,6,0,96,0,0,0,0,3,21,33,0,0,65,24,22,39,21,70,142,161,24,0,506,0,4,0,0,3,13,23,7,0,46,0,0,0,0,0,0,6,0,0,10,0,0,0,0,0,4,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,27,19,45,26,87,203,278,43,6,738,28,19,49,25,87,203,280,43,6,740,199,104,158,146,227,365,410,122,23,1748
LGA37550,350,152,163,91,103,62,36,8,0,972,4,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,8,3,7,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,8,5,7,0,0,0,34,4,5,5,8,7,7,0,0,0,45,357,161,168,98,110,70,36,8,0,1009
LGA37570,77,27,54,29,33,36,9,8,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,7,77,31,54,29,36,36,13,8,0,279
LGA37600,732,460,371,268,241,202,89,31,3,2407,0,6,12,0,12,4,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,13,4,6,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,13,6,6,0,0,0,0,47,13,13,22,6,17,7,3,0,0,82,745,474,393,273,257,211,94,31,3,2494
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,6,20,46,38,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,13,21,11,11,0,3,0,0,60,0,0,3,0,4,0,0,0,0,11,6,6,35,33,25,30,5,0,0,139,0,0,3,12,0,0,3,0,0,19,0,0,3,9,0,0,0,0,0,9,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,71,61,46,34,14,0,0,240,6,20,71,61,46,34,14,0,0,240,6,24,87,111,79,34,14,0,0,354
LGA40070,1398,5742,5847,3018,2161,2166,2085,1103,414,23926,0,13,10,0,3,6,0,0,0,39,31,51,97,72,68,50,30,11,0,419,60,53,99,81,55,50,8,0,0,411,11,29,49,36,54,25,17,0,0,216,219,445,538,460,491,542,439,262,180,3580,22,17,38,47,34,19,4,0,0,186,0,6,10,18,3,11,3,0,0,57,10,28,14,27,8,15,8,0,0,113,3,4,6,5,11,9,0,0,0,34,0,0,0,0,0,0,0,0,0,0,363,629,855,746,734,718,525,277,185,5020,363,643,863,747,738,722,523,277,185,5062,1754,6386,6708,3763,2900,2887,2611,1377,594,28990
LGA40120,7165,4534,3253,4664,5891,5696,4742,2282,741,38967,5,9,9,4,11,11,6,3,0,57,0,3,4,3,5,4,0,0,0,24,0,3,5,6,7,12,0,0,0,33,6,3,4,3,0,0,0,0,0,20,81,123,121,96,83,81,69,30,12,688,0,0,3,0,6,0,3,0,0,16,0,0,0,0,0,0,3,0,0,9,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,133,137,103,93,99,85,36,21,794,101,141,141,106,103,112,88,36,22,851,7258,4675,3396,4770,5998,5808,4834,2317,755,39817
LGA40150,1808,1080,1181,1145,1413,1424,878,395,89,9412,0,5,3,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,30,38,38,17,15,29,20,5,0,199,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,42,37,15,18,30,29,9,0,219,30,45,36,20,18,35,31,9,3,228,1838,1125,1219,1161,1431,1458,911,403,91,9638
LGA40220,3960,2292,2059,2493,3280,4126,4909,2923,893,26929,4,7,0,0,7,7,21,10,5,71,3,0,0,0,0,5,4,0,0,14,0,0,3,6,0,6,7,0,0,29,0,0,0,0,0,5,4,0,0,9,90,148,111,86,132,163,215,74,30,1059,0,0,5,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,3,0,0,0,0,7,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,145,129,103,141,179,232,84,30,1140,99,157,128,108,147,191,254,93,41,1212,4062,2446,2189,2596,3425,4317,5165,3017,931,28142
LGA40250,529,410,451,276,251,170,59,23,17,2182,9,7,0,10,0,0,0,0,0,32,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,0,0,0,7,14,12,16,18,22,32,16,0,6,137,7,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,4,7,6,11,6,12,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,22,32,36,46,22,0,6,209,27,26,25,42,39,48,29,0,6,244,561,440,479,314,286,218,80,27,19,2426
LGA40310,4310,2439,2182,2889,3296,3399,3080,1693,647,23934,4,4,7,6,4,8,11,3,3,57,0,0,0,0,0,3,3,4,0,16,0,0,4,4,0,13,13,5,0,40,0,0,0,0,0,4,4,3,0,17,70,80,97,64,70,71,102,45,18,622,0,0,0,0,0,11,0,0,0,8,0,0,0,0,0,0,3,0,0,11,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,84,108,68,74,108,130,55,18,724,73,92,112,69,77,120,142,60,26,782,4380,2534,2298,2963,3371,3513,3227,1750,675,24713
LGA40430,369,154,165,182,280,430,489,287,105,2464,0,0,3,0,3,4,0,0,0,8,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,7,5,8,9,5,22,25,26,20,4,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,9,5,20,33,32,21,4,143,13,8,12,5,21,34,31,21,4,145,384,163,175,188,306,459,525,309,111,2612
LGA40520,1630,1094,1091,1070,1265,1413,1361,705,347,9977,3,3,0,3,4,11,0,4,0,32,0,0,0,0,0,0,0,0,0,6,0,3,0,0,3,8,9,0,0,28,0,0,3,0,0,3,3,0,0,10,34,46,55,42,65,102,97,35,8,482,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,54,62,47,70,113,111,35,8,531,42,61,66,49,76,119,117,38,7,566,1667,1148,1152,1119,1340,1536,1480,745,352,10545
LGA40700,7665,5562,3981,5503,6048,5486,5295,3486,1531,44553,0,4,0,0,6,4,7,0,0,35,3,13,8,4,5,8,10,5,0,53,4,16,17,13,7,13,6,0,0,62,0,4,0,0,6,5,0,0,0,14,102,146,168,98,102,92,89,59,33,874,0,0,0,0,3,4,4,0,0,14,0,0,0,0,0,0,0,0,0,3,8,6,9,5,7,3,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,173,197,117,130,124,104,69,37,1056,108,178,197,117,136,129,110,76,38,1086,7773,5742,4185,5623,6182,5614,5403,3556,1567,45644
