LGA_CODE_2021,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_North_Macedonia_0_4,F_North_Macedonia_5_14,F_North_Macedonia_15_24,F_North_Macedonia_25_44,F_North_Macedonia_45_54,F_North_Macedonia_55_64,F_North_Macedonia_65_74,F_North_Macedonia_75_84,F_North_Macedonia_85ov,F_North_Macedonia_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Samoa_0_4,F_Samoa_5_14,F_Samoa_15_24,F_Samoa_25_44,F_Samoa_45_54,F_Samoa_55_64,F_Samoa_65_74,F_Samoa_75_84,F_Samoa_85ov,F_Samoa_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
LGA21270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,5,0,0,0,7,3,5,10,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,9,4,6,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA21370,0,0,0,0,0,4,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,0,0,0,0,15,0,0,0,0,3,6,19,10,5,50,0,14,5,52,51,47,31,14,9,214,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,8,0,27,19,80,41,31,17,0,0,206,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,19,11,0,51,0,0,0,0,0,0,0,0,0,5,0,0,3,13,5,0,0,0,0,29,0,3,0,21,0,3,0,3,0,32,0,0,0,7,0,0,0,0,0,10,0,0,0,21,15,5,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,4,0,0,30
LGA21450,0,0,0,0,5,6,20,11,0,42,3,5,18,102,38,48,34,14,7,256,0,7,15,104,17,5,3,0,0,154,0,0,4,39,0,0,0,0,0,51,0,6,0,15,26,34,99,79,36,303,10,68,107,355,173,138,55,24,14,946,0,0,0,7,5,6,0,0,0,16,7,41,38,209,20,10,9,0,0,327,0,0,0,6,6,8,0,0,0,23,0,37,87,287,128,76,28,11,0,650,0,0,0,25,15,17,27,3,5,92,0,3,8,18,15,12,3,0,0,60,0,5,9,40,39,76,88,50,20,322,0,7,11,25,16,7,9,0,0,76,0,18,36,101,75,38,19,6,0,303,0,68,79,644,132,86,74,20,6,1110,0,9,5,51,0,0,0,0,0,73,4,6,3,101,32,12,7,0,0,163,0,3,0,7,9,3,0,0,0,29,0,8,16,38,28,18,15,10,0,123
LGA21610,0,0,0,11,6,16,75,49,17,174,0,18,98,474,234,373,272,115,58,1636,0,4,7,69,27,12,21,3,7,146,4,10,37,241,22,12,7,0,0,336,0,3,7,23,34,66,175,171,73,559,69,530,774,1419,555,391,172,58,12,3982,0,0,4,71,39,70,55,15,0,260,24,347,409,1003,172,79,47,7,0,2098,0,0,0,13,11,6,0,0,0,38,15,231,438,1649,772,578,267,79,24,4042,0,0,15,129,108,176,174,65,38,717,6,54,126,243,206,172,50,17,9,882,0,9,26,66,97,195,168,136,55,762,3,73,67,153,93,87,40,8,0,528,7,41,87,314,262,184,116,71,23,1113,19,341,625,3346,1294,905,554,206,68,7359,0,6,10,146,25,14,8,0,0,210,8,24,45,381,131,58,10,5,0,656,4,5,9,80,138,101,60,20,10,427,8,61,73,104,39,32,20,0,0,344
LGA21670,0,0,0,0,0,3,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,13,0,0,0,0,4,3,19,8,0,39,0,0,0,11,15,17,18,3,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,5,30,8,4,8,0,0,61,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,21,0,0,0,0,3,3,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,7
LGA21750,0,0,0,3,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,11,0,0,0,6,0,3,13,12,3,33,0,0,11,32,22,24,21,9,3,117,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,29,8,3,10,3,0,59,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,10,13,7,3,38,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,13,0,0,0,6,0,0,0,0,0,11,0,0,6,70,0,0,0,0,0,77,0,0,0,7,4,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,0,8,0,0,19
LGA21830,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,0,0,0,0,0,0,11,18,7,46,0,6,16,39,23,24,12,4,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,22,8,9,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,5,7,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9
LGA21890,0,0,0,12,3,13,48,46,32,156,0,0,6,42,16,11,13,6,8,101,0,0,0,6,0,0,0,0,0,13,0,5,160,312,6,0,0,0,0,486,0,0,7,32,15,8,12,9,10,91,7,22,52,756,201,129,60,22,3,1251,0,4,5,87,88,119,177,111,46,622,0,17,12,85,4,14,0,0,0,139,0,0,4,13,19,4,0,0,0,41,0,27,46,308,97,102,74,12,3,679,0,0,0,45,18,11,22,15,10,130,0,0,5,0,9,11,7,0,0,31,0,4,7,78,38,32,30,23,5,212,0,10,18,125,26,14,12,3,0,212,0,5,14,132,43,17,15,4,0,237,0,8,44,187,27,66,39,15,3,391,0,3,10,97,10,13,4,0,0,131,0,18,22,175,49,20,10,3,0,295,0,0,5,44,37,25,21,21,8,157,10,25,37,288,63,28,14,7,0,483
LGA22110,0,0,0,0,6,9,11,5,5,28,0,0,0,3,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,7,0,0,0,5,3,15,57,40,10,129,0,7,4,43,45,62,63,30,5,258,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,15,0,0,0,0,10,0,6,3,0,25,5,15,13,90,41,48,21,8,0,239,0,0,0,0,0,0,7,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,32,37,41,8,136,0,0,0,0,4,0,0,0,0,13,0,0,0,20,17,16,17,7,0,78,0,0,0,13,0,0,0,8,0,21,0,0,0,12,0,0,0,0,0,15,0,0,7,30,15,4,4,0,0,57,0,0,0,0,3,0,0,0,0,4,0,3,6,7,14,13,24,10,0,69
LGA22170,0,0,0,4,3,13,19,8,3,46,0,0,5,67,31,45,29,10,5,189,0,0,0,10,4,10,0,0,0,21,0,0,3,27,4,4,0,0,0,39,0,3,4,9,25,36,69,73,83,306,4,51,123,511,270,277,168,51,11,1473,0,0,0,3,8,6,4,0,0,25,0,3,4,15,8,6,0,3,0,39,0,0,0,16,22,11,6,4,0,57,4,38,58,351,183,146,89,21,5,889,0,0,4,44,34,35,44,24,8,195,0,0,0,8,9,12,14,4,0,53,3,6,19,78,59,153,145,105,64,633,4,6,3,28,12,20,12,5,0,90,0,25,51,142,118,76,45,25,8,497,0,0,15,83,44,62,51,31,6,296,0,0,3,35,6,5,4,0,0,52,0,22,24,166,63,23,4,0,0,301,0,0,0,16,11,11,14,3,0,57,0,16,23,85,33,40,30,4,4,241
LGA22250,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,6,3,4,11,0,0,0,5,3,11,7,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,17,0,3,10,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,15,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,14
LGA22310,0,0,0,5,4,3,8,13,8,39,0,0,7,61,18,23,16,12,9,145,0,0,4,8,6,5,0,3,7,36,0,4,73,134,7,0,0,0,0,219,0,5,6,19,14,15,25,15,8,108,3,49,92,436,205,185,102,37,13,1128,0,0,0,15,7,11,3,0,0,42,0,0,7,37,5,5,0,0,0,51,0,0,0,5,15,4,4,0,0,30,0,24,30,332,71,69,44,12,0,576,0,0,0,68,46,71,199,92,182,663,0,0,0,7,0,0,3,0,0,7,0,7,8,84,35,35,52,36,21,276,0,33,49,116,41,29,30,15,0,311,6,55,117,548,421,308,218,124,74,1863,0,7,26,195,76,84,74,41,29,523,0,6,12,119,23,11,4,0,0,174,0,11,26,178,45,24,7,3,0,295,0,3,3,28,17,14,8,9,3,88,20,80,61,219,98,68,51,11,5,619
LGA22410,0,0,0,0,0,0,0,3,3,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,0,0,0,21,0,0,0,3,0,4,17,10,7,40,0,4,8,29,25,40,19,6,5,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,37,21,13,9,4,0,93,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,9,7,3,27,0,0,0,0,0,3,0,0,0,0,0,0,0,12,4,4,3,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,18,5,4,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,5,0,0,20
LGA22490,0,0,0,0,0,5,8,3,0,19,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,24,9,4,49,0,7,3,25,30,22,17,6,0,113,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,14,6,5,3,0,0,37,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,15,17,5,3,52,0,0,3,0,3,0,0,0,0,11,0,0,0,7,11,4,0,0,0,24,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,5,6,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,0,0,9,4,3,3,0,0,32
LGA22620,0,0,0,4,0,0,10,9,0,23,0,0,0,13,3,3,0,3,0,17,0,9,29,227,64,41,28,11,3,413,0,0,7,48,0,0,0,0,0,58,0,0,0,7,0,12,51,34,13,125,3,17,27,118,74,108,60,31,4,446,0,0,0,5,0,0,0,0,0,6,0,3,3,35,5,0,0,0,0,51,0,0,3,8,16,5,0,0,0,39,4,19,33,212,84,54,35,8,0,443,0,0,0,3,4,0,4,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,41,46,33,9,163,0,0,4,9,7,4,8,0,0,27,0,10,21,50,30,17,10,11,0,153,0,12,13,63,18,15,11,4,8,133,0,0,0,31,0,0,0,0,0,37,3,94,156,136,16,15,4,0,0,421,0,0,0,0,0,0,3,3,0,12,0,11,17,41,19,17,12,8,0,122
LGA22670,0,0,0,0,0,11,42,48,28,132,0,5,22,116,50,105,133,107,65,597,0,12,33,275,110,57,31,16,7,552,0,0,35,92,0,4,0,0,0,129,0,0,3,3,6,8,33,60,48,161,15,112,194,359,115,82,50,19,4,954,0,3,5,117,111,123,74,61,14,518,19,190,188,508,54,20,17,0,0,998,0,0,3,6,3,0,0,0,0,12,6,67,138,670,242,236,143,41,17,1555,0,0,0,38,19,78,112,57,34,341,0,9,16,38,36,37,15,7,3,165,0,0,3,10,18,15,41,53,24,163,4,7,16,57,21,28,29,6,0,163,3,9,14,42,38,29,55,21,16,219,23,104,220,1212,373,390,356,206,81,2958,0,0,4,102,6,15,3,3,0,135,10,72,148,420,109,46,28,4,0,842,0,7,11,69,120,83,78,29,7,409,0,21,12,32,4,6,9,5,0,80
LGA22750,0,0,0,4,6,23,80,57,9,185,0,3,12,33,12,13,3,6,0,82,0,11,39,137,55,29,20,3,0,291,0,4,24,139,0,0,0,0,0,172,0,13,3,26,27,57,256,207,95,687,14,67,112,479,250,241,172,65,22,1417,0,0,0,39,45,78,113,65,31,368,8,42,67,136,7,8,9,0,0,274,0,0,0,15,35,15,4,0,0,74,6,56,112,566,228,176,121,31,4,1289,0,0,0,58,28,34,61,30,42,257,0,0,0,5,9,0,0,0,0,18,0,20,4,90,68,155,191,161,51,743,5,16,18,59,22,21,25,6,0,172,4,27,54,153,82,77,55,27,7,490,4,18,47,203,33,27,31,8,0,368,0,0,4,47,6,4,0,0,0,72,3,92,113,205,75,39,13,0,0,536,0,0,0,12,21,12,14,10,0,83,9,28,50,183,53,47,51,18,0,444
LGA22830,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,12,36,0,5,0,0,0,53,0,0,0,9,0,12,45,22,9,93,5,29,51,97,61,60,48,17,0,360,0,0,0,5,0,4,10,11,7,41,3,25,22,58,0,6,0,0,0,118,0,0,4,7,0,3,0,0,0,14,3,15,28,184,58,65,41,6,0,412,0,0,0,4,0,3,5,0,6,12,3,4,10,15,15,5,3,0,0,61,0,0,0,5,10,12,19,13,5,60,0,0,0,7,4,0,3,0,0,15,0,4,7,26,15,7,6,4,0,58,0,11,6,47,20,10,6,0,0,96,0,0,4,96,3,4,4,0,0,106,0,3,0,68,23,20,3,0,0,119,0,0,0,22,41,32,20,6,4,121,0,10,7,15,7,6,3,3,0,51
LGA22910,0,0,0,0,0,0,5,3,0,13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,15,0,0,0,0,0,4,27,11,10,55,0,0,5,29,22,38,29,11,0,130,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,3,5,0,0,29,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,13,7,6,37,0,0,0,0,0,0,0,0,0,4,0,3,0,0,8,6,9,3,0,28,0,0,0,4,0,7,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,11,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,9,16,0,0,46
LGA22980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,9,8,4,0,0,54,0,0,0,5,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,12,0,0,0,3,3,6,0,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,8,9,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,12,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8
LGA23110,0,0,0,4,19,68,194,185,69,543,0,0,7,28,7,17,10,7,0,76,0,0,7,46,23,13,10,0,0,105,0,0,32,70,0,0,0,0,0,101,0,6,0,17,12,12,19,13,4,90,6,50,57,406,217,132,60,18,4,946,0,0,0,31,48,88,114,58,19,357,3,12,7,49,0,0,0,0,0,76,0,0,0,7,10,0,0,0,0,17,5,22,32,313,114,131,96,21,0,736,0,0,0,47,23,17,43,21,33,192,0,0,0,0,3,0,0,0,0,12,0,5,7,53,27,74,70,34,21,291,0,11,8,53,21,8,3,3,0,112,3,5,8,95,37,20,15,9,3,195,0,3,7,45,19,18,10,6,0,100,0,0,6,26,4,4,0,0,0,35,6,32,36,133,37,21,7,0,0,273,0,3,0,19,3,6,0,0,0,37,3,21,15,108,32,12,23,5,0,218
LGA23190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,8,3,0,0,26,0,5,0,15,0,0,0,0,0,20,0,0,0,0,0,0,9,10,3,22,0,0,7,16,5,12,4,0,4,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,3,0,9,5,10,8,42,14,3,10,4,0,96,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,26,0,0,0,0,0,0,0,0,0,7,0,3,4,7,5,3,4,0,0,25,0,0,0,11,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,16,14,4,0,0,0,0,30,0,3,0,6,0,0,0,0,0,9,0,0,0,9,3,0,0,0,0,15
LGA23270,0,0,0,20,24,101,253,157,42,596,0,4,7,51,17,23,13,6,4,116,0,3,7,16,9,7,4,3,0,54,4,48,179,850,30,15,11,0,0,1136,0,0,4,9,10,15,49,22,11,120,48,280,362,672,215,167,79,34,0,1850,0,0,4,48,38,53,43,13,3,209,33,225,135,949,137,39,23,3,0,1543,0,0,6,13,15,10,4,0,0,50,10,69,159,836,385,347,201,47,7,2050,0,0,0,37,26,45,48,22,8,188,0,37,79,163,152,116,51,13,0,607,0,0,6,31,24,59,78,55,16,271,0,26,37,80,43,38,24,0,3,250,0,16,20,66,36,27,21,8,3,195,4,89,166,765,402,269,118,66,27,1899,0,4,0,56,10,6,5,0,0,77,7,23,31,237,73,42,6,0,0,422,12,69,111,872,1041,860,503,219,40,3741,6,32,35,70,19,19,16,4,0,199
LGA23350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,7,4,12,4,3,35,0,4,4,16,29,29,17,7,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,8,7,8,4,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,4,0,23,0,0,0,0,4,0,0,0,0,4,0,0,0,3,3,3,0,7,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,6,6,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,7,4,0,0,25
LGA23430,0,0,0,6,0,8,29,28,8,78,0,0,5,86,50,67,79,49,23,355,0,0,0,16,11,4,10,3,0,53,0,0,31,72,3,5,0,0,0,116,0,7,8,26,14,21,48,38,20,181,4,44,73,402,247,217,145,41,16,1190,0,0,0,11,4,8,12,5,0,46,0,10,7,45,12,8,10,0,0,87,0,0,0,3,14,16,5,0,0,48,4,32,64,336,146,191,113,29,8,928,0,0,3,91,46,67,108,34,15,367,0,0,5,6,3,0,3,0,0,23,0,12,34,96,85,98,92,79,44,538,0,23,15,69,35,19,14,6,0,185,10,69,66,222,164,89,65,39,11,732,0,10,31,199,105,162,196,79,50,826,0,4,4,82,11,7,5,0,0,118,0,8,17,203,77,36,15,3,0,360,0,9,0,50,56,71,60,45,12,303,6,41,43,134,49,38,26,13,0,357
LGA23670,0,0,0,0,0,22,31,18,7,89,0,0,10,30,20,56,52,23,3,197,0,0,19,40,17,13,7,0,0,94,0,3,12,69,19,6,6,0,0,112,0,0,4,11,18,33,120,108,58,354,3,61,112,285,194,157,102,44,7,979,0,0,0,4,8,3,7,5,0,32,0,11,10,82,17,12,8,3,0,154,0,0,0,17,24,12,3,0,0,51,8,30,72,365,183,150,115,38,9,959,0,4,3,42,42,57,79,16,33,284,0,0,0,10,5,3,6,0,0,35,0,0,7,33,29,82,94,62,27,338,0,35,79,157,91,87,70,16,7,546,3,15,41,148,103,90,93,40,13,547,0,67,128,637,335,355,247,94,36,1894,0,9,6,113,26,29,19,8,0,211,7,12,25,160,76,34,9,4,0,328,0,0,0,7,12,18,17,7,0,63,3,27,27,96,21,27,14,9,3,228
LGA23810,0,0,0,0,0,18,55,50,16,140,0,0,0,5,0,5,0,4,0,16,0,0,10,25,6,0,4,0,0,42,0,0,13,10,0,0,0,0,0,27,0,0,3,13,16,24,121,99,38,318,0,26,24,101,79,68,50,19,4,366,0,0,0,0,0,0,0,3,0,8,0,6,0,14,0,4,0,0,0,27,0,0,0,0,7,4,0,0,0,17,3,14,20,164,70,104,59,15,0,452,0,0,0,0,6,6,15,4,3,44,0,0,0,0,0,0,0,0,0,4,0,0,4,11,13,47,87,71,30,262,0,0,0,3,7,6,0,0,0,17,0,0,3,15,19,14,8,8,0,76,0,8,6,31,15,8,11,0,0,70,0,0,0,10,0,0,0,0,0,16,4,11,14,47,19,11,0,0,0,107,0,0,0,3,3,3,0,3,0,10,0,9,4,22,8,9,14,5,0,68
LGA23940,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,0,19,0,0,3,7,6,12,8,4,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,7,23,11,8,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,6
