SAL_CODE_2021,POL_Tamil_UOLSE_NWorNAA,POL_Tamil_UOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_UOLSE_VWorW,POL_Thai_UOLSE_NWorNAA,POL_Thai_UOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_UOLSE_VWorW,POL_Turkish_UOLSE_NWorNAA,POL_Turkish_UOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_UOLSE_VWorW,POL_Vietnamese_UOLSE_NWorNAA,POL_Vietnamese_UOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_UOLSE_VWorW,POL_Oth_UOLSE_NWorNAA,POL_Oth_UOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_UOLSE_VWorW,POL_Tot_UOLSE_NWorNAA,POL_Tot_UOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LUatH_NS_SEO,P_LUatH_NS_UOLSE_VWorW,P_LUatH_NS_UOLSE_NWorNAA,P_LUatH_NS_UOLSE_Tot,P_LUatH_NS_NS,P_LUatH_NS_Tot,P_Tot_SEO,P_Tot_UOLSE_VWorW,P_Tot_UOLSE_NWorNAA,P_Tot_UOLSE_Tot,P_Tot_NS,P_Tot_Tot
SAL21717,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,9,0,9,..,14,0,16,0,17,..,0,0,0,38,38,470,14,0,16,43,529
SAL21718,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,7,..,0,0,0,9,7,107,4,0,4,7,120
SAL21719,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,8,8,23,0,0,0,8,28
SAL21720,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,6,0,0,0,0,6
SAL21721,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,17,17,82,0,0,0,17,91
SAL21722,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,4,4,76,0,0,0,4,80
SAL21723,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,6,0,6,..,0,0,0,5,5,25,8,0,6,5,34
SAL21724,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,12,12,97,0,0,0,12,105
SAL21725,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,20,0,0,0,0,20
SAL21726,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,24,24,135,0,0,0,24,160
SAL21727,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,68,3,70,0,76,..,178,15,196,4,201,..,7,0,7,136,145,3305,186,15,200,140,3651
SAL21728,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,11,11,195,0,0,0,11,207
SAL21729,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,5,5,45,0,0,0,5,49
SAL21730,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL21731,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,6,6,71,0,0,0,6,69
SAL21732,0,13,0,13,..,5,0,3,0,3,..,3,0,3,0,3,..,17,4,18,0,18,..,36,5,42,5,45,..,1085,233,1315,14,1333,..,14,3,20,169,187,3436,1102,234,1334,183,4948
SAL21733,0,7,0,7,..,13,0,13,0,13,..,13,3,16,0,16,..,29,9,32,0,32,..,88,13,100,0,102,..,1522,316,1833,12,1849,..,8,0,8,116,127,3635,1534,316,1844,123,5609
SAL21734,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,3,0,3,..,0,0,0,0,0,..,3,5,9,0,9,..,0,0,0,3,3,51,3,5,9,3,65
SAL21735,0,6,0,6,..,12,0,13,0,16,..,4,0,4,0,4,..,17,6,23,0,23,..,79,19,100,10,106,..,792,79,872,20,895,..,32,0,32,202,236,8124,825,79,901,222,9250
SAL21736,0,0,0,0,..,6,3,11,0,11,..,0,0,0,0,0,..,5,0,5,0,5,..,87,10,97,0,97,..,298,27,329,3,333,..,20,5,31,177,201,6367,322,32,360,178,6900
SAL21737,0,0,0,0,..,4,0,4,0,4,..,9,0,9,0,9,..,14,7,19,0,19,..,6,0,8,0,8,..,82,20,99,4,99,..,8,0,8,201,205,1521,86,20,106,203,1825
SAL21738,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,21,0,0,0,0,23
SAL21739,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,14,14,38,0,0,0,14,44
SAL21740,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,8,0,8,..,4,0,4,12,10,166,13,0,13,12,185
SAL21741,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,6,0,6,..,0,0,0,0,0,43,5,0,6,0,49
SAL21742,0,29,0,29,..,31,6,37,0,37,..,79,11,94,0,94,..,147,29,175,0,175,..,321,47,361,16,376,..,3426,504,3929,44,3972,..,48,7,56,451,507,11741,3468,516,3987,492,16224
SAL21743,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,4,4,77,0,0,0,4,85
SAL21744,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,5,5,72,3,0,3,5,81
SAL21745,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,7,7,26,0,0,0,7,32
SAL21746,0,17,0,17,..,15,4,16,0,16,..,13,10,24,0,24,..,10,0,13,0,13,..,186,20,212,9,218,..,1516,252,1763,19,1787,..,19,8,27,232,261,4244,1535,254,1792,256,6287
SAL21747,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,20,0,20,..,0,0,0,0,0,3,15,0,20,0,26
SAL21748,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,20,0,19,0,19,..,0,0,0,9,9,66,20,0,19,9,94
SAL21749,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,79,0,0,0,0,79
SAL21750,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,23,0,0,0,0,25
SAL21751,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,8,8,36,4,0,4,8,43
SAL21752,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,5,0,0,0,0,5
SAL21753,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,77,0,0,0,0,75
SAL21754,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,30,4,30,0,30,..,0,0,0,36,34,930,33,4,36,36,1004
SAL21755,0,29,0,29,..,22,4,23,0,27,..,3,0,8,0,8,..,23,5,30,0,32,..,856,448,1310,15,1320,..,2777,712,3484,34,3517,..,85,28,114,601,707,18827,2859,734,3599,634,23059
SAL21756,0,10,0,10,..,22,4,30,0,30,..,34,16,53,0,53,..,5,5,7,0,7,..,65,16,83,0,89,..,536,138,676,11,687,..,28,7,32,811,840,6779,567,147,710,819,8312
SAL21757,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,19,19,124,4,0,4,19,144
SAL21758,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,7,7,52,6,0,6,7,67
SAL21759,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,18,0,18,0,18,..,0,0,0,18,18,156,18,0,18,18,193
SAL21760,0,34,0,34,..,4,0,6,0,6,..,40,0,42,0,42,..,21,6,22,0,22,..,157,19,178,11,185,..,1436,203,1636,24,1662,..,23,0,21,261,283,6947,1455,202,1659,283,8886
SAL21761,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,31,0,0,0,0,29
SAL21762,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,17,23,821,14,0,14,17,852
SAL21763,0,9,0,9,..,30,0,35,0,35,..,3,0,3,0,3,..,17,9,19,0,19,..,207,26,237,3,243,..,1287,138,1426,14,1441,..,78,4,89,1108,1193,23124,1368,144,1509,1122,25759
SAL21764,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL21765,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,12,12,103,0,0,0,12,118
SAL21766,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL21767,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,42,0,42,0,42,..,4,0,4,94,102,1338,44,0,44,98,1477
SAL21768,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,4,0,0,0,3,10
SAL21769,0,7,0,7,..,11,6,21,0,21,..,4,0,3,0,3,..,19,15,40,7,38,..,276,108,390,9,395,..,1229,277,1506,18,1530,..,56,30,78,1515,1598,11265,1281,308,1591,1536,14389
SAL21770,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,16,16,117,0,0,0,16,138
SAL21771,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,10,10,27,0,0,0,10,39
SAL21772,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,4,14,..,59,4,59,4,61,..,4,0,4,56,56,791,60,4,58,59,910
SAL21773,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,11,0,0,0,0,15
SAL21774,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,4,4,44,0,0,0,4,46
SAL21775,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,28,0,0,0,0,29
SAL21776,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,8,8,38,0,0,0,8,47
SAL21777,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,0,5,0,5,0,5
SAL21778,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,4,..,25,9,29,0,32,..,5,0,5,125,133,170,24,9,35,126,333
SAL21779,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,8,4,9,0,9,..,0,0,0,26,26,143,8,4,9,26,180
SAL21780,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,62,0,0,0,3,61
SAL21781,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,7,0,7,..,0,0,0,16,16,109,8,0,7,16,136
SAL21782,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,15,0,0,0,0,15
SAL21783,0,6,0,6,..,6,0,6,0,6,..,0,0,0,0,0,..,7,0,7,0,7,..,41,0,45,0,47,..,260,42,301,4,305,..,7,0,7,178,189,3175,267,42,311,185,3671
SAL21784,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,21,0,0,0,0,21
SAL21785,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,8,0,0,0,0,10
SAL21786,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,49,0,53,0,53,..,160,24,186,0,186,..,0,0,0,37,37,270,160,24,186,37,496
SAL21787,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,17,0,17,..,66,5,71,0,71,..,5,0,3,37,42,1155,68,7,77,37,1271
SAL21788,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,9,9,106,5,0,5,9,118
SAL21789,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,6,0,0,0,0,8
SAL21790,0,7,0,7,..,7,0,10,0,10,..,0,0,0,0,0,..,15,6,19,0,19,..,97,16,114,0,118,..,806,73,886,8,893,..,10,3,19,236,250,5034,824,77,906,246,6182
SAL21791,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,3,..,0,0,0,24,24,112,0,0,0,26,139
SAL21792,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,10,0,10,..,35,0,31,0,32,..,0,0,0,55,59,610,33,0,37,58,706
SAL21793,0,15,0,15,..,18,0,20,0,20,..,8,0,8,0,8,..,22,0,27,0,27,..,150,17,165,6,172,..,1082,86,1166,19,1183,..,49,4,46,530,580,16973,1128,91,1215,546,18734
SAL21794,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,28,0,0,0,0,28
SAL21795,0,3,0,3,..,17,0,15,0,15,..,0,0,0,0,0,..,3,3,6,0,6,..,108,19,124,6,131,..,374,40,410,6,416,..,25,0,25,147,175,9204,395,40,437,155,9799
SAL21796,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,12,12,84,0,0,0,12,99
SAL21797,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,21,21,69,0,0,0,21,92
SAL21798,0,17,0,17,..,0,0,4,0,4,..,6,0,8,0,8,..,3,0,3,0,3,..,13,5,15,0,14,..,156,9,161,4,169,..,0,0,0,137,137,2700,158,9,168,143,3011
SAL21799,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,18,0,0,0,0,18
SAL21800,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,5,5,38,0,0,0,5,44
SAL21801,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,16,0,16,..,54,8,59,0,59,..,0,0,0,100,105,1287,59,8,65,100,1450
SAL21802,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,10,0,0,0,0,10
SAL21803,0,0,0,0,..,13,0,13,0,14,..,16,0,14,0,14,..,13,0,14,0,14,..,176,21,197,4,199,..,896,67,969,3,972,..,49,0,45,626,678,18195,944,71,1018,634,19846
SAL21804,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,6,6,88,0,0,0,6,94
SAL21805,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,241,3,0,3,0,251
SAL21806,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,16,0,0,0,0,16
SAL21807,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,5,0,5,..,58,8,69,4,70,..,148,11,160,4,163,..,3,0,3,118,122,1935,156,11,167,120,2225
SAL21808,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,33,0,0,4,0,41
SAL21809,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,3,3,36,5,0,5,3,42
SAL21810,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,11,3,14,0,14,..,0,0,0,4,4,285,11,3,14,4,295
SAL21811,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL21812,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL21813,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,8,0,8,0,8,..,0,0,0,4,7,316,8,0,8,4,330
SAL21814,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,11,11,101,0,0,0,11,119
SAL21815,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,11,11,106,3,0,3,11,117
SAL21816,10,525,5,536,..,71,9,77,0,77,..,26,0,25,0,25,..,416,69,490,7,499,..,789,94,882,20,898,..,14863,2584,17444,139,17582,..,123,11,135,1015,1154,16608,14984,2599,17584,1155,35340
SAL21817,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,50,0,0,0,0,54
SAL21818,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,3,3,81,7,0,7,3,85
SAL21819,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,12,12,99,0,0,0,12,108
SAL21820,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,5,0,5,..,0,0,0,25,25,402,4,0,5,25,437
SAL21821,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,4,26,0,0,0,0,31
SAL21822,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,15,15,383,3,0,3,15,403
SAL21823,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,7,7,150,7,0,7,7,170
SAL21824,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,21,18,402,11,0,11,21,426
SAL21825,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,32,0,0,0,3,33
SAL21826,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,4,3,177,0,0,0,4,184
SAL21827,15,320,0,319,..,49,10,64,0,59,..,56,6,63,0,68,..,611,151,764,5,772,..,627,87,712,21,733,..,8683,1419,10103,105,10211,..,105,16,121,579,701,8980,8787,1436,10222,685,19889
SAL21828,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,7,7,93,0,0,0,7,100
SAL21829,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,6,0,8,0,8,..,0,0,0,11,11,114,6,0,8,11,138
SAL21830,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,30,30,137,4,0,4,30,167
SAL21831,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,29,0,0,0,0,29
SAL21832,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,3,0,3,..,23,5,28,0,28,..,0,0,0,58,59,801,23,5,25,58,884
SAL21833,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,8,0,8,..,3,0,3,23,23,114,9,0,8,23,140
SAL21834,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,8,8,174,0,0,0,8,185
SAL21835,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,0,0,0,7,7,118,4,0,4,7,132
SAL21836,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,13,13,62,0,0,0,13,69
SAL21837,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,14,0,0,0,0,14
SAL21838,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,17,17,29,0,0,0,17,46
SAL21839,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,63,0,0,0,0,63
SAL21840,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,4,0,0,0,0,..,0,0,0,20,26,199,3,0,5,20,230
SAL21841,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,36,4,0,4,0,41
SAL21842,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,6,0,6,0,6,..,0,0,0,7,7,110,6,0,6,7,126
SAL21843,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,4,4,3,0,0,0,4,8
SAL21844,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,6,6,102,0,0,0,6,105
SAL21845,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,14,0,14,..,0,0,0,18,18,242,8,0,14,18,278
SAL21846,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,8,0,0,0,0,8
SAL21847,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,6,0,6,..,0,0,0,10,10,101,9,0,6,10,114
SAL21848,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,14,14,85,0,0,0,14,95
SAL21849,0,80,0,80,..,34,8,39,0,44,..,9,0,9,0,9,..,87,9,102,0,98,..,293,28,316,9,327,..,2721,374,3096,29,3130,..,25,9,32,233,257,6608,2744,379,3121,259,9996
SAL21850,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,16,0,16,0,16,..,0,0,0,42,43,839,17,0,17,42,897
