SAL_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
SAL20684,54,63,121,291,390,682,0,0,0,115,141,253,0,0,0,695,781,1481,13,11,23,52,57,111,9,4,14,5,7,17,51,64,119,12,10,23,12,25,37,58,59,126,42,68,108,4,4,13,0,15,18,95,123,218,116,151,268,8,9,12,1587,1929,3514,41,39,80,33,25,60,0,0,0,0,0,0,13,16,30,8,18,31,26,37,57,1972,1895,3865,8,7,14,3,8,17,1984,1912,3895,195,159,354,3924,4163,8092
SAL20685,34,44,82,164,225,389,0,0,0,66,86,155,0,0,0,379,461,844,5,7,13,27,28,57,0,5,9,0,4,3,7,14,25,0,4,6,5,8,12,23,33,59,48,47,95,6,6,12,8,8,15,45,77,122,79,88,167,11,11,23,890,1104,1990,47,46,89,11,9,23,7,7,20,0,0,0,3,11,10,10,4,20,11,13,30,1169,1118,2288,10,0,9,7,11,14,1183,1128,2311,111,109,221,2291,2466,4759
SAL20686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,0,0,0,0,0,0,6,3,8,0,0,0,8,6,15
SAL20687,0,0,0,6,16,25,0,0,0,4,3,14,0,0,0,32,37,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,6,4,12,0,0,0,0,0,0,5,0,3,12,5,20,0,0,0,69,76,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,71,147,0,0,0,0,0,0,80,73,148,7,6,13,164,151,311
SAL20688,0,0,0,20,23,47,0,0,0,3,3,10,0,0,0,6,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,4,4,3,5,3,0,0,0,0,0,0,8,4,16,0,0,0,0,0,0,55,66,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,27,61,0,0,0,0,4,3,34,33,66,36,34,70,127,134,254
SAL20689,0,0,0,7,9,12,0,0,0,0,3,0,0,0,0,24,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,36,19,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,28,0,0,0,0,0,0,13,10,28,0,0,6,55,33,86
SAL20690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,9,0,0,0,0,0,0,13,12,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5,4,0,0,20,19,31
SAL20691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,24,0,0,0,0,0,0,11,12,24,0,0,0,16,20,36
SAL20692,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,13,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,18,45,0,0,0,0,0,0,27,18,45,10,4,8,47,30,81
SAL20693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,6,0,4,0,0,0,9,7,15
SAL20694,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,8,0,0,0,0,0,0,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10
SAL20695,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,16,0,0,0,0,0,0,5,10,16,0,0,0,11,13,25
SAL20696,0,0,0,3,9,6,0,0,0,0,0,0,0,0,0,19,20,36,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,7,6,5,9,0,0,0,31,30,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,22,45,0,0,0,0,0,0,23,22,45,5,8,8,63,60,125
SAL20697,9,27,31,153,200,350,0,0,0,34,35,73,0,0,0,420,505,923,6,3,5,12,20,34,5,8,12,0,0,0,5,7,10,0,0,0,0,9,6,11,12,27,22,24,41,3,0,9,0,0,3,48,69,121,43,50,89,0,0,0,766,941,1713,14,11,29,9,13,25,0,0,0,0,0,0,4,0,6,4,0,8,9,8,10,1097,1075,2165,3,0,10,7,7,15,1105,1080,2191,100,85,183,2012,2165,4175
SAL20698,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,0,0,0,0,0,0,3,7,9,0,0,0,9,8,20
SAL20699,0,0,0,7,5,8,0,0,0,0,0,0,0,0,0,7,7,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,18,19,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,13,0,0,0,0,0,0,10,7,19,10,3,14,36,30,69
SAL20700,0,0,0,23,30,52,0,0,0,3,0,12,0,0,0,26,15,46,0,0,0,0,8,8,0,4,8,0,0,0,0,3,3,0,0,0,0,0,0,4,5,3,7,7,8,0,0,0,0,0,0,10,13,17,7,8,11,0,0,0,83,88,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,95,184,0,0,0,0,0,0,90,95,184,25,18,40,201,195,398
SAL20701,0,0,0,13,22,34,0,0,0,0,0,0,0,0,0,36,36,70,0,0,0,0,0,4,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,4,0,7,7,3,5,9,0,0,0,57,79,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,102,223,0,0,0,0,0,0,122,105,227,24,7,34,203,195,403
SAL20702,44,45,92,63,61,126,45,38,85,8,11,19,0,0,0,417,459,874,3,3,6,69,83,149,8,3,15,14,13,31,0,3,3,14,6,16,11,15,24,3,6,13,6,21,20,0,0,3,0,0,0,23,16,35,44,47,85,5,0,3,726,786,1511,87,82,171,1931,1812,3747,0,0,0,0,0,0,12,12,16,4,7,10,10,13,29,279,266,546,4,0,12,5,3,6,287,271,559,331,319,655,3431,3334,6762
SAL20703,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,37,13,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,43,22,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,45,0,0,0,0,0,0,23,23,45,20,17,33,84,60,142
SAL20704,0,0,0,9,7,15,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,7,9,0,0,6,0,0,0,17,24,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,10,0,0,0,0,0,0,8,6,10,3,0,4,25,29,57
SAL20705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20706,0,0,0,29,33,55,0,0,0,12,14,19,0,0,0,96,86,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,7,0,0,0,0,0,0,3,4,14,3,9,13,0,0,0,141,154,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,236,233,467,0,0,0,0,0,4,234,235,471,35,34,70,416,429,843
SAL20707,731,886,1619,267,293,562,0,0,0,118,111,229,0,4,8,1762,1946,3707,15,16,32,455,556,1005,21,38,56,26,25,52,6,9,17,44,45,87,77,93,171,119,145,267,92,113,205,4,15,22,49,64,114,103,138,244,380,426,804,3,3,12,3547,4036,7581,1259,983,2234,5546,4713,10260,12,9,24,0,0,0,575,516,1090,49,61,109,624,575,1199,2305,1834,4140,28,16,44,11,16,26,2342,1864,4207,1723,1285,3004,15785,14348,30127
SAL20708,780,860,1637,326,438,764,5,0,5,99,137,238,0,3,5,2356,2521,4877,11,11,24,1034,1054,2087,36,41,77,21,37,56,16,16,34,90,95,183,45,56,103,124,157,287,118,166,288,19,22,38,30,35,69,123,151,280,410,435,841,5,4,12,4868,5392,10261,712,591,1301,1601,1306,2910,16,5,24,0,0,0,214,145,362,96,95,190,311,242,552,2234,1905,4139,14,9,26,16,16,31,2262,1932,4195,872,799,1670,11414,11137,22550
SAL20709,0,0,3,5,3,10,0,0,0,0,0,0,0,0,0,10,4,17,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,0,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,33,16,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,10,49,0,0,0,0,0,0,31,10,49,17,8,23,85,38,125
SAL20710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,5,0,8,0,0,0,5,0,8
SAL20711,0,3,3,6,7,17,0,0,0,0,0,0,0,0,0,8,6,16,0,0,0,7,9,15,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,21,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,34,0,0,0,0,0,0,18,12,40,13,5,18,59,52,105
SAL20712,22,30,53,338,462,802,0,0,0,33,50,82,6,3,14,1032,1161,2189,0,6,6,72,54,121,24,24,46,6,8,11,11,28,39,0,0,0,16,21,37,29,42,68,40,75,112,6,6,11,9,10,21,109,158,265,71,83,147,0,4,10,1791,2184,3977,67,49,118,28,25,51,3,0,5,0,0,0,44,34,79,10,18,26,52,58,111,2283,2084,4362,15,19,34,3,5,17,2306,2108,4412,244,228,474,4510,4680,9190
SAL20713,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,30,0,0,0,0,0,0,15,17,30,0,0,0,18,27,46
SAL20714,0,0,4,10,9,12,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,36,0,0,0,0,0,0,20,12,36,13,8,19,50,40,84
SAL20715,3,3,3,45,54,102,0,0,0,6,10,15,0,0,0,36,57,94,0,3,3,4,0,5,0,0,0,0,0,0,0,0,5,0,0,0,10,4,10,0,6,3,12,7,18,0,0,0,0,0,3,19,10,32,9,10,22,0,0,0,144,166,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,206,172,382,0,0,0,0,0,0,206,172,383,33,25,58,393,368,759
SAL20716,0,0,0,10,22,33,0,0,0,0,0,0,0,0,0,58,41,97,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,9,0,0,0,0,0,0,3,14,17,8,6,17,0,0,0,90,92,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,80,159,0,0,0,0,0,0,77,80,162,28,21,49,199,205,402
SAL20717,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,10,0,0,0,0,0,0,3,8,10,0,0,0,5,7,12
SAL20718,0,0,0,14,10,26,0,0,0,0,0,0,0,0,0,22,15,37,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,0,0,0,3,0,0,0,0,0,6,14,14,0,0,0,0,3,3,12,7,17,3,3,3,0,0,4,66,58,124,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,3,0,0,3,78,70,147,0,0,0,0,0,0,78,70,147,14,13,25,160,139,299
SAL20719,0,0,0,12,9,18,0,0,0,0,0,0,0,0,0,17,15,31,0,0,0,0,4,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,25,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,34,0,0,0,0,0,0,19,10,34,16,14,32,69,61,130
SAL20720,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,23,0,0,0,0,0,0,11,8,23,3,9,10,22,23,40
SAL20721,15,26,41,117,156,274,0,0,0,8,5,14,0,0,0,184,208,387,3,0,6,14,9,21,0,0,4,0,0,0,3,11,11,0,0,0,3,5,10,5,6,9,17,31,45,6,0,11,0,0,4,25,39,62,8,19,26,0,0,3,387,500,884,27,20,44,0,3,6,3,6,11,0,0,0,3,3,9,15,14,27,20,17,34,674,776,1447,0,6,11,12,16,19,684,796,1478,124,149,273,1262,1511,2781
SAL20722,0,0,0,3,8,8,0,0,0,0,0,0,0,0,0,15,16,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,3,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,23,28,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,73,0,0,0,0,0,0,37,37,73,7,0,7,67,67,132
SAL20723,4,0,3,12,18,36,0,0,0,0,0,0,0,0,0,4,11,22,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,4,6,6,0,0,0,0,0,0,4,6,10,0,3,3,0,0,0,34,47,80,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,108,217,0,0,0,0,6,6,113,105,223,24,25,56,185,187,368
SAL20724,13,23,29,4,7,5,0,0,0,6,8,12,0,0,0,96,106,204,3,3,8,10,11,21,0,0,3,0,0,0,0,0,0,13,3,18,5,3,10,6,4,11,0,0,0,0,0,0,0,3,3,0,3,5,9,14,27,0,0,0,157,187,340,46,26,73,20,27,49,0,0,0,0,0,0,25,18,50,0,0,3,29,22,51,40,48,86,0,0,0,0,0,0,41,48,91,12,8,27,315,343,654
SAL20725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,5,0,0,0,6,5,8,7,0,4,6,4,12
SAL20726,0,0,0,13,7,17,0,0,0,6,0,8,0,0,0,14,23,42,0,0,0,0,0,0,0,3,4,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,10,5,12,0,0,0,0,0,0,0,3,4,0,9,8,0,0,0,46,51,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,28,79,0,0,0,0,0,0,46,31,77,11,13,21,104,93,198
SAL20727,0,0,0,6,6,10,0,0,0,0,0,0,0,0,0,16,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,6,9,6,14,0,0,0,0,0,0,8,6,10,0,3,3,0,0,0,45,43,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,51,94,0,0,0,0,0,0,50,51,94,12,10,27,102,99,210
SAL20728,43,66,113,88,90,180,0,0,0,13,14,26,0,0,0,213,273,487,0,0,0,28,36,66,0,0,0,0,0,0,0,0,5,0,0,0,5,6,14,10,10,13,9,8,15,0,0,5,0,0,0,34,40,78,15,17,35,0,0,0,421,506,923,17,15,29,0,3,6,4,0,8,0,0,0,10,11,15,0,3,0,10,9,20,429,476,901,3,8,7,0,0,4,433,484,919,35,47,81,967,1137,2101
SAL20729,800,992,1791,191,227,414,0,0,0,258,239,499,0,0,0,2390,2543,4933,10,9,16,357,376,726,34,45,81,63,44,106,4,9,14,118,111,224,66,63,129,161,166,325,56,60,119,3,4,7,22,20,43,54,63,116,394,399,797,4,3,8,4180,4386,8563,371,265,636,805,748,1556,0,5,4,0,0,0,197,153,348,20,28,50,218,183,399,1935,1678,3609,11,13,26,9,3,14,1956,1702,3653,820,716,1541,9154,8990,18145
SAL20730,8,8,17,188,269,455,0,0,0,16,21,33,4,3,3,441,571,1012,24,35,55,7,0,11,4,3,7,0,5,9,10,12,20,0,0,0,8,14,25,18,16,33,55,79,129,15,13,24,5,3,7,99,160,255,61,70,128,0,0,0,949,1263,2212,27,29,52,11,7,22,3,0,3,0,0,0,10,14,23,4,11,13,16,25,41,1319,1328,2648,4,14,16,0,7,5,1325,1343,2673,197,195,390,2542,2870,5408
SAL20731,412,444,856,71,63,134,0,5,5,41,24,67,0,0,0,1236,1375,2613,5,8,12,260,274,533,15,15,32,22,28,44,4,3,3,43,42,83,32,35,58,30,40,72,17,12,30,5,8,8,13,9,24,31,32,62,183,209,390,10,5,16,2012,2178,4189,84,82,165,300,305,604,0,0,0,0,0,0,95,78,175,6,4,15,103,87,187,785,754,1542,4,3,5,0,7,10,792,761,1555,262,257,523,3975,4110,8077
SAL20732,0,0,0,0,0,3,0,0,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,8,4,13
SAL20733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,13,0,0,0,0,0,0,7,5,13,0,0,0,16,23,37
SAL20734,0,0,0,5,3,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,23,0,0,0,0,0,0,17,6,23,0,0,0,24,17,41
SAL20735,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15,0,0,0,0,0,0,8,7,15,0,0,0,10,11,19
SAL20736,0,0,0,26,26,49,0,0,0,0,7,8,0,0,0,41,37,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,7,0,0,0,0,0,0,14,6,20,5,9,18,0,0,0,83,95,180,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,98,195,0,0,0,0,0,0,100,92,199,38,36,72,227,225,453
SAL20737,5,5,4,56,62,124,0,0,0,8,9,14,11,13,19,258,303,563,0,0,0,0,0,0,0,0,3,0,0,0,7,6,16,0,0,0,0,0,0,6,12,15,29,39,63,0,0,0,0,0,0,16,25,36,11,15,30,0,0,0,409,486,897,7,0,10,3,5,5,0,0,0,0,0,0,0,0,0,8,0,8,8,0,12,471,458,927,4,0,4,4,6,9,476,462,943,70,54,122,979,1014,1994
SAL20738,0,0,0,12,4,13,0,0,0,6,8,6,0,0,0,14,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,3,0,0,3,0,0,0,27,25,53,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,38,78,0,0,0,0,0,0,37,38,78,10,4,19,77,76,148
SAL20739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20740,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,4,0,8,0,0,0,8,3,18
SAL20741,0,3,5,33,27,55,0,0,0,3,7,10,0,0,0,41,44,81,0,0,0,5,0,5,0,4,0,3,0,5,0,0,0,0,0,0,0,0,0,8,10,12,9,3,14,0,0,0,0,0,0,14,9,19,8,9,23,0,0,0,118,108,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,169,155,324,0,0,0,6,0,0,173,156,330,60,46,109,352,318,664
