SAL_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
SAL22818,33,0,0,0,0,33,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,65
SAL22819,2318,133,8,3,3,2460,2355,71,4,0,3,2438,1433,484,73,3,0,1996,324,155,15,0,0,487,20,9,0,0,0,33,328,67,3,6,0,401,102,10,0,0,0,119,14,12,0,0,0,25,2222,733,90,10,0,3057,47,10,0,0,0,59,115,29,3,6,0,153,7050,981,104,18,7,8169
SAL22820,627,77,95,3,0,810,4285,236,15,0,6,4542,1064,358,11,0,0,1443,8,0,0,0,0,11,4,0,0,0,0,3,167,11,0,0,5,181,44,8,4,0,0,56,11,0,0,0,0,10,1298,381,20,0,0,1706,49,6,5,3,0,70,116,9,0,0,0,128,6382,718,139,11,7,7257
SAL22821,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SAL22822,14,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,21
SAL22823,45,0,0,0,0,45,24,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,79
SAL22824,16,0,0,0,0,16,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22
SAL22825,537,0,0,0,0,542,597,0,0,0,0,602,40,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,4,0,0,0,0,4,0,0,0,0,0,0,65,0,0,0,0,66,16,0,0,0,0,16,6,0,0,0,0,6,1225,0,3,0,3,1229
SAL22826,11,0,0,0,0,13,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,20
SAL22827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22829,935,55,0,81,0,1077,484,17,0,0,0,499,343,32,0,0,0,375,47,68,7,0,0,122,8,15,12,0,0,36,128,10,0,3,0,140,8,5,0,0,0,12,5,0,0,3,0,3,531,127,15,13,3,682,27,11,0,0,0,44,45,8,0,4,0,62,2025,208,17,108,8,2361
SAL22830,22,0,0,0,0,22,11,0,0,0,0,11,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,39
SAL22831,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
SAL22832,19,0,0,4,0,17,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,3,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,10,0,33
SAL22833,889,108,0,0,0,1004,983,21,0,0,4,1009,177,53,0,0,0,228,36,8,0,0,0,41,13,7,0,0,0,23,66,11,0,0,0,82,0,0,0,0,0,4,0,0,0,0,0,0,298,80,0,0,0,382,29,3,0,0,0,28,20,6,0,0,0,26,2222,219,6,0,0,2449
SAL22834,49,0,0,0,0,49,43,0,0,0,0,43,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100
SAL22835,6,0,0,0,0,6,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
SAL22836,50,0,0,0,0,50,76,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,133
SAL22837,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SAL22838,9,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
SAL22839,19,0,0,0,0,19,21,0,0,0,0,21,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,44
SAL22840,6,0,0,0,0,6,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20
SAL22841,76,0,0,3,0,82,44,0,0,5,0,42,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,4,0,0,3,0,3,0,0,0,0,0,0,18,0,0,3,0,18,5,0,0,0,0,5,10,0,0,0,0,5,148,0,0,9,0,157
SAL22842,38,0,0,0,0,34,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,51
SAL22843,26,0,0,0,0,26,11,0,0,0,0,11,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,46
SAL22844,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SAL22845,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16
SAL22846,87,0,0,0,0,87,76,0,0,0,0,76,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,3,0,0,0,0,3,4,0,0,0,0,4,187,0,0,0,0,187
SAL22847,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,21
SAL22848,50,0,0,0,0,49,25,0,0,0,0,25,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,4,89,0,0,0,0,89
SAL22849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22850,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6
SAL22851,63,0,0,0,0,65,50,0,0,0,0,50,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,8,0,0,0,0,8,0,0,0,0,0,0,20,0,0,0,0,20,5,0,0,0,0,3,0,0,0,0,0,0,142,0,0,0,0,148
SAL22852,59,0,0,0,0,55,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,83,0,0,0,0,83
SAL22853,69,0,0,0,0,69,45,0,0,0,0,45,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,125,0,0,0,0,125
SAL22854,3,0,0,0,0,3,9,0,0,0,0,9,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
SAL22855,15,0,0,0,0,15,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
SAL22856,17,0,0,0,0,17,10,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,29
SAL22857,339,0,0,0,0,343,599,0,0,0,0,606,85,0,0,0,0,88,9,0,0,0,0,9,0,0,0,0,0,0,35,0,0,0,0,41,3,0,0,0,0,3,0,0,0,0,0,0,135,0,0,0,0,135,6,0,0,0,0,10,17,0,0,0,0,17,1093,4,4,0,3,1098
SAL22858,27,0,0,0,0,27,24,0,0,0,0,24,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,8,0,0,0,0,8,0,0,0,0,0,0,17,0,0,0,0,17,5,0,0,0,0,5,5,0,0,0,0,5,79,0,0,0,0,79
SAL22859,16,0,0,0,0,16,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,36,0,0,0,0,36
SAL22860,67,0,0,0,0,67,60,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,4,0,0,0,0,4,9,0,0,0,0,9,151,0,0,0,0,151
SAL22861,25,0,0,0,0,25,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,6,0,0,0,0,6,0,0,0,0,0,0,58,0,0,0,0,58
SAL22862,7,0,0,0,0,7,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,14
SAL22863,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3
SAL22864,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SAL22865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22869,13,0,0,0,0,13,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,27,0,0,0,0,31
SAL22870,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SAL22871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL22872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22873,53,0,0,0,0,53,56,0,0,0,0,56,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,127
SAL22874,29,0,0,0,0,29,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,53
SAL22875,145,0,0,0,0,145,175,0,0,0,0,175,34,0,0,0,0,34,24,6,0,0,0,31,9,0,0,0,0,13,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,81,4,0,0,0,84,0,0,0,0,0,0,3,0,0,0,0,8,407,4,0,0,0,411
SAL22876,327,11,5,0,0,345,262,0,0,0,0,265,49,3,3,0,0,57,3,0,0,0,0,5,6,14,0,0,0,19,16,0,0,0,0,21,4,10,0,0,0,13,0,6,0,0,0,11,67,45,6,0,0,119,9,15,0,0,0,26,10,0,0,0,0,10,671,73,16,0,0,764
SAL22877,149,12,0,0,0,160,51,3,0,0,0,51,6,5,0,0,0,11,0,5,0,0,0,5,0,0,0,0,0,0,17,0,0,0,0,17,3,0,0,0,0,7,0,0,0,0,0,0,32,6,0,0,0,36,11,0,0,0,0,11,0,0,0,5,0,8,247,21,0,4,0,269
SAL22878,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL22879,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SAL22880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL22881,13,0,0,0,0,13,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,26,0,0,0,0,26
SAL22882,9,0,0,0,0,9,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
SAL22883,1039,42,0,0,0,1077,3158,83,3,0,0,3250,1612,112,4,0,0,1727,28,6,0,0,0,38,15,0,0,0,0,16,218,13,0,0,0,235,17,0,0,0,0,22,10,0,0,0,0,10,1900,137,6,0,0,2045,46,6,0,0,0,51,94,5,0,0,0,94,6243,265,15,0,0,6520
SAL22884,40,0,0,0,0,40,33,0,0,0,0,33,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,6,0,0,0,0,6,0,0,0,0,0,0,18,0,0,0,0,18,6,0,0,0,0,6,7,0,0,0,0,7,93,0,0,0,0,93
SAL22885,13,0,0,0,0,13,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,30,0,0,0,0,30
SAL22886,16,0,0,0,0,16,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,27
SAL22887,17,0,0,0,0,17,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26
SAL22888,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SAL22889,318,0,0,6,0,330,255,0,0,0,0,257,56,0,0,0,0,56,0,0,0,0,0,0,0,13,0,0,0,11,40,4,0,0,0,42,6,5,0,0,0,12,0,4,0,0,0,4,92,20,0,0,3,121,11,4,7,0,0,27,17,0,4,0,0,19,695,32,7,10,4,743
SAL22890,36,0,0,0,0,36,17,0,0,0,0,17,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,61,0,0,0,0,61
SAL22891,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SAL22892,416,23,0,0,0,443,449,56,0,0,0,506,114,15,0,0,0,134,19,12,0,0,0,28,3,0,0,0,0,3,27,6,0,0,0,30,130,14,0,0,0,147,0,0,0,0,0,0,291,51,0,0,0,343,3,3,0,0,0,13,14,4,0,0,0,20,1176,138,3,0,0,1321
SAL22893,23,0,0,0,0,23,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,51
SAL22894,241,0,0,0,0,241,253,0,0,0,0,253,37,0,0,0,0,35,4,0,0,0,0,4,3,0,0,0,0,3,32,0,0,0,0,32,7,0,0,0,0,7,0,0,0,0,0,0,78,0,0,0,0,79,5,0,0,0,0,5,16,0,0,0,0,16,597,0,0,0,0,598
SAL22895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22896,49,0,0,0,0,49,28,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,17,6,0,0,0,0,6,3,0,0,0,0,3,105,0,0,0,0,105
SAL22897,12,0,0,0,0,12,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,34,0,0,0,0,34
SAL22898,36,0,0,0,0,36,23,0,0,0,0,23,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,9,0,0,0,0,9,0,0,0,0,0,0,81,0,0,0,0,81
SAL22899,7,0,0,0,0,7,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24
SAL22900,48,0,0,0,0,48,27,0,0,0,0,27,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,12,0,0,0,0,13,0,0,0,0,0,0,19,0,0,0,0,24,6,0,0,0,0,6,0,0,0,0,0,0,106,0,0,3,0,106
SAL22901,7,0,0,0,0,7,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
